#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
00:27:28 04.18.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.869506836e+01,
+3.171739130e+06,-8.538578796e+01,
+5.343478261e+06,-7.467321777e+01,
+7.515217391e+06,-7.915917206e+01,
+9.686956522e+06,-8.020649719e+01,
+1.185869565e+07,-7.942163849e+01,
+1.403043478e+07,-7.978063965e+01,
+1.620217391e+07,-7.797734070e+01,
+1.837391304e+07,-7.033744812e+01,
+2.054565217e+07,-6.389017105e+01,
+2.271739130e+07,-7.624198151e+01,
+2.488913043e+07,-7.883329010e+01,
+2.706086957e+07,-7.195075989e+01,
+2.923260870e+07,-8.264302826e+01,
+3.140434783e+07,-8.115308380e+01,
+3.357608696e+07,-8.332878113e+01,
+3.574782609e+07,-8.811631012e+01,
+3.791956522e+07,-8.230014801e+01,
+4.009130435e+07,-8.126457977e+01,
+4.226304348e+07,-8.395599365e+01,
+4.443478261e+07,-8.468762207e+01,
+4.660652174e+07,-8.700753784e+01,
+4.877826087e+07,-8.550885773e+01,
+5.095000000e+07,-8.338738251e+01,
+5.312173913e+07,-8.239735413e+01,
+5.529347826e+07,-7.529737091e+01,
+5.746521739e+07,-8.229101563e+01,
+5.963695652e+07,-7.645101929e+01,
+6.180869565e+07,-8.128838348e+01,
+6.398043478e+07,-8.564587402e+01,
+6.615217391e+07,-9.008721924e+01,
+6.832391304e+07,-9.036271667e+01,
+7.049565217e+07,-9.115598297e+01,
+7.266739130e+07,-8.643944550e+01,
+7.483913043e+07,-9.099129486e+01,
+7.701086957e+07,-8.855001831e+01,
+7.918260870e+07,-9.256092072e+01,
+8.135434783e+07,-9.347105408e+01,
+8.352608696e+07,-8.536681366e+01,
+8.569782609e+07,-9.123529053e+01,
+8.786956522e+07,-8.165172577e+01,
+9.004130435e+07,-9.549311829e+01,
+9.221304348e+07,-6.944602203e+01,
+9.438478261e+07,-7.116703796e+01,
+9.655652174e+07,-7.529754639e+01,
+9.872826087e+07,-7.481284332e+01,
+1.009000000e+08,-1.028518143e+02,
+1.030717391e+08,-9.595204926e+01,
+1.052434783e+08,-1.011824722e+02,
+1.074152174e+08,-9.939601898e+01,
+1.095869565e+08,-9.902297974e+01,
+1.117586957e+08,-9.812191772e+01,
+1.139304348e+08,-1.010502319e+02,
+1.161021739e+08,-1.039183960e+02,
+1.182739130e+08,-1.034115295e+02,
+1.204456522e+08,-8.938761902e+01,
+1.226173913e+08,-1.027009506e+02,
+1.247891304e+08,-1.042057114e+02,
+1.269608696e+08,-1.038900833e+02,
+1.291326087e+08,-1.045643005e+02,
+1.313043478e+08,-1.044243927e+02,
+1.334760870e+08,-9.804843140e+01,
+1.356478261e+08,-1.028684845e+02,
+1.378195652e+08,-1.011697693e+02,
+1.399913043e+08,-9.928574371e+01,
+1.421630435e+08,-1.012700348e+02,
+1.443347826e+08,-9.751000214e+01,
+1.465065217e+08,-1.018247223e+02,
+1.486782609e+08,-9.790309143e+01,
