#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
10:41:01 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.685501099e+01,
+3.171739130e+06,-7.030125427e+01,
+5.343478261e+06,-8.179605865e+01,
+7.515217391e+06,-7.719285583e+01,
+9.686956522e+06,-7.482672882e+01,
+1.185869565e+07,-7.903880310e+01,
+1.403043478e+07,-6.751663971e+01,
+1.620217391e+07,-7.648168182e+01,
+1.837391304e+07,-6.635193634e+01,
+2.054565217e+07,-6.592250824e+01,
+2.271739130e+07,-7.236830139e+01,
+2.488913043e+07,-7.066529846e+01,
+2.706086957e+07,-6.968219757e+01,
+2.923260870e+07,-7.859611511e+01,
+3.140434783e+07,-7.850547791e+01,
+3.357608696e+07,-8.281388092e+01,
+3.574782609e+07,-7.999652100e+01,
+3.791956522e+07,-7.634031677e+01,
+4.009130435e+07,-7.553842926e+01,
+4.226304348e+07,-8.094489288e+01,
+4.443478261e+07,-7.839649200e+01,
+4.660652174e+07,-8.479496765e+01,
+4.877826087e+07,-8.883396149e+01,
+5.095000000e+07,-8.400260162e+01,
+5.312173913e+07,-8.095381927e+01,
+5.529347826e+07,-7.730110931e+01,
+5.746521739e+07,-7.828009033e+01,
+5.963695652e+07,-8.402106476e+01,
+6.180869565e+07,-8.581227112e+01,
+6.398043478e+07,-8.593971252e+01,
+6.615217391e+07,-8.538839722e+01,
+6.832391304e+07,-9.249744415e+01,
+7.049565217e+07,-9.393350220e+01,
+7.266739130e+07,-9.074206543e+01,
+7.483913043e+07,-9.719569397e+01,
+7.701086957e+07,-9.112402344e+01,
+7.918260870e+07,-8.420703125e+01,
+8.135434783e+07,-8.980057526e+01,
+8.352608696e+07,-8.355886078e+01,
+8.569782609e+07,-9.354117584e+01,
+8.786956522e+07,-8.371662140e+01,
+9.004130435e+07,-9.407696533e+01,
+9.221304348e+07,-6.289202881e+01,
+9.438478261e+07,-7.582582855e+01,
+9.655652174e+07,-7.489638519e+01,
+9.872826087e+07,-5.954621124e+01,
+1.009000000e+08,-9.864625549e+01,
+1.030717391e+08,-9.635549927e+01,
+1.052434783e+08,-9.403488922e+01,
+1.074152174e+08,-9.308627319e+01,
+1.095869565e+08,-9.003788757e+01,
+1.117586957e+08,-9.650245667e+01,
+1.139304348e+08,-9.718823242e+01,
+1.161021739e+08,-9.851460266e+01,
+1.182739130e+08,-9.580680084e+01,
+1.204456522e+08,-8.665834808e+01,
+1.226173913e+08,-9.421508789e+01,
+1.247891304e+08,-9.870108032e+01,
+1.269608696e+08,-1.033557129e+02,
+1.291326087e+08,-1.005916901e+02,
+1.313043478e+08,-9.960992432e+01,
+1.334760870e+08,-8.693156433e+01,
+1.356478261e+08,-9.761978149e+01,
+1.378195652e+08,-9.440045166e+01,
+1.399913043e+08,-9.126722717e+01,
+1.421630435e+08,-9.232142639e+01,
+1.443347826e+08,-9.203642273e+01,
+1.465065217e+08,-9.620933533e+01,
+1.486782609e+08,-9.276836395e+01,
