#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
20:42:25 04.17.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-8.049233246e+01,
+3.171739130e+06,-8.708030701e+01,
+5.343478261e+06,-7.617969513e+01,
+7.515217391e+06,-7.838412476e+01,
+9.686956522e+06,-6.970126343e+01,
+1.185869565e+07,-6.879904938e+01,
+1.403043478e+07,-7.124446869e+01,
+1.620217391e+07,-7.886383820e+01,
+1.837391304e+07,-7.019942474e+01,
+2.054565217e+07,-6.313599396e+01,
+2.271739130e+07,-7.416384888e+01,
+2.488913043e+07,-7.874601746e+01,
+2.706086957e+07,-7.397829437e+01,
+2.923260870e+07,-8.135971069e+01,
+3.140434783e+07,-8.361100006e+01,
+3.357608696e+07,-8.536744690e+01,
+3.574782609e+07,-8.402486420e+01,
+3.791956522e+07,-8.434505463e+01,
+4.009130435e+07,-8.164238739e+01,
+4.226304348e+07,-8.485413361e+01,
+4.443478261e+07,-8.340439606e+01,
+4.660652174e+07,-8.544387054e+01,
+4.877826087e+07,-8.647537231e+01,
+5.095000000e+07,-8.155960846e+01,
+5.312173913e+07,-8.104647827e+01,
+5.529347826e+07,-8.018608093e+01,
+5.746521739e+07,-7.895693207e+01,
+5.963695652e+07,-7.879639435e+01,
+6.180869565e+07,-8.074410248e+01,
+6.398043478e+07,-8.798700714e+01,
+6.615217391e+07,-8.629122162e+01,
+6.832391304e+07,-9.147198486e+01,
+7.049565217e+07,-8.873947144e+01,
+7.266739130e+07,-8.652799988e+01,
+7.483913043e+07,-9.068381500e+01,
+7.701086957e+07,-8.989042664e+01,
+7.918260870e+07,-9.179805756e+01,
+8.135434783e+07,-9.258930206e+01,
+8.352608696e+07,-8.230823517e+01,
+8.569782609e+07,-9.148907471e+01,
+8.786956522e+07,-8.323686981e+01,
+9.004130435e+07,-9.764868927e+01,
+9.221304348e+07,-7.018430328e+01,
+9.438478261e+07,-7.535109711e+01,
+9.655652174e+07,-7.617398834e+01,
+9.872826087e+07,-7.723466492e+01,
+1.009000000e+08,-1.023255157e+02,
+1.030717391e+08,-9.824011993e+01,
+1.052434783e+08,-1.014563141e+02,
+1.074152174e+08,-9.991503143e+01,
+1.095869565e+08,-1.026513748e+02,
+1.117586957e+08,-9.663127899e+01,
+1.139304348e+08,-1.013397293e+02,
+1.161021739e+08,-1.043036728e+02,
+1.182739130e+08,-1.031206131e+02,
+1.204456522e+08,-8.972650146e+01,
+1.226173913e+08,-1.041677246e+02,
+1.247891304e+08,-1.020027542e+02,
+1.269608696e+08,-1.045684662e+02,
+1.291326087e+08,-1.039682312e+02,
+1.313043478e+08,-1.044386139e+02,
+1.334760870e+08,-9.386675262e+01,
+1.356478261e+08,-1.032025681e+02,
+1.378195652e+08,-9.413720703e+01,
+1.399913043e+08,-1.008919220e+02,
+1.421630435e+08,-1.010653687e+02,
+1.443347826e+08,-9.767408752e+01,
+1.465065217e+08,-9.824739075e+01,
+1.486782609e+08,-9.749860382e+01,
