#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
21:41:09 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-8.055017090e+01,
+3.171739130e+06,-8.435723114e+01,
+5.343478261e+06,-7.882768250e+01,
+7.515217391e+06,-6.962608337e+01,
+9.686956522e+06,-6.917469788e+01,
+1.185869565e+07,-7.372360229e+01,
+1.403043478e+07,-7.660330963e+01,
+1.620217391e+07,-7.707558441e+01,
+1.837391304e+07,-7.075256348e+01,
+2.054565217e+07,-6.463087463e+01,
+2.271739130e+07,-8.033922577e+01,
+2.488913043e+07,-7.793083954e+01,
+2.706086957e+07,-7.409159851e+01,
+2.923260870e+07,-8.211774445e+01,
+3.140434783e+07,-8.064805603e+01,
+3.357608696e+07,-8.189916992e+01,
+3.574782609e+07,-8.083570862e+01,
+3.791956522e+07,-8.575942993e+01,
+4.009130435e+07,-7.910939026e+01,
+4.226304348e+07,-7.712808228e+01,
+4.443478261e+07,-7.463726807e+01,
+4.660652174e+07,-8.084416199e+01,
+4.877826087e+07,-8.543183899e+01,
+5.095000000e+07,-8.433979797e+01,
+5.312173913e+07,-8.222019958e+01,
+5.529347826e+07,-8.016637421e+01,
+5.746521739e+07,-8.868809509e+01,
+5.963695652e+07,-8.100543976e+01,
+6.180869565e+07,-8.936763000e+01,
+6.398043478e+07,-8.748888397e+01,
+6.615217391e+07,-8.588519287e+01,
+6.832391304e+07,-9.253430176e+01,
+7.049565217e+07,-9.469439697e+01,
+7.266739130e+07,-8.873805237e+01,
+7.483913043e+07,-9.521488190e+01,
+7.701086957e+07,-9.237691498e+01,
+7.918260870e+07,-8.369695282e+01,
+8.135434783e+07,-9.678067780e+01,
+8.352608696e+07,-8.405670929e+01,
+8.569782609e+07,-9.503044128e+01,
+8.786956522e+07,-9.361010742e+01,
+9.004130435e+07,-9.630519104e+01,
+9.221304348e+07,-6.090911102e+01,
+9.438478261e+07,-7.665106201e+01,
+9.655652174e+07,-7.889490509e+01,
+9.872826087e+07,-6.863529968e+01,
+1.009000000e+08,-9.668177795e+01,
+1.030717391e+08,-9.692366028e+01,
+1.052434783e+08,-9.621687317e+01,
+1.074152174e+08,-9.258229828e+01,
+1.095869565e+08,-8.905662537e+01,
+1.117586957e+08,-9.422183228e+01,
+1.139304348e+08,-9.626894379e+01,
+1.161021739e+08,-9.801981354e+01,
+1.182739130e+08,-9.759838867e+01,
+1.204456522e+08,-8.572305298e+01,
+1.226173913e+08,-9.305718231e+01,
+1.247891304e+08,-1.012324219e+02,
+1.269608696e+08,-1.035571976e+02,
+1.291326087e+08,-9.835592651e+01,
+1.313043478e+08,-1.026970673e+02,
+1.334760870e+08,-8.750407410e+01,
+1.356478261e+08,-9.849615479e+01,
+1.378195652e+08,-9.379473877e+01,
+1.399913043e+08,-9.726997375e+01,
+1.421630435e+08,-9.412101746e+01,
+1.443347826e+08,-9.355207825e+01,
+1.465065217e+08,-9.808123779e+01,
+1.486782609e+08,-9.243192291e+01,
