#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
00:06:03 04.22.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.776947021e+01,
+3.250086957e+08,-9.652499390e+01,
+3.250173913e+08,-9.620552826e+01,
+3.250260870e+08,-9.706843567e+01,
+3.250347826e+08,-9.670967865e+01,
+3.250434783e+08,-9.722336578e+01,
+3.250521739e+08,-9.738624573e+01,
+3.250608696e+08,-9.591455841e+01,
+3.250695652e+08,-9.436608887e+01,
+3.250782609e+08,-9.673783112e+01,
+3.250869565e+08,-9.656325531e+01,
+3.250956522e+08,-9.662237549e+01,
+3.251043478e+08,-9.741865540e+01,
+3.251130435e+08,-9.712332916e+01,
+3.251217391e+08,-9.119351959e+01,
+3.251304348e+08,-9.584160614e+01,
+3.251391304e+08,-9.701477814e+01,
+3.251478261e+08,-9.364936066e+01,
+3.251565217e+08,-9.739990234e+01,
+3.251652174e+08,-9.655388641e+01,
+3.251739130e+08,-9.819122314e+01,
+3.251826087e+08,-9.660684967e+01,
+3.251913043e+08,-9.565135956e+01,
+3.252000000e+08,-9.587407684e+01,
+3.252086957e+08,-9.353348541e+01,
+3.252173913e+08,-9.737276459e+01,
+3.252260870e+08,-9.702338409e+01,
+3.252347826e+08,-9.693648529e+01,
+3.252434783e+08,-9.421378326e+01,
+3.252521739e+08,-9.628213501e+01,
+3.252608696e+08,-9.716217041e+01,
+3.252695652e+08,-9.718067932e+01,
+3.252782609e+08,-9.666119385e+01,
+3.252869565e+08,-9.476548767e+01,
+3.252956522e+08,-9.645409393e+01,
+3.253043478e+08,-9.556827545e+01,
+3.253130435e+08,-9.706495667e+01,
+3.253217391e+08,-9.654147339e+01,
+3.253304348e+08,-9.718891144e+01,
+3.253391304e+08,-9.631837463e+01,
+3.253478261e+08,-9.654161072e+01,
+3.253565217e+08,-9.769989014e+01,
+3.253652174e+08,-9.555892181e+01,
+3.253739130e+08,-9.607244110e+01,
+3.253826087e+08,-9.737614441e+01,
+3.253913043e+08,-9.736144257e+01,
