#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
18:42:25 04.17.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.848352814e+01,
+3.171739130e+06,-7.664572144e+01,
+5.343478261e+06,-7.118173218e+01,
+7.515217391e+06,-7.654508972e+01,
+9.686956522e+06,-6.960953522e+01,
+1.185869565e+07,-6.090885544e+01,
+1.403043478e+07,-7.706401825e+01,
+1.620217391e+07,-7.720774841e+01,
+1.837391304e+07,-6.926796722e+01,
+2.054565217e+07,-6.302230453e+01,
+2.271739130e+07,-7.504624939e+01,
+2.488913043e+07,-7.973817444e+01,
+2.706086957e+07,-7.488950348e+01,
+2.923260870e+07,-8.223236084e+01,
+3.140434783e+07,-8.280306244e+01,
+3.357608696e+07,-8.476881409e+01,
+3.574782609e+07,-8.570687866e+01,
+3.791956522e+07,-8.521670532e+01,
+4.009130435e+07,-7.968762207e+01,
+4.226304348e+07,-8.306587219e+01,
+4.443478261e+07,-8.540314484e+01,
+4.660652174e+07,-8.477458191e+01,
+4.877826087e+07,-8.803217316e+01,
+5.095000000e+07,-8.360952759e+01,
+5.312173913e+07,-7.960401154e+01,
+5.529347826e+07,-7.594449615e+01,
+5.746521739e+07,-8.175025177e+01,
+5.963695652e+07,-7.650688171e+01,
+6.180869565e+07,-8.153245544e+01,
+6.398043478e+07,-8.541168213e+01,
+6.615217391e+07,-8.835039520e+01,
+6.832391304e+07,-9.150485992e+01,
+7.049565217e+07,-9.050785065e+01,
+7.266739130e+07,-8.665009308e+01,
+7.483913043e+07,-9.010857391e+01,
+7.701086957e+07,-8.944791412e+01,
+7.918260870e+07,-9.222667694e+01,
+8.135434783e+07,-9.720718384e+01,
+8.352608696e+07,-8.300804901e+01,
+8.569782609e+07,-9.187327576e+01,
+8.786956522e+07,-8.826729584e+01,
+9.004130435e+07,-9.663581085e+01,
+9.221304348e+07,-7.363506317e+01,
+9.438478261e+07,-7.379737854e+01,
+9.655652174e+07,-7.614894104e+01,
+9.872826087e+07,-7.620803833e+01,
+1.009000000e+08,-1.032825089e+02,
+1.030717391e+08,-9.401094818e+01,
+1.052434783e+08,-1.006026306e+02,
+1.074152174e+08,-9.702661896e+01,
+1.095869565e+08,-1.021479568e+02,
+1.117586957e+08,-9.564743042e+01,
+1.139304348e+08,-9.999142456e+01,
+1.161021739e+08,-1.047966003e+02,
+1.182739130e+08,-1.009248505e+02,
+1.204456522e+08,-8.925974274e+01,
+1.226173913e+08,-1.017261353e+02,
+1.247891304e+08,-1.040424042e+02,
+1.269608696e+08,-1.046534729e+02,
+1.291326087e+08,-1.049631882e+02,
+1.313043478e+08,-1.042259216e+02,
+1.334760870e+08,-9.729554749e+01,
+1.356478261e+08,-1.032635956e+02,
+1.378195652e+08,-9.895400238e+01,
+1.399913043e+08,-9.620741272e+01,
+1.421630435e+08,-1.014003067e+02,
+1.443347826e+08,-9.911112213e+01,
+1.465065217e+08,-1.008299026e+02,
+1.486782609e+08,-9.472056580e+01,
