#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
08:01:41 04.20.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-9.136750793e+01,
+3.250086957e+08,-9.648334503e+01,
+3.250173913e+08,-9.627393341e+01,
+3.250260870e+08,-9.706045532e+01,
+3.250347826e+08,-9.732347107e+01,
+3.250434783e+08,-9.624068451e+01,
+3.250521739e+08,-9.671263885e+01,
+3.250608696e+08,-9.711698151e+01,
+3.250695652e+08,-9.668489838e+01,
+3.250782609e+08,-9.347078705e+01,
+3.250869565e+08,-9.594671631e+01,
+3.250956522e+08,-9.632176971e+01,
+3.251043478e+08,-9.634473419e+01,
+3.251130435e+08,-9.722015381e+01,
+3.251217391e+08,-9.373880005e+01,
+3.251304348e+08,-9.715385437e+01,
+3.251391304e+08,-9.664192200e+01,
+3.251478261e+08,-9.634358215e+01,
+3.251565217e+08,-9.644497681e+01,
+3.251652174e+08,-9.653671265e+01,
+3.251739130e+08,-9.579675293e+01,
+3.251826087e+08,-9.614993286e+01,
+3.251913043e+08,-9.673040009e+01,
+3.252000000e+08,-9.579896545e+01,
+3.252086957e+08,-9.462958527e+01,
+3.252173913e+08,-9.702449799e+01,
+3.252260870e+08,-9.656912231e+01,
+3.252347826e+08,-9.714723206e+01,
+3.252434783e+08,-9.686104584e+01,
+3.252521739e+08,-9.740289307e+01,
+3.252608696e+08,-9.684369659e+01,
+3.252695652e+08,-9.453972626e+01,
+3.252782609e+08,-9.579368591e+01,
+3.252869565e+08,-9.744191742e+01,
+3.252956522e+08,-9.730199432e+01,
+3.253043478e+08,-9.337731171e+01,
+3.253130435e+08,-9.734638977e+01,
+3.253217391e+08,-9.695167542e+01,
+3.253304348e+08,-9.715506744e+01,
+3.253391304e+08,-9.583264160e+01,
+3.253478261e+08,-9.691700745e+01,
+3.253565217e+08,-9.741316986e+01,
+3.253652174e+08,-9.651023102e+01,
+3.253739130e+08,-9.749755096e+01,
+3.253826087e+08,-9.626251984e+01,
+3.253913043e+08,-9.742760468e+01,
