#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
17:44:21 04.29.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.019287033e+02,
+3.272755435e+08,-1.030536118e+02,
+3.272760870e+08,-1.026344376e+02,
+3.272766304e+08,-1.016958847e+02,
+3.272771739e+08,-1.040375595e+02,
+3.272777174e+08,-1.038703690e+02,
+3.272782609e+08,-1.030726395e+02,
+3.272788043e+08,-1.019932785e+02,
+3.272793478e+08,-1.023462906e+02,
+3.272798913e+08,-1.038658524e+02,
+3.272804348e+08,-1.039266281e+02,
+3.272809783e+08,-1.026031418e+02,
+3.272815217e+08,-1.027284317e+02,
+3.272820652e+08,-1.021222305e+02,
+3.272826087e+08,-1.022188950e+02,
+3.272831522e+08,-1.035253677e+02,
+3.272836957e+08,-1.042371597e+02,
+3.272842391e+08,-1.031615677e+02,
+3.272847826e+08,-1.034902725e+02,
+3.272853261e+08,-1.036192398e+02,
+3.272858696e+08,-1.046972122e+02,
+3.272864130e+08,-1.029045792e+02,
+3.272869565e+08,-1.046937180e+02,
+3.272875000e+08,-1.021184158e+02,
+3.272880435e+08,-1.032500992e+02,
+3.272885870e+08,-1.047123795e+02,
+3.272891304e+08,-1.036532974e+02,
+3.272896739e+08,-1.039839096e+02,
+3.272902174e+08,-1.027960434e+02,
+3.272907609e+08,-1.027787552e+02,
+3.272913043e+08,-1.053633347e+02,
+3.272918478e+08,-1.032319565e+02,
+3.272923913e+08,-1.034257126e+02,
+3.272929348e+08,-1.029589005e+02,
+3.272934783e+08,-1.014958878e+02,
+3.272940217e+08,-9.602211761e+01,
+3.272945652e+08,-1.042563095e+02,
+3.272951087e+08,-1.035884171e+02,
+3.272956522e+08,-1.037518997e+02,
+3.272961957e+08,-1.024776993e+02,
+3.272967391e+08,-1.023594284e+02,
+3.272972826e+08,-9.949402618e+01,
+3.272978261e+08,-1.045595627e+02,
+3.272983696e+08,-1.034507065e+02,
+3.272989130e+08,-1.025461655e+02,
+3.272994565e+08,-1.033625107e+02,
+3.273000000e+08,-1.042808151e+02,
+3.273005435e+08,-1.036700516e+02,
+3.273010870e+08,-1.037217331e+02,
+3.273016304e+08,-1.027128220e+02,
+3.273021739e+08,-1.044854813e+02,
+3.273027174e+08,-1.034167862e+02,
+3.273032609e+08,-1.017522507e+02,
+3.273038043e+08,-1.033665695e+02,
+3.273043478e+08,-1.031895981e+02,
+3.273048913e+08,-1.028282547e+02,
+3.273054348e+08,-1.023315201e+02,
+3.273059783e+08,-1.033383255e+02,
+3.273065217e+08,-1.034806137e+02,
+3.273070652e+08,-1.034478378e+02,
+3.273076087e+08,-1.029198380e+02,
+3.273081522e+08,-1.031735306e+02,
+3.273086957e+08,-1.040102005e+02,
+3.273092391e+08,-1.034763107e+02,
+3.273097826e+08,-1.020433121e+02,
+3.273103261e+08,-1.044931870e+02,
+3.273108696e+08,-1.036699753e+02,
+3.273114130e+08,-1.036027145e+02,
