#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
12:53:02 04.03.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.035419998e+02,
+3.272755435e+08,-1.026839294e+02,
+3.272760870e+08,-1.024071121e+02,
+3.272766304e+08,-1.035265274e+02,
+3.272771739e+08,-1.033807144e+02,
+3.272777174e+08,-1.048917007e+02,
+3.272782609e+08,-1.032077026e+02,
+3.272788043e+08,-1.029404373e+02,
+3.272793478e+08,-1.029305038e+02,
+3.272798913e+08,-1.036633682e+02,
+3.272804348e+08,-1.032429810e+02,
+3.272809783e+08,-1.044111481e+02,
+3.272815217e+08,-1.044472504e+02,
+3.272820652e+08,-1.039768448e+02,
+3.272826087e+08,-1.043190384e+02,
+3.272831522e+08,-1.030627441e+02,
+3.272836957e+08,-1.034142609e+02,
+3.272842391e+08,-1.052781982e+02,
+3.272847826e+08,-1.025148697e+02,
+3.272853261e+08,-1.023294907e+02,
+3.272858696e+08,-1.040353317e+02,
+3.272864130e+08,-1.036374969e+02,
+3.272869565e+08,-1.040939636e+02,
+3.272875000e+08,-1.050650787e+02,
+3.272880435e+08,-1.024215317e+02,
+3.272885870e+08,-1.026384125e+02,
+3.272891304e+08,-1.027810364e+02,
+3.272896739e+08,-1.032101517e+02,
+3.272902174e+08,-1.033659439e+02,
+3.272907609e+08,-1.044553299e+02,
+3.272913043e+08,-1.041275406e+02,
+3.272918478e+08,-1.038486557e+02,
+3.272923913e+08,-1.009084015e+02,
+3.272929348e+08,-1.021660919e+02,
+3.272934783e+08,-1.036069489e+02,
+3.272940217e+08,-1.004022675e+02,
+3.272945652e+08,-1.049583969e+02,
+3.272951087e+08,-1.039329987e+02,
+3.272956522e+08,-1.027876282e+02,
+3.272961957e+08,-1.047328033e+02,
+3.272967391e+08,-1.027152863e+02,
+3.272972826e+08,-1.031587601e+02,
+3.272978261e+08,-1.033749237e+02,
+3.272983696e+08,-1.035961914e+02,
+3.272989130e+08,-1.043843613e+02,
+3.272994565e+08,-1.033196411e+02,
+3.273000000e+08,-1.033612671e+02,
+3.273005435e+08,-1.029693298e+02,
+3.273010870e+08,-1.045053024e+02,
+3.273016304e+08,-1.032135162e+02,
+3.273021739e+08,-1.021033173e+02,
+3.273027174e+08,-1.024864273e+02,
+3.273032609e+08,-1.048209915e+02,
+3.273038043e+08,-1.039681168e+02,
+3.273043478e+08,-1.039325180e+02,
+3.273048913e+08,-1.032823410e+02,
+3.273054348e+08,-1.046765060e+02,
+3.273059783e+08,-1.050921021e+02,
+3.273065217e+08,-1.047161179e+02,
+3.273070652e+08,-1.032218094e+02,
+3.273076087e+08,-1.040242157e+02,
+3.273081522e+08,-1.034057083e+02,
+3.273086957e+08,-1.042088547e+02,
+3.273092391e+08,-1.038361588e+02,
+3.273097826e+08,-1.025270996e+02,
+3.273103261e+08,-1.033335342e+02,
+3.273108696e+08,-1.009946365e+02,
+3.273114130e+08,-1.026593704e+02,
