#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
01:42:29 04.18.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.665436554e+01,
+3.171739130e+06,-7.523785400e+01,
+5.343478261e+06,-8.355636597e+01,
+7.515217391e+06,-7.787762451e+01,
+9.686956522e+06,-7.935709381e+01,
+1.185869565e+07,-7.896116638e+01,
+1.403043478e+07,-7.748006439e+01,
+1.620217391e+07,-7.876206207e+01,
+1.837391304e+07,-6.723564148e+01,
+2.054565217e+07,-6.380248642e+01,
+2.271739130e+07,-7.217261505e+01,
+2.488913043e+07,-7.854801941e+01,
+2.706086957e+07,-7.295865631e+01,
+2.923260870e+07,-8.215868378e+01,
+3.140434783e+07,-8.207608032e+01,
+3.357608696e+07,-8.493448639e+01,
+3.574782609e+07,-8.807863617e+01,
+3.791956522e+07,-8.298005676e+01,
+4.009130435e+07,-8.277652740e+01,
+4.226304348e+07,-8.450101471e+01,
+4.443478261e+07,-8.403471375e+01,
+4.660652174e+07,-8.723979950e+01,
+4.877826087e+07,-8.665457153e+01,
+5.095000000e+07,-8.373942566e+01,
+5.312173913e+07,-8.022044373e+01,
+5.529347826e+07,-7.780751038e+01,
+5.746521739e+07,-8.293950653e+01,
+5.963695652e+07,-7.950744629e+01,
+6.180869565e+07,-8.124919891e+01,
+6.398043478e+07,-8.559475708e+01,
+6.615217391e+07,-8.914082336e+01,
+6.832391304e+07,-9.022487640e+01,
+7.049565217e+07,-8.977124023e+01,
+7.266739130e+07,-8.740521240e+01,
+7.483913043e+07,-9.340287781e+01,
+7.701086957e+07,-9.043594360e+01,
+7.918260870e+07,-9.215587616e+01,
+8.135434783e+07,-9.631735229e+01,
+8.352608696e+07,-8.381006622e+01,
+8.569782609e+07,-8.880052185e+01,
+8.786956522e+07,-8.668058014e+01,
+9.004130435e+07,-9.689492035e+01,
+9.221304348e+07,-7.061615753e+01,
+9.438478261e+07,-6.829080200e+01,
+9.655652174e+07,-7.262736511e+01,
+9.872826087e+07,-7.391442108e+01,
+1.009000000e+08,-9.763338470e+01,
+1.030717391e+08,-9.506948853e+01,
+1.052434783e+08,-1.027825317e+02,
+1.074152174e+08,-9.704628754e+01,
+1.095869565e+08,-1.037075500e+02,
+1.117586957e+08,-9.784197998e+01,
+1.139304348e+08,-1.011978378e+02,
+1.161021739e+08,-1.039342346e+02,
+1.182739130e+08,-1.026282196e+02,
+1.204456522e+08,-8.969274139e+01,
+1.226173913e+08,-1.008914642e+02,
+1.247891304e+08,-1.019659042e+02,
+1.269608696e+08,-1.050000839e+02,
+1.291326087e+08,-1.051813736e+02,
+1.313043478e+08,-1.045338287e+02,
+1.334760870e+08,-9.254024506e+01,
+1.356478261e+08,-1.021182938e+02,
+1.378195652e+08,-1.004002533e+02,
+1.399913043e+08,-9.859059906e+01,
+1.421630435e+08,-9.908832550e+01,
+1.443347826e+08,-9.690287018e+01,
+1.465065217e+08,-1.013123245e+02,
+1.486782609e+08,-7.923113251e+01,
