#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
09:14:16 04.29.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.012957306e+02,
+3.272755435e+08,-1.013336258e+02,
+3.272760870e+08,-1.010162125e+02,
+3.272766304e+08,-9.931504059e+01,
+3.272771739e+08,-1.005980988e+02,
+3.272777174e+08,-1.013295288e+02,
+3.272782609e+08,-9.951780701e+01,
+3.272788043e+08,-1.007225952e+02,
+3.272793478e+08,-1.004233856e+02,
+3.272798913e+08,-9.975853729e+01,
+3.272804348e+08,-1.009842606e+02,
+3.272809783e+08,-1.017916183e+02,
+3.272815217e+08,-1.004913864e+02,
+3.272820652e+08,-1.017500839e+02,
+3.272826087e+08,-1.019629288e+02,
+3.272831522e+08,-1.018584595e+02,
+3.272836957e+08,-1.007010651e+02,
+3.272842391e+08,-1.013749084e+02,
+3.272847826e+08,-1.009903946e+02,
+3.272853261e+08,-1.007648315e+02,
+3.272858696e+08,-1.016870728e+02,
+3.272864130e+08,-1.011082458e+02,
+3.272869565e+08,-1.018290710e+02,
+3.272875000e+08,-1.018493271e+02,
+3.272880435e+08,-1.005321732e+02,
+3.272885870e+08,-9.932975769e+01,
+3.272891304e+08,-1.011044312e+02,
+3.272896739e+08,-1.019431229e+02,
+3.272902174e+08,-1.016812439e+02,
+3.272907609e+08,-1.016563110e+02,
+3.272913043e+08,-1.001407089e+02,
+3.272918478e+08,-1.000745239e+02,
+3.272923913e+08,-9.893227386e+01,
+3.272929348e+08,-1.009632187e+02,
+3.272934783e+08,-1.008002090e+02,
+3.272940217e+08,-1.003701859e+02,
+3.272945652e+08,-1.016672821e+02,
+3.272951087e+08,-1.012965927e+02,
+3.272956522e+08,-1.013893280e+02,
+3.272961957e+08,-1.008578568e+02,
+3.272967391e+08,-1.009482269e+02,
+3.272972826e+08,-1.009940338e+02,
+3.272978261e+08,-1.018265076e+02,
+3.272983696e+08,-1.014554138e+02,
+3.272989130e+08,-1.026054306e+02,
+3.272994565e+08,-9.987738800e+01,
+3.273000000e+08,-1.014135666e+02,
+3.273005435e+08,-1.013515167e+02,
+3.273010870e+08,-9.959428406e+01,
+3.273016304e+08,-1.007956009e+02,
+3.273021739e+08,-1.014235916e+02,
+3.273027174e+08,-1.027160110e+02,
+3.273032609e+08,-1.007629929e+02,
+3.273038043e+08,-1.011912918e+02,
+3.273043478e+08,-9.980405426e+01,
+3.273048913e+08,-1.019352036e+02,
+3.273054348e+08,-1.004237442e+02,
+3.273059783e+08,-1.024048004e+02,
+3.273065217e+08,-1.008517303e+02,
+3.273070652e+08,-1.021917419e+02,
+3.273076087e+08,-1.020652542e+02,
+3.273081522e+08,-1.015311279e+02,
+3.273086957e+08,-1.013861389e+02,
+3.273092391e+08,-1.007726593e+02,
+3.273097826e+08,-1.008648987e+02,
+3.273103261e+08,-1.023244629e+02,
+3.273108696e+08,-1.022180634e+02,
+3.273114130e+08,-1.022994080e+02,
