#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
14:47:14 04.04.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.037853241e+02,
+3.272755435e+08,-1.060691681e+02,
+3.272760870e+08,-1.042141113e+02,
+3.272766304e+08,-1.039537354e+02,
+3.272771739e+08,-1.029561615e+02,
+3.272777174e+08,-1.055551758e+02,
+3.272782609e+08,-1.050122375e+02,
+3.272788043e+08,-1.042850342e+02,
+3.272793478e+08,-1.052773590e+02,
+3.272798913e+08,-1.044933472e+02,
+3.272804348e+08,-1.051608276e+02,
+3.272809783e+08,-1.046183167e+02,
+3.272815217e+08,-1.051099091e+02,
+3.272820652e+08,-1.052757721e+02,
+3.272826087e+08,-1.058820801e+02,
+3.272831522e+08,-1.049741669e+02,
+3.272836957e+08,-1.021368713e+02,
+3.272842391e+08,-1.052250214e+02,
+3.272847826e+08,-1.054967804e+02,
+3.272853261e+08,-1.040858459e+02,
+3.272858696e+08,-1.035688171e+02,
+3.272864130e+08,-1.050137634e+02,
+3.272869565e+08,-1.042988129e+02,
+3.272875000e+08,-1.037695313e+02,
+3.272880435e+08,-1.036187744e+02,
+3.272885870e+08,-1.036906281e+02,
+3.272891304e+08,-1.049815674e+02,
+3.272896739e+08,-1.049617004e+02,
+3.272902174e+08,-1.045424652e+02,
+3.272907609e+08,-1.041693115e+02,
+3.272913043e+08,-1.044372406e+02,
+3.272918478e+08,-1.045950012e+02,
+3.272923913e+08,-1.049181061e+02,
+3.272929348e+08,-1.040086517e+02,
+3.272934783e+08,-1.039891968e+02,
+3.272940217e+08,-1.044960938e+02,
+3.272945652e+08,-1.042017212e+02,
+3.272951087e+08,-1.051701508e+02,
+3.272956522e+08,-1.044426117e+02,
+3.272961957e+08,-1.039563141e+02,
+3.272967391e+08,-1.031079559e+02,
+3.272972826e+08,-1.043168488e+02,
+3.272978261e+08,-1.061381683e+02,
+3.272983696e+08,-1.036029510e+02,
+3.272989130e+08,-1.038783875e+02,
+3.272994565e+08,-1.043477020e+02,
+3.273000000e+08,-1.042407074e+02,
+3.273005435e+08,-1.054664307e+02,
+3.273010870e+08,-1.040130005e+02,
+3.273016304e+08,-1.050397949e+02,
+3.273021739e+08,-1.016459808e+02,
+3.273027174e+08,-1.041280975e+02,
+3.273032609e+08,-1.045284882e+02,
+3.273038043e+08,-1.023801727e+02,
+3.273043478e+08,-1.036024475e+02,
+3.273048913e+08,-1.045334015e+02,
+3.273054348e+08,-1.055224762e+02,
+3.273059783e+08,-1.040837097e+02,
+3.273065217e+08,-1.033143768e+02,
+3.273070652e+08,-1.042035828e+02,
+3.273076087e+08,-1.058977203e+02,
+3.273081522e+08,-1.043891907e+02,
+3.273086957e+08,-1.042068329e+02,
+3.273092391e+08,-1.045571136e+02,
+3.273097826e+08,-1.057207031e+02,
+3.273103261e+08,-1.037897034e+02,
+3.273108696e+08,-1.052821198e+02,
+3.273114130e+08,-1.059572449e+02,
