#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
06:31:16 04.07.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.050865097e+02,
+3.272755435e+08,-1.048941574e+02,
+3.272760870e+08,-1.033696671e+02,
+3.272766304e+08,-1.030959549e+02,
+3.272771739e+08,-1.055089493e+02,
+3.272777174e+08,-1.052103958e+02,
+3.272782609e+08,-1.058025742e+02,
+3.272788043e+08,-1.058328629e+02,
+3.272793478e+08,-1.056399612e+02,
+3.272798913e+08,-1.046724777e+02,
+3.272804348e+08,-1.052851334e+02,
+3.272809783e+08,-1.044636459e+02,
+3.272815217e+08,-1.033457413e+02,
+3.272820652e+08,-1.052906418e+02,
+3.272826087e+08,-1.053388901e+02,
+3.272831522e+08,-1.038372269e+02,
+3.272836957e+08,-1.042763138e+02,
+3.272842391e+08,-1.061635056e+02,
+3.272847826e+08,-1.058785019e+02,
+3.272853261e+08,-1.050482712e+02,
+3.272858696e+08,-1.044865189e+02,
+3.272864130e+08,-1.060012589e+02,
+3.272869565e+08,-1.046550217e+02,
+3.272875000e+08,-1.018125381e+02,
+3.272880435e+08,-1.027474518e+02,
+3.272885870e+08,-1.052695694e+02,
+3.272891304e+08,-1.046449203e+02,
+3.272896739e+08,-1.047086945e+02,
+3.272902174e+08,-1.046635361e+02,
+3.272907609e+08,-1.051032333e+02,
+3.272913043e+08,-1.040232010e+02,
+3.272918478e+08,-1.042617416e+02,
+3.272923913e+08,-1.053652573e+02,
+3.272929348e+08,-1.056993332e+02,
+3.272934783e+08,-1.057072067e+02,
+3.272940217e+08,-1.026469879e+02,
+3.272945652e+08,-1.039079437e+02,
+3.272951087e+08,-1.043463669e+02,
+3.272956522e+08,-1.057653885e+02,
+3.272961957e+08,-1.037341843e+02,
+3.272967391e+08,-1.058574982e+02,
+3.272972826e+08,-1.038153381e+02,
+3.272978261e+08,-1.056098938e+02,
+3.272983696e+08,-1.030157852e+02,
+3.272989130e+08,-1.053447266e+02,
+3.272994565e+08,-1.050442810e+02,
+3.273000000e+08,-1.056658096e+02,
+3.273005435e+08,-1.056443863e+02,
+3.273010870e+08,-1.049126205e+02,
+3.273016304e+08,-1.051086960e+02,
+3.273021739e+08,-1.038623276e+02,
+3.273027174e+08,-1.051165161e+02,
+3.273032609e+08,-1.060925827e+02,
+3.273038043e+08,-1.061183243e+02,
+3.273043478e+08,-1.048687820e+02,
+3.273048913e+08,-1.057014465e+02,
+3.273054348e+08,-1.052653351e+02,
+3.273059783e+08,-1.039438782e+02,
+3.273065217e+08,-1.064418793e+02,
+3.273070652e+08,-1.058074951e+02,
+3.273076087e+08,-1.041413727e+02,
+3.273081522e+08,-1.044169922e+02,
+3.273086957e+08,-1.068664627e+02,
+3.273092391e+08,-1.048241730e+02,
+3.273097826e+08,-1.059713516e+02,
+3.273103261e+08,-1.051603394e+02,
+3.273108696e+08,-1.053560867e+02,
+3.273114130e+08,-1.041822968e+02,
