#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
18:41:07 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.536534119e+01,
+3.171739130e+06,-7.784840393e+01,
+5.343478261e+06,-7.063638306e+01,
+7.515217391e+06,-6.692667389e+01,
+9.686956522e+06,-7.101699829e+01,
+1.185869565e+07,-6.704648590e+01,
+1.403043478e+07,-7.568489838e+01,
+1.620217391e+07,-7.744332886e+01,
+1.837391304e+07,-6.538371277e+01,
+2.054565217e+07,-6.390333939e+01,
+2.271739130e+07,-7.765193176e+01,
+2.488913043e+07,-7.618685913e+01,
+2.706086957e+07,-7.076821136e+01,
+2.923260870e+07,-7.942588043e+01,
+3.140434783e+07,-8.131430054e+01,
+3.357608696e+07,-8.125652313e+01,
+3.574782609e+07,-8.365914917e+01,
+3.791956522e+07,-7.996648407e+01,
+4.009130435e+07,-7.899298096e+01,
+4.226304348e+07,-7.992228699e+01,
+4.443478261e+07,-8.009440613e+01,
+4.660652174e+07,-8.599622345e+01,
+4.877826087e+07,-8.825073242e+01,
+5.095000000e+07,-8.669496155e+01,
+5.312173913e+07,-8.350289917e+01,
+5.529347826e+07,-8.259761810e+01,
+5.746521739e+07,-8.701815033e+01,
+5.963695652e+07,-8.498683167e+01,
+6.180869565e+07,-8.510209656e+01,
+6.398043478e+07,-8.731417084e+01,
+6.615217391e+07,-8.434379578e+01,
+6.832391304e+07,-9.355010986e+01,
+7.049565217e+07,-9.321928406e+01,
+7.266739130e+07,-8.868064117e+01,
+7.483913043e+07,-9.458329773e+01,
+7.701086957e+07,-9.211175537e+01,
+7.918260870e+07,-8.469886017e+01,
+8.135434783e+07,-9.548532104e+01,
+8.352608696e+07,-8.299661255e+01,
+8.569782609e+07,-9.229736328e+01,
+8.786956522e+07,-8.647920227e+01,
+9.004130435e+07,-9.688716125e+01,
+9.221304348e+07,-6.896410370e+01,
+9.438478261e+07,-7.798680878e+01,
+9.655652174e+07,-7.396357727e+01,
+9.872826087e+07,-7.088960266e+01,
+1.009000000e+08,-9.751771545e+01,
+1.030717391e+08,-9.090478516e+01,
+1.052434783e+08,-9.411652374e+01,
+1.074152174e+08,-9.210868073e+01,
+1.095869565e+08,-9.000997162e+01,
+1.117586957e+08,-9.470641327e+01,
+1.139304348e+08,-9.798176575e+01,
+1.161021739e+08,-9.667407990e+01,
+1.182739130e+08,-9.614231873e+01,
+1.204456522e+08,-8.592627716e+01,
+1.226173913e+08,-9.379061127e+01,
+1.247891304e+08,-1.000825272e+02,
+1.269608696e+08,-1.039141541e+02,
+1.291326087e+08,-9.802943420e+01,
+1.313043478e+08,-1.009107513e+02,
+1.334760870e+08,-8.872392273e+01,
+1.356478261e+08,-9.883957672e+01,
+1.378195652e+08,-9.550156403e+01,
+1.399913043e+08,-9.619783020e+01,
+1.421630435e+08,-9.562242126e+01,
+1.443347826e+08,-9.088607788e+01,
+1.465065217e+08,-9.759591675e+01,
+1.486782609e+08,-9.237789917e+01,
