#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
21:42:27 04.17.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-8.188284302e+01,
+3.171739130e+06,-7.944733429e+01,
+5.343478261e+06,-7.963838196e+01,
+7.515217391e+06,-7.815028381e+01,
+9.686956522e+06,-8.169510651e+01,
+1.185869565e+07,-7.899502563e+01,
+1.403043478e+07,-7.862258148e+01,
+1.620217391e+07,-7.990576935e+01,
+1.837391304e+07,-7.170511627e+01,
+2.054565217e+07,-6.508931732e+01,
+2.271739130e+07,-7.356032562e+01,
+2.488913043e+07,-7.918407440e+01,
+2.706086957e+07,-7.475241852e+01,
+2.923260870e+07,-8.244989777e+01,
+3.140434783e+07,-8.215246582e+01,
+3.357608696e+07,-8.460211182e+01,
+3.574782609e+07,-8.897968292e+01,
+3.791956522e+07,-8.348729706e+01,
+4.009130435e+07,-8.036899567e+01,
+4.226304348e+07,-8.510586548e+01,
+4.443478261e+07,-8.511133575e+01,
+4.660652174e+07,-8.432720947e+01,
+4.877826087e+07,-8.960893250e+01,
+5.095000000e+07,-8.352199554e+01,
+5.312173913e+07,-8.238933563e+01,
+5.529347826e+07,-7.893123627e+01,
+5.746521739e+07,-7.999010468e+01,
+5.963695652e+07,-7.748189545e+01,
+6.180869565e+07,-8.021229553e+01,
+6.398043478e+07,-8.778097534e+01,
+6.615217391e+07,-8.948928070e+01,
+6.832391304e+07,-8.976590729e+01,
+7.049565217e+07,-9.293151855e+01,
+7.266739130e+07,-8.796847534e+01,
+7.483913043e+07,-8.995015717e+01,
+7.701086957e+07,-8.687879181e+01,
+7.918260870e+07,-9.840959930e+01,
+8.135434783e+07,-9.783728027e+01,
+8.352608696e+07,-8.394606781e+01,
+8.569782609e+07,-9.108818817e+01,
+8.786956522e+07,-8.765289307e+01,
+9.004130435e+07,-9.570108795e+01,
+9.221304348e+07,-7.061434174e+01,
+9.438478261e+07,-7.252605438e+01,
+9.655652174e+07,-7.329595947e+01,
+9.872826087e+07,-7.859002686e+01,
+1.009000000e+08,-1.030379333e+02,
+1.030717391e+08,-9.459172821e+01,
+1.052434783e+08,-1.013775864e+02,
+1.074152174e+08,-9.762305450e+01,
+1.095869565e+08,-1.017437439e+02,
+1.117586957e+08,-9.744510651e+01,
+1.139304348e+08,-9.771417999e+01,
+1.161021739e+08,-1.045959473e+02,
+1.182739130e+08,-1.033658066e+02,
+1.204456522e+08,-9.012452698e+01,
+1.226173913e+08,-1.045767288e+02,
+1.247891304e+08,-1.021166153e+02,
+1.269608696e+08,-1.039523926e+02,
+1.291326087e+08,-1.048832626e+02,
+1.313043478e+08,-1.039274216e+02,
+1.334760870e+08,-9.443773651e+01,
+1.356478261e+08,-1.034808960e+02,
+1.378195652e+08,-9.990530396e+01,
+1.399913043e+08,-9.886943054e+01,
+1.421630435e+08,-1.029985657e+02,
+1.443347826e+08,-9.753005981e+01,
+1.465065217e+08,-9.966257477e+01,
+1.486782609e+08,-9.756294250e+01,
