#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
09:31:42 04.20.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-9.433559418e+01,
+3.250086957e+08,-9.664958954e+01,
+3.250173913e+08,-9.678041840e+01,
+3.250260870e+08,-9.661246490e+01,
+3.250347826e+08,-9.720064545e+01,
+3.250434783e+08,-9.647673798e+01,
+3.250521739e+08,-9.570984650e+01,
+3.250608696e+08,-9.602453613e+01,
+3.250695652e+08,-9.653764343e+01,
+3.250782609e+08,-9.684232330e+01,
+3.250869565e+08,-9.545397949e+01,
+3.250956522e+08,-9.678908539e+01,
+3.251043478e+08,-9.667543030e+01,
+3.251130435e+08,-9.647393036e+01,
+3.251217391e+08,-9.631806946e+01,
+3.251304348e+08,-9.557323456e+01,
+3.251391304e+08,-9.650102234e+01,
+3.251478261e+08,-9.616661072e+01,
+3.251565217e+08,-9.678336334e+01,
+3.251652174e+08,-9.666889191e+01,
+3.251739130e+08,-9.580319214e+01,
+3.251826087e+08,-9.383646393e+01,
+3.251913043e+08,-9.662359619e+01,
+3.252000000e+08,-9.609278870e+01,
+3.252086957e+08,-9.617529297e+01,
+3.252173913e+08,-9.564550018e+01,
+3.252260870e+08,-9.638911438e+01,
+3.252347826e+08,-9.660677338e+01,
+3.252434783e+08,-9.681658173e+01,
+3.252521739e+08,-9.625129700e+01,
+3.252608696e+08,-9.590222168e+01,
+3.252695652e+08,-9.602819061e+01,
+3.252782609e+08,-9.663183594e+01,
+3.252869565e+08,-9.709110260e+01,
+3.252956522e+08,-9.654885101e+01,
+3.253043478e+08,-9.560195160e+01,
+3.253130435e+08,-9.693839264e+01,
+3.253217391e+08,-9.657547760e+01,
+3.253304348e+08,-9.662075806e+01,
+3.253391304e+08,-9.676562500e+01,
+3.253478261e+08,-9.698966217e+01,
+3.253565217e+08,-9.608019257e+01,
+3.253652174e+08,-9.369908142e+01,
+3.253739130e+08,-9.636187744e+01,
+3.253826087e+08,-9.680533600e+01,
+3.253913043e+08,-9.449037170e+01,
