#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
20:16:00 04.18.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.412281799e+01,
+3.171739130e+06,-7.346328735e+01,
+5.343478261e+06,-7.415180969e+01,
+7.515217391e+06,-6.840469360e+01,
+9.686956522e+06,-7.370516205e+01,
+1.185869565e+07,-6.917330170e+01,
+1.403043478e+07,-6.767731476e+01,
+1.620217391e+07,-7.454444885e+01,
+1.837391304e+07,-6.691740417e+01,
+2.054565217e+07,-6.772746277e+01,
+2.271739130e+07,-7.498575592e+01,
+2.488913043e+07,-7.460009003e+01,
+2.706086957e+07,-7.174388123e+01,
+2.923260870e+07,-7.795159912e+01,
+3.140434783e+07,-8.502367401e+01,
+3.357608696e+07,-7.951673889e+01,
+3.574782609e+07,-7.998736572e+01,
+3.791956522e+07,-8.328268433e+01,
+4.009130435e+07,-7.929741669e+01,
+4.226304348e+07,-7.861086273e+01,
+4.443478261e+07,-7.782862091e+01,
+4.660652174e+07,-8.357762146e+01,
+4.877826087e+07,-8.507529449e+01,
+5.095000000e+07,-8.189719391e+01,
+5.312173913e+07,-8.067039490e+01,
+5.529347826e+07,-7.574758148e+01,
+5.746521739e+07,-8.451243591e+01,
+5.963695652e+07,-7.956283569e+01,
+6.180869565e+07,-8.570912170e+01,
+6.398043478e+07,-8.849359131e+01,
+6.615217391e+07,-9.230176544e+01,
+6.832391304e+07,-9.127593994e+01,
+7.049565217e+07,-9.496309662e+01,
+7.266739130e+07,-8.500144958e+01,
+7.483913043e+07,-9.462414551e+01,
+7.701086957e+07,-9.413923645e+01,
+7.918260870e+07,-9.564141846e+01,
+8.135434783e+07,-9.277871704e+01,
+8.352608696e+07,-8.410526276e+01,
+8.569782609e+07,-8.908696747e+01,
+8.786956522e+07,-8.578127289e+01,
+9.004130435e+07,-9.117880249e+01,
+9.221304348e+07,-6.602891541e+01,
+9.438478261e+07,-6.757071686e+01,
+9.655652174e+07,-7.562104034e+01,
+9.872826087e+07,-7.950612640e+01,
+1.009000000e+08,-9.454055786e+01,
+1.030717391e+08,-9.363708496e+01,
+1.052434783e+08,-1.017381592e+02,
+1.074152174e+08,-9.398991394e+01,
+1.095869565e+08,-9.762432861e+01,
+1.117586957e+08,-9.401332092e+01,
+1.139304348e+08,-9.891247559e+01,
+1.161021739e+08,-1.009733353e+02,
+1.182739130e+08,-9.914547729e+01,
+1.204456522e+08,-9.239931488e+01,
+1.226173913e+08,-1.014238129e+02,
+1.247891304e+08,-9.748007202e+01,
+1.269608696e+08,-1.038504868e+02,
+1.291326087e+08,-1.009320526e+02,
+1.313043478e+08,-1.019788132e+02,
+1.334760870e+08,-8.968983459e+01,
+1.356478261e+08,-9.977998352e+01,
+1.378195652e+08,-1.003581543e+02,
+1.399913043e+08,-9.320639038e+01,
+1.421630435e+08,-9.679138947e+01,
+1.443347826e+08,-9.114611816e+01,
+1.465065217e+08,-1.021873932e+02,
+1.486782609e+08,-9.163102722e+01,
