#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
10:26:01 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.801526642e+01,
+3.171739130e+06,-7.013484955e+01,
+5.343478261e+06,-7.801584625e+01,
+7.515217391e+06,-8.303488159e+01,
+9.686956522e+06,-7.075990295e+01,
+1.185869565e+07,-7.727378082e+01,
+1.403043478e+07,-6.520175171e+01,
+1.620217391e+07,-6.878742981e+01,
+1.837391304e+07,-6.885488892e+01,
+2.054565217e+07,-6.692494202e+01,
+2.271739130e+07,-7.565903473e+01,
+2.488913043e+07,-7.173358154e+01,
+2.706086957e+07,-6.953614044e+01,
+2.923260870e+07,-7.590827179e+01,
+3.140434783e+07,-7.601260376e+01,
+3.357608696e+07,-7.985805511e+01,
+3.574782609e+07,-8.194688416e+01,
+3.791956522e+07,-7.913419342e+01,
+4.009130435e+07,-7.959179688e+01,
+4.226304348e+07,-8.088197327e+01,
+4.443478261e+07,-7.908466339e+01,
+4.660652174e+07,-8.251164246e+01,
+4.877826087e+07,-8.848381042e+01,
+5.095000000e+07,-8.089443970e+01,
+5.312173913e+07,-7.640311432e+01,
+5.529347826e+07,-8.010002136e+01,
+5.746521739e+07,-8.094032288e+01,
+5.963695652e+07,-8.232939148e+01,
+6.180869565e+07,-8.742481995e+01,
+6.398043478e+07,-9.207275391e+01,
+6.615217391e+07,-8.598243713e+01,
+6.832391304e+07,-9.328606415e+01,
+7.049565217e+07,-9.416415405e+01,
+7.266739130e+07,-8.715088654e+01,
+7.483913043e+07,-9.757266235e+01,
+7.701086957e+07,-9.119067383e+01,
+7.918260870e+07,-8.444639587e+01,
+8.135434783e+07,-9.089177704e+01,
+8.352608696e+07,-8.311853027e+01,
+8.569782609e+07,-9.343392944e+01,
+8.786956522e+07,-9.001187897e+01,
+9.004130435e+07,-9.591626740e+01,
+9.221304348e+07,-6.134651947e+01,
+9.438478261e+07,-7.438258362e+01,
+9.655652174e+07,-7.617926788e+01,
+9.872826087e+07,-7.485429382e+01,
+1.009000000e+08,-9.656587219e+01,
+1.030717391e+08,-9.812250519e+01,
+1.052434783e+08,-9.541369629e+01,
+1.074152174e+08,-9.200796509e+01,
+1.095869565e+08,-9.024465942e+01,
+1.117586957e+08,-9.379203796e+01,
+1.139304348e+08,-9.638617706e+01,
+1.161021739e+08,-1.005178146e+02,
+1.182739130e+08,-9.942705536e+01,
+1.204456522e+08,-8.602221680e+01,
+1.226173913e+08,-9.404122162e+01,
+1.247891304e+08,-9.960360718e+01,
+1.269608696e+08,-1.031222610e+02,
+1.291326087e+08,-9.715531921e+01,
+1.313043478e+08,-1.021569214e+02,
+1.334760870e+08,-8.659297180e+01,
+1.356478261e+08,-9.881286621e+01,
+1.378195652e+08,-9.601189423e+01,
+1.399913043e+08,-9.255281067e+01,
+1.421630435e+08,-9.263636017e+01,
+1.443347826e+08,-9.078408813e+01,
+1.465065217e+08,-9.622956085e+01,
+1.486782609e+08,-9.211788177e+01,
