#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
22:11:10 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.896693420e+01,
+3.171739130e+06,-7.909823608e+01,
+5.343478261e+06,-8.155850983e+01,
+7.515217391e+06,-7.814163971e+01,
+9.686956522e+06,-7.896693420e+01,
+1.185869565e+07,-7.471231079e+01,
+1.403043478e+07,-7.785108185e+01,
+1.620217391e+07,-7.732479858e+01,
+1.837391304e+07,-6.803291321e+01,
+2.054565217e+07,-6.359228897e+01,
+2.271739130e+07,-7.681414032e+01,
+2.488913043e+07,-7.663839722e+01,
+2.706086957e+07,-7.206905365e+01,
+2.923260870e+07,-8.137773132e+01,
+3.140434783e+07,-8.179193115e+01,
+3.357608696e+07,-8.119455719e+01,
+3.574782609e+07,-7.954141235e+01,
+3.791956522e+07,-7.924162292e+01,
+4.009130435e+07,-7.938792419e+01,
+4.226304348e+07,-7.844306946e+01,
+4.443478261e+07,-7.536938477e+01,
+4.660652174e+07,-8.155471802e+01,
+4.877826087e+07,-8.681005096e+01,
+5.095000000e+07,-8.532223511e+01,
+5.312173913e+07,-8.481800079e+01,
+5.529347826e+07,-8.476828003e+01,
+5.746521739e+07,-8.784187317e+01,
+5.963695652e+07,-8.644948578e+01,
+6.180869565e+07,-8.755076599e+01,
+6.398043478e+07,-8.672301483e+01,
+6.615217391e+07,-8.785340881e+01,
+6.832391304e+07,-9.477180481e+01,
+7.049565217e+07,-9.522895813e+01,
+7.266739130e+07,-8.855072784e+01,
+7.483913043e+07,-9.647765350e+01,
+7.701086957e+07,-9.095347595e+01,
+7.918260870e+07,-8.606877136e+01,
+8.135434783e+07,-9.667881775e+01,
+8.352608696e+07,-8.342987061e+01,
+8.569782609e+07,-9.628605652e+01,
+8.786956522e+07,-9.058926392e+01,
+9.004130435e+07,-9.412815857e+01,
+9.221304348e+07,-6.489041138e+01,
+9.438478261e+07,-8.072532654e+01,
+9.655652174e+07,-7.153553009e+01,
+9.872826087e+07,-7.181791687e+01,
+1.009000000e+08,-9.605473328e+01,
+1.030717391e+08,-9.368225098e+01,
+1.052434783e+08,-9.716074371e+01,
+1.074152174e+08,-9.299053192e+01,
+1.095869565e+08,-9.137492371e+01,
+1.117586957e+08,-9.340969086e+01,
+1.139304348e+08,-9.730702209e+01,
+1.161021739e+08,-1.000342484e+02,
+1.182739130e+08,-1.003765411e+02,
+1.204456522e+08,-8.605859375e+01,
+1.226173913e+08,-9.262271881e+01,
+1.247891304e+08,-9.988307953e+01,
+1.269608696e+08,-1.039970856e+02,
+1.291326087e+08,-9.825228882e+01,
+1.313043478e+08,-1.027915421e+02,
+1.334760870e+08,-8.648007965e+01,
+1.356478261e+08,-9.801679993e+01,
+1.378195652e+08,-9.387299347e+01,
+1.399913043e+08,-9.821170807e+01,
+1.421630435e+08,-9.418128204e+01,
+1.443347826e+08,-9.282043457e+01,
+1.465065217e+08,-9.804859161e+01,
+1.486782609e+08,-9.377265167e+01,
