#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
07:56:00 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.941104126e+01,
+3.171739130e+06,-8.462715912e+01,
+5.343478261e+06,-7.160225677e+01,
+7.515217391e+06,-7.952426910e+01,
+9.686956522e+06,-7.764379120e+01,
+1.185869565e+07,-7.309198761e+01,
+1.403043478e+07,-6.870988464e+01,
+1.620217391e+07,-7.346120453e+01,
+1.837391304e+07,-7.015811157e+01,
+2.054565217e+07,-6.210465240e+01,
+2.271739130e+07,-7.037592316e+01,
+2.488913043e+07,-7.060611725e+01,
+2.706086957e+07,-6.876548004e+01,
+2.923260870e+07,-7.859352112e+01,
+3.140434783e+07,-7.802324677e+01,
+3.357608696e+07,-8.035755157e+01,
+3.574782609e+07,-8.271711731e+01,
+3.791956522e+07,-7.775090790e+01,
+4.009130435e+07,-7.862990570e+01,
+4.226304348e+07,-7.767292023e+01,
+4.443478261e+07,-7.858785248e+01,
+4.660652174e+07,-8.265296173e+01,
+4.877826087e+07,-8.840285492e+01,
+5.095000000e+07,-8.603067780e+01,
+5.312173913e+07,-7.795891571e+01,
+5.529347826e+07,-7.560974884e+01,
+5.746521739e+07,-8.054402924e+01,
+5.963695652e+07,-7.863095093e+01,
+6.180869565e+07,-8.598198700e+01,
+6.398043478e+07,-9.030491638e+01,
+6.615217391e+07,-8.683742523e+01,
+6.832391304e+07,-9.279029083e+01,
+7.049565217e+07,-9.300131989e+01,
+7.266739130e+07,-8.728334808e+01,
+7.483913043e+07,-9.885800171e+01,
+7.701086957e+07,-9.057707977e+01,
+7.918260870e+07,-8.358272552e+01,
+8.135434783e+07,-9.100702667e+01,
+8.352608696e+07,-8.252803802e+01,
+8.569782609e+07,-9.416579437e+01,
+8.786956522e+07,-8.373747253e+01,
+9.004130435e+07,-9.328160858e+01,
+9.221304348e+07,-6.589211273e+01,
+9.438478261e+07,-7.552670288e+01,
+9.655652174e+07,-7.615388489e+01,
+9.872826087e+07,-7.227787018e+01,
+1.009000000e+08,-9.507206726e+01,
+1.030717391e+08,-9.593415070e+01,
+1.052434783e+08,-9.639640045e+01,
+1.074152174e+08,-8.942272186e+01,
+1.095869565e+08,-8.966641235e+01,
+1.117586957e+08,-9.293195343e+01,
+1.139304348e+08,-9.502848053e+01,
+1.161021739e+08,-9.922121429e+01,
+1.182739130e+08,-9.686760712e+01,
+1.204456522e+08,-8.583834076e+01,
+1.226173913e+08,-9.298567963e+01,
+1.247891304e+08,-1.009602203e+02,
+1.269608696e+08,-1.031533432e+02,
+1.291326087e+08,-9.880957794e+01,
+1.313043478e+08,-1.036581955e+02,
+1.334760870e+08,-8.764434052e+01,
+1.356478261e+08,-9.655443573e+01,
+1.378195652e+08,-9.619757843e+01,
+1.399913043e+08,-9.368010712e+01,
+1.421630435e+08,-9.358780670e+01,
+1.443347826e+08,-8.913198090e+01,
+1.465065217e+08,-9.497623444e+01,
+1.486782609e+08,-9.088601685e+01,
