#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
14:45:57 04.18.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.427880096e+01,
+3.171739130e+06,-7.705132294e+01,
+5.343478261e+06,-7.421958160e+01,
+7.515217391e+06,-7.496200562e+01,
+9.686956522e+06,-8.030223846e+01,
+1.185869565e+07,-7.508160400e+01,
+1.403043478e+07,-7.673807526e+01,
+1.620217391e+07,-7.141069794e+01,
+1.837391304e+07,-6.880718994e+01,
+2.054565217e+07,-6.542364502e+01,
+2.271739130e+07,-7.618080139e+01,
+2.488913043e+07,-7.202757263e+01,
+2.706086957e+07,-6.957752991e+01,
+2.923260870e+07,-7.289340210e+01,
+3.140434783e+07,-7.914200592e+01,
+3.357608696e+07,-8.137772369e+01,
+3.574782609e+07,-7.871923065e+01,
+3.791956522e+07,-8.100893402e+01,
+4.009130435e+07,-7.900735474e+01,
+4.226304348e+07,-8.200415039e+01,
+4.443478261e+07,-7.802584839e+01,
+4.660652174e+07,-8.213977051e+01,
+4.877826087e+07,-8.635648346e+01,
+5.095000000e+07,-8.290098572e+01,
+5.312173913e+07,-7.905766296e+01,
+5.529347826e+07,-7.978482819e+01,
+5.746521739e+07,-8.282000732e+01,
+5.963695652e+07,-8.071052551e+01,
+6.180869565e+07,-8.559751129e+01,
+6.398043478e+07,-9.056495667e+01,
+6.615217391e+07,-9.194837952e+01,
+6.832391304e+07,-9.608917236e+01,
+7.049565217e+07,-9.544438171e+01,
+7.266739130e+07,-8.690135193e+01,
+7.483913043e+07,-9.328379059e+01,
+7.701086957e+07,-8.793253326e+01,
+7.918260870e+07,-9.787011719e+01,
+8.135434783e+07,-9.170712280e+01,
+8.352608696e+07,-8.614643860e+01,
+8.569782609e+07,-8.891121674e+01,
+8.786956522e+07,-7.877342987e+01,
+9.004130435e+07,-9.319273376e+01,
+9.221304348e+07,-6.845860291e+01,
+9.438478261e+07,-6.814472198e+01,
+9.655652174e+07,-7.503893280e+01,
+9.872826087e+07,-7.334375000e+01,
+1.009000000e+08,-9.145863342e+01,
+1.030717391e+08,-9.126142883e+01,
+1.052434783e+08,-9.773153687e+01,
+1.074152174e+08,-9.447465515e+01,
+1.095869565e+08,-9.750524139e+01,
+1.117586957e+08,-9.450806427e+01,
+1.139304348e+08,-9.650569153e+01,
+1.161021739e+08,-1.003686752e+02,
+1.182739130e+08,-1.018387451e+02,
+1.204456522e+08,-9.144670105e+01,
+1.226173913e+08,-1.010767517e+02,
+1.247891304e+08,-9.557881165e+01,
+1.269608696e+08,-1.038863373e+02,
+1.291326087e+08,-9.922999573e+01,
+1.313043478e+08,-9.585257721e+01,
+1.334760870e+08,-9.502447510e+01,
+1.356478261e+08,-9.998457336e+01,
+1.378195652e+08,-1.008860703e+02,
+1.399913043e+08,-9.329105377e+01,
+1.421630435e+08,-9.692768860e+01,
+1.443347826e+08,-9.325630188e+01,
+1.465065217e+08,-9.663827515e+01,
+1.486782609e+08,-9.515101624e+01,
