#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
16:35:59 04.21.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.758792877e+01,
+3.250086957e+08,-9.617942810e+01,
+3.250173913e+08,-9.759267426e+01,
+3.250260870e+08,-9.725900269e+01,
+3.250347826e+08,-9.715179443e+01,
+3.250434783e+08,-9.738522339e+01,
+3.250521739e+08,-9.743728638e+01,
+3.250608696e+08,-9.676507568e+01,
+3.250695652e+08,-9.686505890e+01,
+3.250782609e+08,-9.751830292e+01,
+3.250869565e+08,-9.675258636e+01,
+3.250956522e+08,-9.784542084e+01,
+3.251043478e+08,-9.746240234e+01,
+3.251130435e+08,-9.772615814e+01,
+3.251217391e+08,-9.644483185e+01,
+3.251304348e+08,-9.401175690e+01,
+3.251391304e+08,-9.737715149e+01,
+3.251478261e+08,-9.743238068e+01,
+3.251565217e+08,-9.771244049e+01,
+3.251652174e+08,-9.667340088e+01,
+3.251739130e+08,-9.741185760e+01,
+3.251826087e+08,-9.603189850e+01,
+3.251913043e+08,-9.437954712e+01,
+3.252000000e+08,-9.674726868e+01,
+3.252086957e+08,-9.755783081e+01,
+3.252173913e+08,-9.618982697e+01,
+3.252260870e+08,-9.715972137e+01,
+3.252347826e+08,-9.733135223e+01,
+3.252434783e+08,-9.568909454e+01,
+3.252521739e+08,-9.610901642e+01,
+3.252608696e+08,-9.678673553e+01,
+3.252695652e+08,-9.648578644e+01,
+3.252782609e+08,-9.702103424e+01,
+3.252869565e+08,-9.569763184e+01,
+3.252956522e+08,-9.656487274e+01,
+3.253043478e+08,-9.684172821e+01,
+3.253130435e+08,-9.692547607e+01,
+3.253217391e+08,-9.671781921e+01,
+3.253304348e+08,-9.630836487e+01,
+3.253391304e+08,-9.392720032e+01,
+3.253478261e+08,-9.753122711e+01,
+3.253565217e+08,-9.700236511e+01,
+3.253652174e+08,-9.481613159e+01,
+3.253739130e+08,-9.602650452e+01,
+3.253826087e+08,-9.688428497e+01,
+3.253913043e+08,-9.793820953e+01,
