#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
02:38:09 04.04.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.062943344e+02,
+3.272755435e+08,-1.061626892e+02,
+3.272760870e+08,-1.037323303e+02,
+3.272766304e+08,-1.050335388e+02,
+3.272771739e+08,-1.054311218e+02,
+3.272777174e+08,-1.027429123e+02,
+3.272782609e+08,-1.026988297e+02,
+3.272788043e+08,-1.055857315e+02,
+3.272793478e+08,-1.036343460e+02,
+3.272798913e+08,-1.047762604e+02,
+3.272804348e+08,-1.059699707e+02,
+3.272809783e+08,-1.039321365e+02,
+3.272815217e+08,-1.056114883e+02,
+3.272820652e+08,-1.063889389e+02,
+3.272826087e+08,-1.048678360e+02,
+3.272831522e+08,-1.061857300e+02,
+3.272836957e+08,-1.046835480e+02,
+3.272842391e+08,-1.055243073e+02,
+3.272847826e+08,-1.058300781e+02,
+3.272853261e+08,-1.050353928e+02,
+3.272858696e+08,-1.025366211e+02,
+3.272864130e+08,-1.037198029e+02,
+3.272869565e+08,-1.041040955e+02,
+3.272875000e+08,-1.065010147e+02,
+3.272880435e+08,-1.016794968e+02,
+3.272885870e+08,-1.051492386e+02,
+3.272891304e+08,-1.041357803e+02,
+3.272896739e+08,-1.055599442e+02,
+3.272902174e+08,-1.057994308e+02,
+3.272907609e+08,-1.038762360e+02,
+3.272913043e+08,-1.051066437e+02,
+3.272918478e+08,-1.038190079e+02,
+3.272923913e+08,-1.043009720e+02,
+3.272929348e+08,-1.042281952e+02,
+3.272934783e+08,-1.033872833e+02,
+3.272940217e+08,-9.901692963e+01,
+3.272945652e+08,-1.041388550e+02,
+3.272951087e+08,-1.048898087e+02,
+3.272956522e+08,-1.044052582e+02,
+3.272961957e+08,-1.028409348e+02,
+3.272967391e+08,-1.061044083e+02,
+3.272972826e+08,-1.040051727e+02,
+3.272978261e+08,-1.072460709e+02,
+3.272983696e+08,-1.052714615e+02,
+3.272989130e+08,-1.052730255e+02,
+3.272994565e+08,-1.047175674e+02,
+3.273000000e+08,-1.045929642e+02,
+3.273005435e+08,-1.024400253e+02,
+3.273010870e+08,-1.049653244e+02,
+3.273016304e+08,-1.040426559e+02,
+3.273021739e+08,-1.052333832e+02,
+3.273027174e+08,-1.059903946e+02,
+3.273032609e+08,-1.050129929e+02,
+3.273038043e+08,-1.040934753e+02,
+3.273043478e+08,-1.062811127e+02,
+3.273048913e+08,-1.055155106e+02,
+3.273054348e+08,-1.042133865e+02,
+3.273059783e+08,-1.042046127e+02,
+3.273065217e+08,-1.057858200e+02,
+3.273070652e+08,-1.050744400e+02,
+3.273076087e+08,-1.043628387e+02,
+3.273081522e+08,-1.044311905e+02,
+3.273086957e+08,-1.039805298e+02,
+3.273092391e+08,-1.059891205e+02,
+3.273097826e+08,-1.050086060e+02,
+3.273103261e+08,-1.067174454e+02,
+3.273108696e+08,-1.048352814e+02,
+3.273114130e+08,-1.046053162e+02,
