#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
02:16:14 04.07.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.056855774e+02,
+3.272755435e+08,-1.054718170e+02,
+3.272760870e+08,-1.057131958e+02,
+3.272766304e+08,-1.046119385e+02,
+3.272771739e+08,-1.056705551e+02,
+3.272777174e+08,-1.046274719e+02,
+3.272782609e+08,-1.053863907e+02,
+3.272788043e+08,-1.057280731e+02,
+3.272793478e+08,-1.047150803e+02,
+3.272798913e+08,-1.050083237e+02,
+3.272804348e+08,-1.051965027e+02,
+3.272809783e+08,-1.059442215e+02,
+3.272815217e+08,-1.044342194e+02,
+3.272820652e+08,-1.047718887e+02,
+3.272826087e+08,-1.046168213e+02,
+3.272831522e+08,-1.054615631e+02,
+3.272836957e+08,-1.039713287e+02,
+3.272842391e+08,-1.049515686e+02,
+3.272847826e+08,-1.038153229e+02,
+3.272853261e+08,-1.059999084e+02,
+3.272858696e+08,-1.059885101e+02,
+3.272864130e+08,-1.052169189e+02,
+3.272869565e+08,-1.054349594e+02,
+3.272875000e+08,-1.051663818e+02,
+3.272880435e+08,-1.041242294e+02,
+3.272885870e+08,-1.040194931e+02,
+3.272891304e+08,-1.061400757e+02,
+3.272896739e+08,-1.041879578e+02,
+3.272902174e+08,-1.048143234e+02,
+3.272907609e+08,-1.051749191e+02,
+3.272913043e+08,-1.057732315e+02,
+3.272918478e+08,-1.051076431e+02,
+3.272923913e+08,-1.000631485e+02,
+3.272929348e+08,-1.057134094e+02,
+3.272934783e+08,-1.045780258e+02,
+3.272940217e+08,-1.038197021e+02,
+3.272945652e+08,-1.053392181e+02,
+3.272951087e+08,-1.060477676e+02,
+3.272956522e+08,-1.031320419e+02,
+3.272961957e+08,-1.057887955e+02,
+3.272967391e+08,-1.049596024e+02,
+3.272972826e+08,-1.055833206e+02,
+3.272978261e+08,-1.024732132e+02,
+3.272983696e+08,-1.059109039e+02,
+3.272989130e+08,-1.038394165e+02,
+3.272994565e+08,-1.029879532e+02,
+3.273000000e+08,-1.044227600e+02,
+3.273005435e+08,-1.052385330e+02,
+3.273010870e+08,-1.034546661e+02,
+3.273016304e+08,-1.044090576e+02,
+3.273021739e+08,-1.057941360e+02,
+3.273027174e+08,-1.047980423e+02,
+3.273032609e+08,-1.063511124e+02,
+3.273038043e+08,-1.049365234e+02,
+3.273043478e+08,-1.060774155e+02,
+3.273048913e+08,-1.056988220e+02,
+3.273054348e+08,-1.050613251e+02,
+3.273059783e+08,-1.053909149e+02,
+3.273065217e+08,-1.042694397e+02,
+3.273070652e+08,-1.049971085e+02,
+3.273076087e+08,-1.027991257e+02,
+3.273081522e+08,-1.034326248e+02,
+3.273086957e+08,-1.050849228e+02,
+3.273092391e+08,-1.053916855e+02,
+3.273097826e+08,-1.064138870e+02,
+3.273103261e+08,-1.051434097e+02,
+3.273108696e+08,-1.050166016e+02,
+3.273114130e+08,-1.056305237e+02,
