#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
02:07:20 04.02.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.172627258e+01,
+3.250086957e+08,-9.525089264e+01,
+3.250173913e+08,-9.528057861e+01,
+3.250260870e+08,-9.522282410e+01,
+3.250347826e+08,-9.631427002e+01,
+3.250434783e+08,-9.598574066e+01,
+3.250521739e+08,-9.657410431e+01,
+3.250608696e+08,-9.504867554e+01,
+3.250695652e+08,-9.580303192e+01,
+3.250782609e+08,-9.604877472e+01,
+3.250869565e+08,-9.258434296e+01,
+3.250956522e+08,-9.521862793e+01,
+3.251043478e+08,-9.686019897e+01,
+3.251130435e+08,-9.595552063e+01,
+3.251217391e+08,-9.395641327e+01,
+3.251304348e+08,-9.530471039e+01,
+3.251391304e+08,-9.625060272e+01,
+3.251478261e+08,-9.645985413e+01,
+3.251565217e+08,-9.571803284e+01,
+3.251652174e+08,-9.566856384e+01,
+3.251739130e+08,-9.619761658e+01,
+3.251826087e+08,-9.398929596e+01,
+3.251913043e+08,-9.539525604e+01,
+3.252000000e+08,-9.621622467e+01,
+3.252086957e+08,-9.564557648e+01,
+3.252173913e+08,-9.337847137e+01,
+3.252260870e+08,-9.601422119e+01,
+3.252347826e+08,-9.589875031e+01,
+3.252434783e+08,-9.370829773e+01,
+3.252521739e+08,-9.517130280e+01,
+3.252608696e+08,-9.395319366e+01,
+3.252695652e+08,-9.375887299e+01,
+3.252782609e+08,-9.471645355e+01,
+3.252869565e+08,-9.494408417e+01,
+3.252956522e+08,-9.471880341e+01,
+3.253043478e+08,-9.497451019e+01,
+3.253130435e+08,-9.529750061e+01,
+3.253217391e+08,-9.511846924e+01,
+3.253304348e+08,-9.482980347e+01,
+3.253391304e+08,-9.368490601e+01,
+3.253478261e+08,-9.629814911e+01,
+3.253565217e+08,-9.608225250e+01,
+3.253652174e+08,-9.325089264e+01,
+3.253739130e+08,-9.405094147e+01,
+3.253826087e+08,-9.624710846e+01,
+3.253913043e+08,-9.659061432e+01,
