#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
11:00:55 04.18.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.609901428e+01,
+3.171739130e+06,-7.838273621e+01,
+5.343478261e+06,-7.656405640e+01,
+7.515217391e+06,-7.530238342e+01,
+9.686956522e+06,-7.995986938e+01,
+1.185869565e+07,-7.568151855e+01,
+1.403043478e+07,-6.637573242e+01,
+1.620217391e+07,-7.466673279e+01,
+1.837391304e+07,-7.002211761e+01,
+2.054565217e+07,-6.768761444e+01,
+2.271739130e+07,-7.376396942e+01,
+2.488913043e+07,-7.308975220e+01,
+2.706086957e+07,-7.114115906e+01,
+2.923260870e+07,-7.912683105e+01,
+3.140434783e+07,-8.101735687e+01,
+3.357608696e+07,-8.136592865e+01,
+3.574782609e+07,-7.833808136e+01,
+3.791956522e+07,-7.944955444e+01,
+4.009130435e+07,-8.102776337e+01,
+4.226304348e+07,-8.035011292e+01,
+4.443478261e+07,-8.057717133e+01,
+4.660652174e+07,-8.006983185e+01,
+4.877826087e+07,-8.295768738e+01,
+5.095000000e+07,-8.284323120e+01,
+5.312173913e+07,-8.084301758e+01,
+5.529347826e+07,-7.637184143e+01,
+5.746521739e+07,-8.056222534e+01,
+5.963695652e+07,-7.666337585e+01,
+6.180869565e+07,-8.323535919e+01,
+6.398043478e+07,-8.548779297e+01,
+6.615217391e+07,-9.373489380e+01,
+6.832391304e+07,-9.614560699e+01,
+7.049565217e+07,-9.651599121e+01,
+7.266739130e+07,-8.417310333e+01,
+7.483913043e+07,-9.471217346e+01,
+7.701086957e+07,-8.977369690e+01,
+7.918260870e+07,-9.842115784e+01,
+8.135434783e+07,-9.613400269e+01,
+8.352608696e+07,-9.000989532e+01,
+8.569782609e+07,-9.028854370e+01,
+8.786956522e+07,-9.209426880e+01,
+9.004130435e+07,-9.269750214e+01,
+9.221304348e+07,-6.926776886e+01,
+9.438478261e+07,-6.834035492e+01,
+9.655652174e+07,-7.372935486e+01,
+9.872826087e+07,-6.878716278e+01,
+1.009000000e+08,-9.236223602e+01,
+1.030717391e+08,-9.088481903e+01,
+1.052434783e+08,-9.827558899e+01,
+1.074152174e+08,-9.331686401e+01,
+1.095869565e+08,-9.171493530e+01,
+1.117586957e+08,-9.420378113e+01,
+1.139304348e+08,-9.552796936e+01,
+1.161021739e+08,-1.007932205e+02,
+1.182739130e+08,-6.879062653e+01,
+1.204456522e+08,-9.166880035e+01,
+1.226173913e+08,-9.119451904e+01,
+1.247891304e+08,-9.971099854e+01,
+1.269608696e+08,-1.041713638e+02,
+1.291326087e+08,-1.018199692e+02,
+1.313043478e+08,-1.015042877e+02,
+1.334760870e+08,-9.353669739e+01,
+1.356478261e+08,-1.013140411e+02,
+1.378195652e+08,-9.678965759e+01,
+1.399913043e+08,-9.547483826e+01,
+1.421630435e+08,-9.599607086e+01,
+1.443347826e+08,-9.469381714e+01,
+1.465065217e+08,-9.825967407e+01,
+1.486782609e+08,-9.618203735e+01,
