#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
14:35:32 04.30.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.007263031e+02,
+3.272755435e+08,-9.973680115e+01,
+3.272760870e+08,-1.000187531e+02,
+3.272766304e+08,-1.014240494e+02,
+3.272771739e+08,-1.005726624e+02,
+3.272777174e+08,-9.908157349e+01,
+3.272782609e+08,-1.003215256e+02,
+3.272788043e+08,-1.007296143e+02,
+3.272793478e+08,-1.000763550e+02,
+3.272798913e+08,-9.969950104e+01,
+3.272804348e+08,-9.779350281e+01,
+3.272809783e+08,-9.723410034e+01,
+3.272815217e+08,-1.009893036e+02,
+3.272820652e+08,-9.869940186e+01,
+3.272826087e+08,-1.011477127e+02,
+3.272831522e+08,-9.919557953e+01,
+3.272836957e+08,-9.919248962e+01,
+3.272842391e+08,-1.002515106e+02,
+3.272847826e+08,-1.016825943e+02,
+3.272853261e+08,-9.982192230e+01,
+3.272858696e+08,-9.884540558e+01,
+3.272864130e+08,-1.007110825e+02,
+3.272869565e+08,-1.007919693e+02,
+3.272875000e+08,-9.984909821e+01,
+3.272880435e+08,-9.998738861e+01,
+3.272885870e+08,-1.000265579e+02,
+3.272891304e+08,-1.013472443e+02,
+3.272896739e+08,-9.928794098e+01,
+3.272902174e+08,-1.007295914e+02,
+3.272907609e+08,-1.001146698e+02,
+3.272913043e+08,-9.998483276e+01,
+3.272918478e+08,-1.003707275e+02,
+3.272923913e+08,-9.581008148e+01,
+3.272929348e+08,-9.964291382e+01,
+3.272934783e+08,-1.023988647e+02,
+3.272940217e+08,-9.914861298e+01,
+3.272945652e+08,-1.014230347e+02,
+3.272951087e+08,-9.960539246e+01,
+3.272956522e+08,-1.014797821e+02,
+3.272961957e+08,-9.937107086e+01,
+3.272967391e+08,-9.972914124e+01,
+3.272972826e+08,-1.014695892e+02,
+3.272978261e+08,-1.016004181e+02,
+3.272983696e+08,-9.888851166e+01,
+3.272989130e+08,-9.987454987e+01,
+3.272994565e+08,-1.012371445e+02,
+3.273000000e+08,-1.001955490e+02,
+3.273005435e+08,-1.012656784e+02,
+3.273010870e+08,-9.964865112e+01,
+3.273016304e+08,-1.017961578e+02,
+3.273021739e+08,-9.929511261e+01,
+3.273027174e+08,-1.005447998e+02,
+3.273032609e+08,-1.015670319e+02,
+3.273038043e+08,-1.015820618e+02,
+3.273043478e+08,-1.006208267e+02,
+3.273048913e+08,-1.010550079e+02,
+3.273054348e+08,-1.014907990e+02,
+3.273059783e+08,-1.001046600e+02,
+3.273065217e+08,-1.019791946e+02,
+3.273070652e+08,-1.019316254e+02,
+3.273076087e+08,-1.005188980e+02,
+3.273081522e+08,-1.020303497e+02,
+3.273086957e+08,-9.989972687e+01,
+3.273092391e+08,-1.016814423e+02,
+3.273097826e+08,-1.014143295e+02,
+3.273103261e+08,-1.012564240e+02,
+3.273108696e+08,-1.011800385e+02,
+3.273114130e+08,-1.013198700e+02,
