#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
21:57:27 04.17.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-8.006380463e+01,
+3.171739130e+06,-8.014425659e+01,
+5.343478261e+06,-7.569741058e+01,
+7.515217391e+06,-7.624925232e+01,
+9.686956522e+06,-8.320911407e+01,
+1.185869565e+07,-7.771740723e+01,
+1.403043478e+07,-7.716755676e+01,
+1.620217391e+07,-7.775298309e+01,
+1.837391304e+07,-6.754628754e+01,
+2.054565217e+07,-6.493698883e+01,
+2.271739130e+07,-6.993439484e+01,
+2.488913043e+07,-7.986254120e+01,
+2.706086957e+07,-7.630376434e+01,
+2.923260870e+07,-8.189303589e+01,
+3.140434783e+07,-8.394911957e+01,
+3.357608696e+07,-8.480081177e+01,
+3.574782609e+07,-8.504517365e+01,
+3.791956522e+07,-8.622837067e+01,
+4.009130435e+07,-7.983234406e+01,
+4.226304348e+07,-8.491147614e+01,
+4.443478261e+07,-8.555795288e+01,
+4.660652174e+07,-8.560580444e+01,
+4.877826087e+07,-8.724924469e+01,
+5.095000000e+07,-8.394967651e+01,
+5.312173913e+07,-8.047264862e+01,
+5.529347826e+07,-7.886157990e+01,
+5.746521739e+07,-8.002441406e+01,
+5.963695652e+07,-7.849115753e+01,
+6.180869565e+07,-8.333152008e+01,
+6.398043478e+07,-8.554467773e+01,
+6.615217391e+07,-8.724762726e+01,
+6.832391304e+07,-8.974009705e+01,
+7.049565217e+07,-9.060971069e+01,
+7.266739130e+07,-8.718923187e+01,
+7.483913043e+07,-9.086598969e+01,
+7.701086957e+07,-8.571524811e+01,
+7.918260870e+07,-9.057828522e+01,
+8.135434783e+07,-9.635606384e+01,
+8.352608696e+07,-8.355898285e+01,
+8.569782609e+07,-9.240679169e+01,
+8.786956522e+07,-7.509191132e+01,
+9.004130435e+07,-9.531027222e+01,
+9.221304348e+07,-7.005319214e+01,
+9.438478261e+07,-7.214881897e+01,
+9.655652174e+07,-7.485422516e+01,
+9.872826087e+07,-7.777915192e+01,
+1.009000000e+08,-9.753858948e+01,
+1.030717391e+08,-1.016564102e+02,
+1.052434783e+08,-1.013588562e+02,
+1.074152174e+08,-9.795094299e+01,
+1.095869565e+08,-1.003744049e+02,
+1.117586957e+08,-9.746459198e+01,
+1.139304348e+08,-1.003796997e+02,
+1.161021739e+08,-1.034853516e+02,
+1.182739130e+08,-1.042490311e+02,
+1.204456522e+08,-9.065028381e+01,
+1.226173913e+08,-1.027050858e+02,
+1.247891304e+08,-1.032278061e+02,
+1.269608696e+08,-1.048548355e+02,
+1.291326087e+08,-1.034524002e+02,
+1.313043478e+08,-1.044692459e+02,
+1.334760870e+08,-9.622332764e+01,
+1.356478261e+08,-1.035957565e+02,
+1.378195652e+08,-9.837561035e+01,
+1.399913043e+08,-9.750111389e+01,
+1.421630435e+08,-1.009390488e+02,
+1.443347826e+08,-9.749736023e+01,
+1.465065217e+08,-1.024270782e+02,
+1.486782609e+08,-9.807492065e+01,
