#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
13:59:45 04.12.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-8.066109467e+01,
+3.171739130e+06,-8.239307404e+01,
+5.343478261e+06,-8.475778198e+01,
+7.515217391e+06,-8.056630707e+01,
+9.686956522e+06,-7.931100464e+01,
+1.185869565e+07,-7.786219025e+01,
+1.403043478e+07,-7.734050751e+01,
+1.620217391e+07,-6.930927277e+01,
+1.837391304e+07,-6.760858154e+01,
+2.054565217e+07,-6.383538437e+01,
+2.271739130e+07,-7.512361908e+01,
+2.488913043e+07,-7.109472656e+01,
+2.706086957e+07,-7.200816345e+01,
+2.923260870e+07,-7.658843231e+01,
+3.140434783e+07,-8.125193024e+01,
+3.357608696e+07,-7.900563049e+01,
+3.574782609e+07,-8.187433624e+01,
+3.791956522e+07,-7.548081207e+01,
+4.009130435e+07,-7.628444672e+01,
+4.226304348e+07,-8.133734894e+01,
+4.443478261e+07,-8.045199585e+01,
+4.660652174e+07,-8.468006897e+01,
+4.877826087e+07,-8.530582428e+01,
+5.095000000e+07,-8.603826141e+01,
+5.312173913e+07,-7.997248077e+01,
+5.529347826e+07,-8.151761627e+01,
+5.746521739e+07,-8.081021881e+01,
+5.963695652e+07,-7.904357910e+01,
+6.180869565e+07,-8.093485260e+01,
+6.398043478e+07,-9.153851318e+01,
+6.615217391e+07,-9.089115906e+01,
+6.832391304e+07,-9.697460938e+01,
+7.049565217e+07,-9.736569977e+01,
+7.266739130e+07,-9.204529572e+01,
+7.483913043e+07,-1.010342255e+02,
+7.701086957e+07,-9.199121857e+01,
+7.918260870e+07,-9.649722290e+01,
+8.135434783e+07,-9.306420135e+01,
+8.352608696e+07,-8.124082947e+01,
+8.569782609e+07,-9.213617706e+01,
+8.786956522e+07,-9.028923798e+01,
+9.004130435e+07,-9.140991974e+01,
+9.221304348e+07,-6.804998016e+01,
+9.438478261e+07,-7.751639557e+01,
+9.655652174e+07,-7.422968292e+01,
+9.872826087e+07,-7.855583954e+01,
+1.009000000e+08,-9.427581024e+01,
+1.030717391e+08,-9.425425720e+01,
+1.052434783e+08,-9.204085541e+01,
+1.074152174e+08,-8.878224945e+01,
+1.095869565e+08,-9.072287750e+01,
+1.117586957e+08,-9.605752563e+01,
+1.139304348e+08,-9.901723480e+01,
+1.161021739e+08,-9.972429657e+01,
+1.182739130e+08,-9.672481537e+01,
+1.204456522e+08,-8.681519318e+01,
+1.226173913e+08,-9.447588348e+01,
+1.247891304e+08,-1.001223068e+02,
+1.269608696e+08,-1.050561066e+02,
+1.291326087e+08,-1.021099396e+02,
+1.313043478e+08,-1.042175980e+02,
+1.334760870e+08,-8.922158051e+01,
+1.356478261e+08,-9.914170837e+01,
+1.378195652e+08,-1.006802597e+02,
+1.399913043e+08,-1.003437119e+02,
+1.421630435e+08,-9.843154907e+01,
+1.443347826e+08,-9.746588898e+01,
+1.465065217e+08,-9.887538147e+01,
+1.486782609e+08,-9.461519623e+01,
