#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
16:07:14 04.01.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.176308441e+01,
+3.250086957e+08,-7.901919556e+01,
+3.250173913e+08,-9.528015137e+01,
+3.250260870e+08,-9.453633118e+01,
+3.250347826e+08,-9.516302490e+01,
+3.250434783e+08,-9.464225769e+01,
+3.250521739e+08,-9.523394012e+01,
+3.250608696e+08,-8.654086304e+01,
+3.250695652e+08,-9.420284271e+01,
+3.250782609e+08,-9.483773041e+01,
+3.250869565e+08,-8.652017975e+01,
+3.250956522e+08,-9.460293579e+01,
+3.251043478e+08,-9.389517212e+01,
+3.251130435e+08,-9.387747955e+01,
+3.251217391e+08,-8.116217804e+01,
+3.251304348e+08,-9.489773560e+01,
+3.251391304e+08,-9.536028290e+01,
+3.251478261e+08,-8.789241028e+01,
+3.251565217e+08,-9.574121857e+01,
+3.251652174e+08,-9.472550201e+01,
+3.251739130e+08,-9.466709900e+01,
+3.251826087e+08,-8.606455231e+01,
+3.251913043e+08,-9.473402405e+01,
+3.252000000e+08,-9.551300812e+01,
+3.252086957e+08,-9.008785248e+01,
+3.252173913e+08,-9.464076233e+01,
+3.252260870e+08,-9.515063477e+01,
+3.252347826e+08,-9.271378326e+01,
+3.252434783e+08,-9.131374359e+01,
+3.252521739e+08,-9.427910614e+01,
+3.252608696e+08,-9.448260498e+01,
+3.252695652e+08,-9.078350830e+01,
+3.252782609e+08,-9.166071320e+01,
+3.252869565e+08,-9.468270111e+01,
+3.252956522e+08,-9.489902496e+01,
+3.253043478e+08,-9.105443573e+01,
+3.253130435e+08,-9.316517639e+01,
+3.253217391e+08,-9.326425171e+01,
+3.253304348e+08,-9.272598267e+01,
+3.253391304e+08,-9.304732513e+01,
+3.253478261e+08,-9.496833801e+01,
+3.253565217e+08,-9.474687195e+01,
+3.253652174e+08,-8.641614532e+01,
+3.253739130e+08,-9.412459564e+01,
+3.253826087e+08,-9.510255432e+01,
+3.253913043e+08,-8.716966248e+01,
