#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
06:56:14 04.14.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.624038696e+01,
+3.171739130e+06,-7.232488251e+01,
+5.343478261e+06,-8.957076263e+01,
+7.515217391e+06,-7.600373077e+01,
+9.686956522e+06,-7.435401154e+01,
+1.185869565e+07,-7.935375977e+01,
+1.403043478e+07,-7.463738251e+01,
+1.620217391e+07,-7.540485382e+01,
+1.837391304e+07,-6.564653778e+01,
+2.054565217e+07,-6.417825317e+01,
+2.271739130e+07,-7.603175354e+01,
+2.488913043e+07,-7.770363617e+01,
+2.706086957e+07,-7.318585205e+01,
+2.923260870e+07,-8.165099335e+01,
+3.140434783e+07,-8.121455383e+01,
+3.357608696e+07,-8.124719238e+01,
+3.574782609e+07,-8.230760193e+01,
+3.791956522e+07,-8.251512146e+01,
+4.009130435e+07,-8.044741821e+01,
+4.226304348e+07,-8.087519073e+01,
+4.443478261e+07,-7.394464111e+01,
+4.660652174e+07,-7.890495300e+01,
+4.877826087e+07,-8.805846405e+01,
+5.095000000e+07,-8.228126526e+01,
+5.312173913e+07,-8.359808350e+01,
+5.529347826e+07,-8.191665649e+01,
+5.746521739e+07,-9.030895996e+01,
+5.963695652e+07,-8.393270111e+01,
+6.180869565e+07,-9.131566620e+01,
+6.398043478e+07,-8.798600006e+01,
+6.615217391e+07,-8.684644318e+01,
+6.832391304e+07,-9.364960480e+01,
+7.049565217e+07,-9.362978363e+01,
+7.266739130e+07,-8.781884003e+01,
+7.483913043e+07,-9.417660522e+01,
+7.701086957e+07,-9.058436584e+01,
+7.918260870e+07,-8.942353058e+01,
+8.135434783e+07,-9.710292053e+01,
+8.352608696e+07,-8.429549408e+01,
+8.569782609e+07,-9.493769073e+01,
+8.786956522e+07,-8.848868561e+01,
+9.004130435e+07,-9.905798340e+01,
+9.221304348e+07,-6.695976257e+01,
+9.438478261e+07,-7.466042328e+01,
+9.655652174e+07,-7.690692902e+01,
+9.872826087e+07,-6.630494690e+01,
+1.009000000e+08,-9.749590302e+01,
+1.030717391e+08,-9.771974945e+01,
+1.052434783e+08,-9.727272034e+01,
+1.074152174e+08,-9.363598633e+01,
+1.095869565e+08,-9.349391174e+01,
+1.117586957e+08,-9.289791107e+01,
+1.139304348e+08,-9.718466949e+01,
+1.161021739e+08,-9.959251404e+01,
+1.182739130e+08,-9.501558685e+01,
+1.204456522e+08,-8.819718933e+01,
+1.226173913e+08,-9.257343292e+01,
+1.247891304e+08,-9.723302460e+01,
+1.269608696e+08,-1.044395370e+02,
+1.291326087e+08,-9.550922394e+01,
+1.313043478e+08,-1.040136490e+02,
+1.334760870e+08,-8.199308014e+01,
+1.356478261e+08,-9.657408905e+01,
+1.378195652e+08,-9.635105133e+01,
+1.399913043e+08,-9.581909943e+01,
+1.421630435e+08,-9.279898834e+01,
+1.443347826e+08,-8.958992767e+01,
+1.465065217e+08,-9.651530457e+01,
+1.486782609e+08,-9.482830048e+01,
