#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
09:02:11 04.04.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.046928406e+02,
+3.272755435e+08,-1.022328796e+02,
+3.272760870e+08,-1.035442123e+02,
+3.272766304e+08,-1.041689301e+02,
+3.272771739e+08,-1.039787445e+02,
+3.272777174e+08,-1.040049210e+02,
+3.272782609e+08,-1.042259064e+02,
+3.272788043e+08,-1.039160004e+02,
+3.272793478e+08,-1.032911224e+02,
+3.272798913e+08,-1.033217087e+02,
+3.272804348e+08,-1.034756393e+02,
+3.272809783e+08,-1.042727280e+02,
+3.272815217e+08,-1.042430496e+02,
+3.272820652e+08,-1.035809555e+02,
+3.272826087e+08,-1.039328995e+02,
+3.272831522e+08,-1.028445053e+02,
+3.272836957e+08,-1.047267227e+02,
+3.272842391e+08,-1.039564743e+02,
+3.272847826e+08,-1.041220322e+02,
+3.272853261e+08,-1.046936264e+02,
+3.272858696e+08,-1.067770691e+02,
+3.272864130e+08,-1.029680634e+02,
+3.272869565e+08,-1.045411606e+02,
+3.272875000e+08,-1.040394516e+02,
+3.272880435e+08,-1.038505936e+02,
+3.272885870e+08,-1.019620132e+02,
+3.272891304e+08,-1.047771072e+02,
+3.272896739e+08,-1.045172501e+02,
+3.272902174e+08,-1.036418686e+02,
+3.272907609e+08,-1.033142014e+02,
+3.272913043e+08,-1.036060104e+02,
+3.272918478e+08,-1.046186066e+02,
+3.272923913e+08,-1.041484909e+02,
+3.272929348e+08,-1.034941864e+02,
+3.272934783e+08,-1.044606400e+02,
+3.272940217e+08,-1.040472488e+02,
+3.272945652e+08,-1.043198776e+02,
+3.272951087e+08,-1.042644653e+02,
+3.272956522e+08,-1.040604630e+02,
+3.272961957e+08,-1.038788681e+02,
+3.272967391e+08,-1.037771301e+02,
+3.272972826e+08,-1.032306824e+02,
+3.272978261e+08,-1.039800873e+02,
+3.272983696e+08,-1.042722168e+02,
+3.272989130e+08,-1.045303955e+02,
+3.272994565e+08,-1.023298035e+02,
+3.273000000e+08,-1.047464905e+02,
+3.273005435e+08,-1.039723740e+02,
+3.273010870e+08,-1.047665939e+02,
+3.273016304e+08,-1.034350510e+02,
+3.273021739e+08,-1.028669510e+02,
+3.273027174e+08,-1.042684097e+02,
+3.273032609e+08,-1.042592545e+02,
+3.273038043e+08,-1.035745163e+02,
+3.273043478e+08,-1.041079941e+02,
+3.273048913e+08,-1.046711884e+02,
+3.273054348e+08,-1.041523819e+02,
+3.273059783e+08,-1.045106964e+02,
+3.273065217e+08,-1.049713058e+02,
+3.273070652e+08,-1.058003159e+02,
+3.273076087e+08,-1.036811600e+02,
+3.273081522e+08,-1.048593369e+02,
+3.273086957e+08,-1.039023438e+02,
+3.273092391e+08,-1.049772873e+02,
+3.273097826e+08,-1.041445084e+02,
+3.273103261e+08,-1.049433823e+02,
+3.273108696e+08,-1.060202789e+02,
+3.273114130e+08,-1.026572342e+02,
