#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
02:46:53 04.21.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.387342834e+01,
+3.250086957e+08,-9.740637970e+01,
+3.250173913e+08,-9.764751434e+01,
+3.250260870e+08,-9.782833099e+01,
+3.250347826e+08,-9.787942505e+01,
+3.250434783e+08,-9.781543732e+01,
+3.250521739e+08,-9.799155426e+01,
+3.250608696e+08,-9.713896179e+01,
+3.250695652e+08,-9.759085083e+01,
+3.250782609e+08,-9.740991211e+01,
+3.250869565e+08,-9.317381287e+01,
+3.250956522e+08,-9.751119995e+01,
+3.251043478e+08,-9.590476990e+01,
+3.251130435e+08,-9.787474060e+01,
+3.251217391e+08,-8.689041138e+01,
+3.251304348e+08,-9.464849091e+01,
+3.251391304e+08,-9.744256592e+01,
+3.251478261e+08,-9.483087158e+01,
+3.251565217e+08,-9.674971771e+01,
+3.251652174e+08,-9.739649963e+01,
+3.251739130e+08,-9.806872559e+01,
+3.251826087e+08,-9.795812225e+01,
+3.251913043e+08,-9.606414795e+01,
+3.252000000e+08,-9.755145264e+01,
+3.252086957e+08,-9.598089600e+01,
+3.252173913e+08,-9.719854736e+01,
+3.252260870e+08,-9.781745148e+01,
+3.252347826e+08,-9.835025787e+01,
+3.252434783e+08,-9.639209747e+01,
+3.252521739e+08,-9.784197235e+01,
+3.252608696e+08,-9.722521210e+01,
+3.252695652e+08,-9.514249420e+01,
+3.252782609e+08,-9.485905457e+01,
+3.252869565e+08,-9.623883820e+01,
+3.252956522e+08,-9.771694946e+01,
+3.253043478e+08,-9.322718811e+01,
+3.253130435e+08,-9.771911621e+01,
+3.253217391e+08,-9.797969055e+01,
+3.253304348e+08,-9.744590759e+01,
+3.253391304e+08,-9.749424744e+01,
+3.253478261e+08,-9.794578552e+01,
+3.253565217e+08,-9.837261963e+01,
+3.253652174e+08,-9.687009430e+01,
+3.253739130e+08,-9.645964050e+01,
+3.253826087e+08,-9.852684021e+01,
+3.253913043e+08,-9.710745239e+01,
