#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
15:30:31 04.05.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.062421722e+02,
+3.272755435e+08,-1.063264618e+02,
+3.272760870e+08,-1.051881104e+02,
+3.272766304e+08,-1.059356384e+02,
+3.272771739e+08,-1.037562408e+02,
+3.272777174e+08,-1.023684998e+02,
+3.272782609e+08,-1.024094238e+02,
+3.272788043e+08,-1.053929138e+02,
+3.272793478e+08,-1.065044403e+02,
+3.272798913e+08,-1.046636353e+02,
+3.272804348e+08,-1.050959625e+02,
+3.272809783e+08,-1.054676208e+02,
+3.272815217e+08,-1.060284729e+02,
+3.272820652e+08,-1.052257385e+02,
+3.272826087e+08,-1.050650177e+02,
+3.272831522e+08,-1.046942444e+02,
+3.272836957e+08,-1.063094635e+02,
+3.272842391e+08,-1.054740295e+02,
+3.272847826e+08,-1.058460236e+02,
+3.272853261e+08,-1.058662109e+02,
+3.272858696e+08,-1.065991821e+02,
+3.272864130e+08,-1.055820007e+02,
+3.272869565e+08,-1.060332031e+02,
+3.272875000e+08,-1.076632996e+02,
+3.272880435e+08,-1.051259918e+02,
+3.272885870e+08,-1.058881226e+02,
+3.272891304e+08,-1.045811310e+02,
+3.272896739e+08,-1.058038330e+02,
+3.272902174e+08,-1.057997131e+02,
+3.272907609e+08,-1.063678589e+02,
+3.272913043e+08,-1.065688934e+02,
+3.272918478e+08,-1.041033020e+02,
+3.272923913e+08,-1.058602142e+02,
+3.272929348e+08,-1.052856445e+02,
+3.272934783e+08,-1.051400146e+02,
+3.272940217e+08,-1.017672272e+02,
+3.272945652e+08,-1.052729492e+02,
+3.272951087e+08,-1.054465790e+02,
+3.272956522e+08,-1.047133331e+02,
+3.272961957e+08,-1.052369690e+02,
+3.272967391e+08,-1.049221344e+02,
+3.272972826e+08,-1.059314270e+02,
+3.272978261e+08,-1.056294250e+02,
+3.272983696e+08,-1.042958527e+02,
+3.272989130e+08,-1.062923279e+02,
+3.272994565e+08,-1.025597076e+02,
+3.273000000e+08,-1.050937653e+02,
+3.273005435e+08,-1.046560974e+02,
+3.273010870e+08,-1.042107086e+02,
+3.273016304e+08,-1.049709625e+02,
+3.273021739e+08,-1.055428314e+02,
+3.273027174e+08,-1.049567108e+02,
+3.273032609e+08,-1.052897034e+02,
+3.273038043e+08,-1.055618439e+02,
+3.273043478e+08,-1.040112000e+02,
+3.273048913e+08,-1.055600433e+02,
+3.273054348e+08,-1.054128723e+02,
+3.273059783e+08,-1.052920380e+02,
+3.273065217e+08,-1.056696472e+02,
+3.273070652e+08,-1.056399078e+02,
+3.273076087e+08,-1.037993317e+02,
+3.273081522e+08,-1.059414063e+02,
+3.273086957e+08,-1.048992310e+02,
+3.273092391e+08,-1.049750671e+02,
+3.273097826e+08,-1.056341095e+02,
+3.273103261e+08,-1.055204315e+02,
+3.273108696e+08,-1.071717529e+02,
+3.273114130e+08,-1.051326752e+02,
