#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
15:16:28 04.16.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-5.518268585e+01,
+3.171739130e+06,-6.209146500e+01,
+5.343478261e+06,-6.437701416e+01,
+7.515217391e+06,-6.773314667e+01,
+9.686956522e+06,-7.029222107e+01,
+1.185869565e+07,-6.292755890e+01,
+1.403043478e+07,-6.273001099e+01,
+1.620217391e+07,-5.388210297e+01,
+1.837391304e+07,-5.972024536e+01,
+2.054565217e+07,-5.857466888e+01,
+2.271739130e+07,-6.113284302e+01,
+2.488913043e+07,-6.171326447e+01,
+2.706086957e+07,-6.129477310e+01,
+2.923260870e+07,-6.575150299e+01,
+3.140434783e+07,-6.696728516e+01,
+3.357608696e+07,-6.991545868e+01,
+3.574782609e+07,-6.957496643e+01,
+3.791956522e+07,-7.097374725e+01,
+4.009130435e+07,-6.736515045e+01,
+4.226304348e+07,-6.889385986e+01,
+4.443478261e+07,-7.140422058e+01,
+4.660652174e+07,-6.864830017e+01,
+4.877826087e+07,-7.703359985e+01,
+5.095000000e+07,-6.792858887e+01,
+5.312173913e+07,-6.934812164e+01,
+5.529347826e+07,-6.489497375e+01,
+5.746521739e+07,-6.737762451e+01,
+5.963695652e+07,-6.982535553e+01,
+6.180869565e+07,-7.508549500e+01,
+6.398043478e+07,-7.944705200e+01,
+6.615217391e+07,-8.282443237e+01,
+6.832391304e+07,-8.150888824e+01,
+7.049565217e+07,-8.060649109e+01,
+7.266739130e+07,-8.136447144e+01,
+7.483913043e+07,-7.752191925e+01,
+7.701086957e+07,-7.306984711e+01,
+7.918260870e+07,-7.246009827e+01,
+8.135434783e+07,-7.437982178e+01,
+8.352608696e+07,-7.655018616e+01,
+8.569782609e+07,-7.593429565e+01,
+8.786956522e+07,-7.462823486e+01,
+9.004130435e+07,-8.172988892e+01,
+9.221304348e+07,-6.883279419e+01,
+9.438478261e+07,-6.344209290e+01,
+9.655652174e+07,-7.045783997e+01,
+9.872826087e+07,-7.668393707e+01,
+1.009000000e+08,-8.294629669e+01,
+1.030717391e+08,-8.416430664e+01,
+1.052434783e+08,-8.563378143e+01,
+1.074152174e+08,-8.594001770e+01,
+1.095869565e+08,-9.225352478e+01,
+1.117586957e+08,-9.125236511e+01,
+1.139304348e+08,-9.728900909e+01,
+1.161021739e+08,-1.030455017e+02,
+1.182739130e+08,-1.008348389e+02,
+1.204456522e+08,-9.663459015e+01,
+1.226173913e+08,-1.026549225e+02,
+1.247891304e+08,-1.019502563e+02,
+1.269608696e+08,-1.043135376e+02,
+1.291326087e+08,-1.033088760e+02,
+1.313043478e+08,-1.048018799e+02,
+1.334760870e+08,-9.771817017e+01,
+1.356478261e+08,-9.971697998e+01,
+1.378195652e+08,-9.855310822e+01,
+1.399913043e+08,-9.955957031e+01,
+1.421630435e+08,-9.769206238e+01,
+1.443347826e+08,-9.917626190e+01,
+1.465065217e+08,-1.028968048e+02,
+1.486782609e+08,-1.017094116e+02,
