#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
04:01:36 04.17.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-6.244426346e+01,
+3.171739130e+06,-7.434423065e+01,
+5.343478261e+06,-6.789360046e+01,
+7.515217391e+06,-6.940035248e+01,
+9.686956522e+06,-6.867073059e+01,
+1.185869565e+07,-6.645713806e+01,
+1.403043478e+07,-6.453841400e+01,
+1.620217391e+07,-6.398539352e+01,
+1.837391304e+07,-5.820790482e+01,
+2.054565217e+07,-5.190970993e+01,
+2.271739130e+07,-5.823643112e+01,
+2.488913043e+07,-6.472234344e+01,
+2.706086957e+07,-6.031641388e+01,
+2.923260870e+07,-6.514510345e+01,
+3.140434783e+07,-7.329651642e+01,
+3.357608696e+07,-6.955104065e+01,
+3.574782609e+07,-7.345289612e+01,
+3.791956522e+07,-7.327165985e+01,
+4.009130435e+07,-6.665647125e+01,
+4.226304348e+07,-7.357730103e+01,
+4.443478261e+07,-7.279558563e+01,
+4.660652174e+07,-7.504383087e+01,
+4.877826087e+07,-7.340915680e+01,
+5.095000000e+07,-6.709236145e+01,
+5.312173913e+07,-6.929110718e+01,
+5.529347826e+07,-6.359654617e+01,
+5.746521739e+07,-6.342801285e+01,
+5.963695652e+07,-6.958199310e+01,
+6.180869565e+07,-7.383039093e+01,
+6.398043478e+07,-7.692531586e+01,
+6.615217391e+07,-8.218074799e+01,
+6.832391304e+07,-8.052782440e+01,
+7.049565217e+07,-8.126287079e+01,
+7.266739130e+07,-7.767664337e+01,
+7.483913043e+07,-7.925707245e+01,
+7.701086957e+07,-7.293588257e+01,
+7.918260870e+07,-7.398482513e+01,
+8.135434783e+07,-7.197636414e+01,
+8.352608696e+07,-7.566260529e+01,
+8.569782609e+07,-7.371938324e+01,
+8.786956522e+07,-7.887375641e+01,
+9.004130435e+07,-8.182015228e+01,
+9.221304348e+07,-7.220877075e+01,
+9.438478261e+07,-6.791490936e+01,
+9.655652174e+07,-7.128517151e+01,
+9.872826087e+07,-7.315644073e+01,
+1.009000000e+08,-8.380191803e+01,
+1.030717391e+08,-8.589061737e+01,
+1.052434783e+08,-8.680801392e+01,
+1.074152174e+08,-9.000188446e+01,
+1.095869565e+08,-9.402942657e+01,
+1.117586957e+08,-9.357852173e+01,
+1.139304348e+08,-9.549804688e+01,
+1.161021739e+08,-1.005479126e+02,
+1.182739130e+08,-1.032229767e+02,
+1.204456522e+08,-9.443262482e+01,
+1.226173913e+08,-1.048644333e+02,
+1.247891304e+08,-1.043634567e+02,
+1.269608696e+08,-1.043287582e+02,
+1.291326087e+08,-1.049882431e+02,
+1.313043478e+08,-1.046452942e+02,
+1.334760870e+08,-1.040161133e+02,
+1.356478261e+08,-1.043515472e+02,
+1.378195652e+08,-9.914775085e+01,
+1.399913043e+08,-1.004789429e+02,
+1.421630435e+08,-9.844180298e+01,
+1.443347826e+08,-1.001829910e+02,
+1.465065217e+08,-1.020134659e+02,
+1.486782609e+08,-1.013439713e+02,
