#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
11:31:26 04.16.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-6.592037964e+01,
+3.171739130e+06,-5.918669510e+01,
+5.343478261e+06,-6.661116028e+01,
+7.515217391e+06,-7.030905151e+01,
+9.686956522e+06,-6.995759583e+01,
+1.185869565e+07,-6.354662704e+01,
+1.403043478e+07,-6.297117996e+01,
+1.620217391e+07,-4.861731720e+01,
+1.837391304e+07,-5.247291946e+01,
+2.054565217e+07,-5.396446991e+01,
+2.271739130e+07,-6.236964798e+01,
+2.488913043e+07,-6.324771500e+01,
+2.706086957e+07,-6.013827515e+01,
+2.923260870e+07,-6.597322083e+01,
+3.140434783e+07,-6.841013336e+01,
+3.357608696e+07,-7.133318329e+01,
+3.574782609e+07,-7.076548004e+01,
+3.791956522e+07,-7.060977936e+01,
+4.009130435e+07,-6.693321991e+01,
+4.226304348e+07,-7.222090149e+01,
+4.443478261e+07,-7.054692078e+01,
+4.660652174e+07,-7.393070984e+01,
+4.877826087e+07,-7.469151306e+01,
+5.095000000e+07,-6.905446625e+01,
+5.312173913e+07,-6.924412537e+01,
+5.529347826e+07,-6.549260712e+01,
+5.746521739e+07,-6.620424652e+01,
+5.963695652e+07,-6.873751068e+01,
+6.180869565e+07,-7.162890625e+01,
+6.398043478e+07,-7.825281525e+01,
+6.615217391e+07,-8.377613831e+01,
+6.832391304e+07,-7.777153778e+01,
+7.049565217e+07,-7.772878265e+01,
+7.266739130e+07,-7.880254364e+01,
+7.483913043e+07,-7.759130096e+01,
+7.701086957e+07,-7.534113312e+01,
+7.918260870e+07,-7.314443970e+01,
+8.135434783e+07,-7.429575348e+01,
+8.352608696e+07,-7.529845428e+01,
+8.569782609e+07,-7.605352783e+01,
+8.786956522e+07,-7.435958862e+01,
+9.004130435e+07,-8.071823120e+01,
+9.221304348e+07,-6.994886780e+01,
+9.438478261e+07,-6.592863464e+01,
+9.655652174e+07,-6.422935486e+01,
+9.872826087e+07,-7.269139862e+01,
+1.009000000e+08,-8.408624268e+01,
+1.030717391e+08,-8.461492157e+01,
+1.052434783e+08,-8.906140900e+01,
+1.074152174e+08,-8.669783783e+01,
+1.095869565e+08,-9.244966888e+01,
+1.117586957e+08,-9.037341309e+01,
+1.139304348e+08,-9.798249817e+01,
+1.161021739e+08,-1.023766937e+02,
+1.182739130e+08,-1.033615265e+02,
+1.204456522e+08,-9.737175751e+01,
+1.226173913e+08,-1.052224121e+02,
+1.247891304e+08,-1.025371017e+02,
+1.269608696e+08,-1.045661926e+02,
+1.291326087e+08,-1.036462021e+02,
+1.313043478e+08,-1.050924988e+02,
+1.334760870e+08,-9.738406372e+01,
+1.356478261e+08,-1.011216660e+02,
+1.378195652e+08,-9.940406036e+01,
+1.399913043e+08,-9.969462585e+01,
+1.421630435e+08,-9.785813141e+01,
+1.443347826e+08,-9.845194244e+01,
+1.465065217e+08,-1.004859772e+02,
+1.486782609e+08,-9.843512726e+01,
