#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
10:31:04 04.06.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.038406982e+02,
+3.272755435e+08,-1.037846832e+02,
+3.272760870e+08,-1.041902390e+02,
+3.272766304e+08,-1.049331360e+02,
+3.272771739e+08,-1.037921295e+02,
+3.272777174e+08,-1.032412643e+02,
+3.272782609e+08,-1.051562042e+02,
+3.272788043e+08,-1.044932404e+02,
+3.272793478e+08,-1.033792953e+02,
+3.272798913e+08,-1.032456894e+02,
+3.272804348e+08,-1.047631302e+02,
+3.272809783e+08,-1.042977753e+02,
+3.272815217e+08,-1.028143539e+02,
+3.272820652e+08,-1.039083862e+02,
+3.272826087e+08,-1.041769714e+02,
+3.272831522e+08,-1.022056046e+02,
+3.272836957e+08,-1.040218735e+02,
+3.272842391e+08,-1.040869370e+02,
+3.272847826e+08,-1.028456879e+02,
+3.272853261e+08,-1.059685745e+02,
+3.272858696e+08,-1.049480362e+02,
+3.272864130e+08,-1.044698105e+02,
+3.272869565e+08,-1.055704651e+02,
+3.272875000e+08,-1.032047882e+02,
+3.272880435e+08,-1.027995987e+02,
+3.272885870e+08,-1.036089325e+02,
+3.272891304e+08,-1.043805237e+02,
+3.272896739e+08,-1.041188278e+02,
+3.272902174e+08,-1.042612534e+02,
+3.272907609e+08,-1.042350998e+02,
+3.272913043e+08,-1.045219498e+02,
+3.272918478e+08,-1.039882584e+02,
+3.272923913e+08,-1.040734787e+02,
+3.272929348e+08,-1.030726089e+02,
+3.272934783e+08,-1.064462738e+02,
+3.272940217e+08,-9.974581146e+01,
+3.272945652e+08,-1.055996704e+02,
+3.272951087e+08,-1.052903137e+02,
+3.272956522e+08,-1.036435471e+02,
+3.272961957e+08,-1.040959930e+02,
+3.272967391e+08,-1.039153061e+02,
+3.272972826e+08,-1.041990204e+02,
+3.272978261e+08,-1.058719025e+02,
+3.272983696e+08,-1.046990128e+02,
+3.272989130e+08,-1.045506973e+02,
+3.272994565e+08,-1.047235413e+02,
+3.273000000e+08,-1.045863266e+02,
+3.273005435e+08,-1.052639084e+02,
+3.273010870e+08,-1.043613205e+02,
+3.273016304e+08,-1.043343201e+02,
+3.273021739e+08,-1.034341125e+02,
+3.273027174e+08,-1.048105469e+02,
+3.273032609e+08,-1.031162033e+02,
+3.273038043e+08,-1.026490479e+02,
+3.273043478e+08,-1.023193817e+02,
+3.273048913e+08,-1.055012283e+02,
+3.273054348e+08,-1.013575134e+02,
+3.273059783e+08,-1.052391968e+02,
+3.273065217e+08,-1.054958572e+02,
+3.273070652e+08,-1.047171173e+02,
+3.273076087e+08,-1.047030945e+02,
+3.273081522e+08,-1.047982864e+02,
+3.273086957e+08,-1.041369171e+02,
+3.273092391e+08,-1.036738510e+02,
+3.273097826e+08,-1.045722046e+02,
+3.273103261e+08,-1.028399124e+02,
+3.273108696e+08,-1.054256134e+02,
+3.273114130e+08,-1.043050156e+02,
