#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
13:49:40 04.07.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.038251724e+02,
+3.272755435e+08,-1.031291428e+02,
+3.272760870e+08,-1.035668488e+02,
+3.272766304e+08,-1.025852356e+02,
+3.272771739e+08,-1.028149567e+02,
+3.272777174e+08,-1.043455582e+02,
+3.272782609e+08,-1.034159317e+02,
+3.272788043e+08,-1.036167603e+02,
+3.272793478e+08,-1.012328644e+02,
+3.272798913e+08,-1.031772308e+02,
+3.272804348e+08,-1.038167038e+02,
+3.272809783e+08,-1.029851456e+02,
+3.272815217e+08,-1.032308121e+02,
+3.272820652e+08,-1.030336380e+02,
+3.272826087e+08,-1.017437515e+02,
+3.272831522e+08,-1.035475769e+02,
+3.272836957e+08,-1.034406281e+02,
+3.272842391e+08,-1.026297760e+02,
+3.272847826e+08,-1.012129364e+02,
+3.272853261e+08,-1.034772110e+02,
+3.272858696e+08,-1.039145432e+02,
+3.272864130e+08,-1.032228851e+02,
+3.272869565e+08,-1.034607925e+02,
+3.272875000e+08,-1.049760056e+02,
+3.272880435e+08,-1.012602844e+02,
+3.272885870e+08,-1.032863541e+02,
+3.272891304e+08,-1.021394730e+02,
+3.272896739e+08,-1.023597641e+02,
+3.272902174e+08,-1.026131821e+02,
+3.272907609e+08,-1.015865402e+02,
+3.272913043e+08,-1.021005859e+02,
+3.272918478e+08,-1.023129196e+02,
+3.272923913e+08,-1.002199478e+02,
+3.272929348e+08,-1.022268906e+02,
+3.272934783e+08,-1.018379517e+02,
+3.272940217e+08,-1.032505264e+02,
+3.272945652e+08,-1.034851074e+02,
+3.272951087e+08,-1.032062683e+02,
+3.272956522e+08,-1.028558884e+02,
+3.272961957e+08,-1.018201141e+02,
+3.272967391e+08,-1.026580353e+02,
+3.272972826e+08,-9.700122833e+01,
+3.272978261e+08,-1.030659103e+02,
+3.272983696e+08,-1.045148926e+02,
+3.272989130e+08,-1.030971832e+02,
+3.272994565e+08,-1.012025223e+02,
+3.273000000e+08,-1.036414413e+02,
+3.273005435e+08,-1.034671402e+02,
+3.273010870e+08,-1.024772415e+02,
+3.273016304e+08,-1.005850754e+02,
+3.273021739e+08,-1.007433395e+02,
+3.273027174e+08,-1.019177399e+02,
+3.273032609e+08,-1.030312958e+02,
+3.273038043e+08,-1.030607224e+02,
+3.273043478e+08,-1.033766022e+02,
+3.273048913e+08,-1.017687454e+02,
+3.273054348e+08,-1.018877182e+02,
+3.273059783e+08,-1.030049973e+02,
+3.273065217e+08,-1.026879196e+02,
+3.273070652e+08,-1.024237442e+02,
+3.273076087e+08,-1.031865921e+02,
+3.273081522e+08,-1.036468430e+02,
+3.273086957e+08,-1.038542404e+02,
+3.273092391e+08,-1.018028793e+02,
+3.273097826e+08,-1.023404388e+02,
+3.273103261e+08,-1.037062378e+02,
+3.273108696e+08,-1.028588791e+02,
+3.273114130e+08,-1.030732040e+02,
