#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
15:17:13 04.15.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-6.838791656e+01,
+3.171739130e+06,-7.118641663e+01,
+5.343478261e+06,-7.577529907e+01,
+7.515217391e+06,-7.598199463e+01,
+9.686956522e+06,-7.302999115e+01,
+1.185869565e+07,-7.552878571e+01,
+1.403043478e+07,-7.635059357e+01,
+1.620217391e+07,-6.654032135e+01,
+1.837391304e+07,-7.065673828e+01,
+2.054565217e+07,-6.327843475e+01,
+2.271739130e+07,-6.749425507e+01,
+2.488913043e+07,-7.437134552e+01,
+2.706086957e+07,-6.911336517e+01,
+2.923260870e+07,-7.712678528e+01,
+3.140434783e+07,-8.105836487e+01,
+3.357608696e+07,-7.879360962e+01,
+3.574782609e+07,-7.873014069e+01,
+3.791956522e+07,-7.713658905e+01,
+4.009130435e+07,-7.603940582e+01,
+4.226304348e+07,-7.992725372e+01,
+4.443478261e+07,-7.500630951e+01,
+4.660652174e+07,-8.316213226e+01,
+4.877826087e+07,-8.316942596e+01,
+5.095000000e+07,-8.169454193e+01,
+5.312173913e+07,-7.713626099e+01,
+5.529347826e+07,-7.760941315e+01,
+5.746521739e+07,-8.308091736e+01,
+5.963695652e+07,-7.777159882e+01,
+6.180869565e+07,-7.940851593e+01,
+6.398043478e+07,-8.330216217e+01,
+6.615217391e+07,-8.687939453e+01,
+6.832391304e+07,-8.813111115e+01,
+7.049565217e+07,-9.024624634e+01,
+7.266739130e+07,-9.172197723e+01,
+7.483913043e+07,-8.854614258e+01,
+7.701086957e+07,-8.548673248e+01,
+7.918260870e+07,-8.632332611e+01,
+8.135434783e+07,-8.313803101e+01,
+8.352608696e+07,-8.488905334e+01,
+8.569782609e+07,-8.694199371e+01,
+8.786956522e+07,-8.428044891e+01,
+9.004130435e+07,-8.831697845e+01,
+9.221304348e+07,-6.450449371e+01,
+9.438478261e+07,-7.078028107e+01,
+9.655652174e+07,-7.738861084e+01,
+9.872826087e+07,-7.991799164e+01,
+1.009000000e+08,-8.850669098e+01,
+1.030717391e+08,-8.899059296e+01,
+1.052434783e+08,-9.091316986e+01,
+1.074152174e+08,-8.851904297e+01,
+1.095869565e+08,-8.610726166e+01,
+1.117586957e+08,-8.905680084e+01,
+1.139304348e+08,-9.159291840e+01,
+1.161021739e+08,-9.609249878e+01,
+1.182739130e+08,-9.779988861e+01,
+1.204456522e+08,-9.452233124e+01,
+1.226173913e+08,-9.360522461e+01,
+1.247891304e+08,-9.908988190e+01,
+1.269608696e+08,-9.815485382e+01,
+1.291326087e+08,-9.750533295e+01,
+1.313043478e+08,-9.633439636e+01,
+1.334760870e+08,-9.133603668e+01,
+1.356478261e+08,-1.020504074e+02,
+1.378195652e+08,-9.784501648e+01,
+1.399913043e+08,-9.294178009e+01,
+1.421630435e+08,-9.113694763e+01,
+1.443347826e+08,-9.054827118e+01,
+1.465065217e+08,-9.402021027e+01,
+1.486782609e+08,-9.299527740e+01,
