#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
09:59:43 04.12.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.401704407e+01,
+3.171739130e+06,-7.172283173e+01,
+5.343478261e+06,-8.018492889e+01,
+7.515217391e+06,-7.489060211e+01,
+9.686956522e+06,-7.364409637e+01,
+1.185869565e+07,-7.713029480e+01,
+1.403043478e+07,-5.606398773e+01,
+1.620217391e+07,-7.056056976e+01,
+1.837391304e+07,-6.890684509e+01,
+2.054565217e+07,-6.718654633e+01,
+2.271739130e+07,-7.510892487e+01,
+2.488913043e+07,-7.190128326e+01,
+2.706086957e+07,-7.130231476e+01,
+2.923260870e+07,-7.878932953e+01,
+3.140434783e+07,-8.009795380e+01,
+3.357608696e+07,-7.744987488e+01,
+3.574782609e+07,-7.908142853e+01,
+3.791956522e+07,-7.716746521e+01,
+4.009130435e+07,-7.713164520e+01,
+4.226304348e+07,-8.021800995e+01,
+4.443478261e+07,-7.813317871e+01,
+4.660652174e+07,-7.911898804e+01,
+4.877826087e+07,-8.677969360e+01,
+5.095000000e+07,-8.497040558e+01,
+5.312173913e+07,-8.119278717e+01,
+5.529347826e+07,-7.706053162e+01,
+5.746521739e+07,-7.810753632e+01,
+5.963695652e+07,-7.974167633e+01,
+6.180869565e+07,-8.035339355e+01,
+6.398043478e+07,-8.760861969e+01,
+6.615217391e+07,-9.078974152e+01,
+6.832391304e+07,-9.776052856e+01,
+7.049565217e+07,-9.612623596e+01,
+7.266739130e+07,-9.988208008e+01,
+7.483913043e+07,-1.006560669e+02,
+7.701086957e+07,-9.758311462e+01,
+7.918260870e+07,-9.331069183e+01,
+8.135434783e+07,-9.030737305e+01,
+8.352608696e+07,-8.191897583e+01,
+8.569782609e+07,-9.127319336e+01,
+8.786956522e+07,-8.646394348e+01,
+9.004130435e+07,-9.534053802e+01,
+9.221304348e+07,-6.643790436e+01,
+9.438478261e+07,-7.509709930e+01,
+9.655652174e+07,-7.341262054e+01,
+9.872826087e+07,-7.408021545e+01,
+1.009000000e+08,-9.471166992e+01,
+1.030717391e+08,-9.286671448e+01,
+1.052434783e+08,-9.275556183e+01,
+1.074152174e+08,-9.116382599e+01,
+1.095869565e+08,-9.191711426e+01,
+1.117586957e+08,-9.724606323e+01,
+1.139304348e+08,-9.766521454e+01,
+1.161021739e+08,-1.002113113e+02,
+1.182739130e+08,-9.686387634e+01,
+1.204456522e+08,-8.812019348e+01,
+1.226173913e+08,-9.399826813e+01,
+1.247891304e+08,-1.006759415e+02,
+1.269608696e+08,-1.035236893e+02,
+1.291326087e+08,-1.021418762e+02,
+1.313043478e+08,-1.023555222e+02,
+1.334760870e+08,-9.021098328e+01,
+1.356478261e+08,-1.000351944e+02,
+1.378195652e+08,-1.005436707e+02,
+1.399913043e+08,-9.926293945e+01,
+1.421630435e+08,-9.874828339e+01,
+1.443347826e+08,-9.962013245e+01,
+1.465065217e+08,-1.002961044e+02,
+1.486782609e+08,-9.471882629e+01,
