#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
11:56:03 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.767327881e+01,
+3.171739130e+06,-7.395407867e+01,
+5.343478261e+06,-7.863166046e+01,
+7.515217391e+06,-8.386344147e+01,
+9.686956522e+06,-7.923748779e+01,
+1.185869565e+07,-7.585228729e+01,
+1.403043478e+07,-7.747615814e+01,
+1.620217391e+07,-7.435879517e+01,
+1.837391304e+07,-6.926796722e+01,
+2.054565217e+07,-6.447885895e+01,
+2.271739130e+07,-7.520525360e+01,
+2.488913043e+07,-7.109562683e+01,
+2.706086957e+07,-6.994787598e+01,
+2.923260870e+07,-7.485298157e+01,
+3.140434783e+07,-7.875421143e+01,
+3.357608696e+07,-8.208085632e+01,
+3.574782609e+07,-8.219532013e+01,
+3.791956522e+07,-7.915992737e+01,
+4.009130435e+07,-7.366374969e+01,
+4.226304348e+07,-8.236985016e+01,
+4.443478261e+07,-7.928813171e+01,
+4.660652174e+07,-8.071491241e+01,
+4.877826087e+07,-8.620730591e+01,
+5.095000000e+07,-8.571636200e+01,
+5.312173913e+07,-8.138794708e+01,
+5.529347826e+07,-7.692966461e+01,
+5.746521739e+07,-8.049166107e+01,
+5.963695652e+07,-8.479027557e+01,
+6.180869565e+07,-8.404498291e+01,
+6.398043478e+07,-9.119557953e+01,
+6.615217391e+07,-8.684008789e+01,
+6.832391304e+07,-9.204959106e+01,
+7.049565217e+07,-9.201319885e+01,
+7.266739130e+07,-8.723191833e+01,
+7.483913043e+07,-9.526424408e+01,
+7.701086957e+07,-9.187178040e+01,
+7.918260870e+07,-8.566712189e+01,
+8.135434783e+07,-8.872153473e+01,
+8.352608696e+07,-8.276354980e+01,
+8.569782609e+07,-9.265494537e+01,
+8.786956522e+07,-8.476457214e+01,
+9.004130435e+07,-9.501955414e+01,
+9.221304348e+07,-6.215051651e+01,
+9.438478261e+07,-7.678372955e+01,
+9.655652174e+07,-7.756560516e+01,
+9.872826087e+07,-7.607963562e+01,
+1.009000000e+08,-9.796207428e+01,
+1.030717391e+08,-9.318862915e+01,
+1.052434783e+08,-9.516922760e+01,
+1.074152174e+08,-9.111052704e+01,
+1.095869565e+08,-9.011865997e+01,
+1.117586957e+08,-9.582759857e+01,
+1.139304348e+08,-9.729439545e+01,
+1.161021739e+08,-9.934456635e+01,
+1.182739130e+08,-9.794649506e+01,
+1.204456522e+08,-8.676469421e+01,
+1.226173913e+08,-4.212913132e+01,
+1.247891304e+08,-1.001651993e+02,
+1.269608696e+08,-1.042934341e+02,
+1.291326087e+08,-9.961466980e+01,
+1.313043478e+08,-1.003753586e+02,
+1.334760870e+08,-8.745444489e+01,
+1.356478261e+08,-9.771341705e+01,
+1.378195652e+08,-9.591317749e+01,
+1.399913043e+08,-9.405818176e+01,
+1.421630435e+08,-9.377877808e+01,
+1.443347826e+08,-9.132802582e+01,
+1.465065217e+08,-9.795973969e+01,
+1.486782609e+08,-9.222850800e+01,
