#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
02:14:53 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.739846802e+01,
+3.171739130e+06,-7.726458740e+01,
+5.343478261e+06,-7.725952148e+01,
+7.515217391e+06,-6.906948090e+01,
+9.686956522e+06,-7.234970093e+01,
+1.185869565e+07,-7.781101227e+01,
+1.403043478e+07,-7.709264374e+01,
+1.620217391e+07,-7.812277985e+01,
+1.837391304e+07,-7.053874207e+01,
+2.054565217e+07,-6.246988678e+01,
+2.271739130e+07,-7.613307190e+01,
+2.488913043e+07,-7.664346313e+01,
+2.706086957e+07,-7.419471741e+01,
+2.923260870e+07,-8.048470306e+01,
+3.140434783e+07,-8.339375305e+01,
+3.357608696e+07,-7.904936981e+01,
+3.574782609e+07,-8.170941162e+01,
+3.791956522e+07,-7.785342407e+01,
+4.009130435e+07,-7.691468811e+01,
+4.226304348e+07,-8.111430359e+01,
+4.443478261e+07,-7.902526093e+01,
+4.660652174e+07,-8.282088470e+01,
+4.877826087e+07,-8.656116486e+01,
+5.095000000e+07,-8.752548218e+01,
+5.312173913e+07,-8.326760101e+01,
+5.529347826e+07,-8.333645630e+01,
+5.746521739e+07,-8.406418610e+01,
+5.963695652e+07,-8.152135468e+01,
+6.180869565e+07,-8.342128754e+01,
+6.398043478e+07,-8.516405487e+01,
+6.615217391e+07,-8.979629517e+01,
+6.832391304e+07,-9.367841339e+01,
+7.049565217e+07,-9.619730377e+01,
+7.266739130e+07,-9.068924713e+01,
+7.483913043e+07,-9.587982178e+01,
+7.701086957e+07,-9.556890869e+01,
+7.918260870e+07,-9.015986633e+01,
+8.135434783e+07,-9.468461609e+01,
+8.352608696e+07,-8.142866516e+01,
+8.569782609e+07,-9.041867828e+01,
+8.786956522e+07,-9.159980774e+01,
+9.004130435e+07,-9.124178314e+01,
+9.221304348e+07,-6.605632019e+01,
+9.438478261e+07,-7.118650818e+01,
+9.655652174e+07,-7.714402771e+01,
+9.872826087e+07,-7.957207489e+01,
+1.009000000e+08,-9.498587036e+01,
+1.030717391e+08,-9.361338043e+01,
+1.052434783e+08,-9.292361450e+01,
+1.074152174e+08,-9.004185486e+01,
+1.095869565e+08,-9.012046814e+01,
+1.117586957e+08,-9.659199524e+01,
+1.139304348e+08,-1.013676300e+02,
+1.161021739e+08,-1.012158051e+02,
+1.182739130e+08,-1.018470154e+02,
+1.204456522e+08,-8.726146698e+01,
+1.226173913e+08,-9.303404236e+01,
+1.247891304e+08,-9.991882324e+01,
+1.269608696e+08,-1.028439407e+02,
+1.291326087e+08,-1.006981964e+02,
+1.313043478e+08,-1.046703262e+02,
+1.334760870e+08,-9.209426880e+01,
+1.356478261e+08,-1.002506638e+02,
+1.378195652e+08,-1.008400497e+02,
+1.399913043e+08,-9.918554688e+01,
+1.421630435e+08,-1.009588013e+02,
+1.443347826e+08,-9.831216431e+01,
+1.465065217e+08,-1.022594299e+02,
+1.486782609e+08,-9.514371490e+01,
