#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
19:14:22 04.29.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.034949493e+02,
+3.272755435e+08,-1.035120010e+02,
+3.272760870e+08,-1.020550156e+02,
+3.272766304e+08,-1.034264755e+02,
+3.272771739e+08,-1.045902023e+02,
+3.272777174e+08,-1.046340866e+02,
+3.272782609e+08,-1.025623703e+02,
+3.272788043e+08,-1.034839020e+02,
+3.272793478e+08,-1.030092773e+02,
+3.272798913e+08,-1.038582230e+02,
+3.272804348e+08,-1.031070786e+02,
+3.272809783e+08,-1.011073761e+02,
+3.272815217e+08,-1.031824341e+02,
+3.272820652e+08,-1.022957764e+02,
+3.272826087e+08,-1.016394577e+02,
+3.272831522e+08,-1.013130951e+02,
+3.272836957e+08,-1.026055298e+02,
+3.272842391e+08,-1.043299866e+02,
+3.272847826e+08,-1.038045883e+02,
+3.272853261e+08,-1.037469635e+02,
+3.272858696e+08,-1.038480606e+02,
+3.272864130e+08,-1.024487762e+02,
+3.272869565e+08,-1.028572235e+02,
+3.272875000e+08,-1.035778580e+02,
+3.272880435e+08,-1.025438766e+02,
+3.272885870e+08,-1.030866013e+02,
+3.272891304e+08,-1.026907425e+02,
+3.272896739e+08,-1.028764267e+02,
+3.272902174e+08,-1.030005112e+02,
+3.272907609e+08,-1.043754501e+02,
+3.272913043e+08,-1.041660614e+02,
+3.272918478e+08,-1.021449432e+02,
+3.272923913e+08,-1.037019806e+02,
+3.272929348e+08,-1.045161133e+02,
+3.272934783e+08,-1.043018646e+02,
+3.272940217e+08,-9.784490967e+01,
+3.272945652e+08,-1.016063538e+02,
+3.272951087e+08,-1.022852936e+02,
+3.272956522e+08,-1.012189713e+02,
+3.272961957e+08,-1.018632431e+02,
+3.272967391e+08,-9.663138580e+01,
+3.272972826e+08,-1.031014938e+02,
+3.272978261e+08,-1.022019577e+02,
+3.272983696e+08,-1.024913254e+02,
+3.272989130e+08,-1.030703278e+02,
+3.272994565e+08,-1.047022934e+02,
+3.273000000e+08,-1.033054962e+02,
+3.273005435e+08,-1.032481995e+02,
+3.273010870e+08,-1.034035797e+02,
+3.273016304e+08,-1.042901917e+02,
+3.273021739e+08,-1.030486221e+02,
+3.273027174e+08,-1.026608353e+02,
+3.273032609e+08,-1.028364944e+02,
+3.273038043e+08,-1.030267029e+02,
+3.273043478e+08,-1.042858810e+02,
+3.273048913e+08,-1.046097260e+02,
+3.273054348e+08,-1.026325073e+02,
+3.273059783e+08,-1.026589127e+02,
+3.273065217e+08,-1.027842636e+02,
+3.273070652e+08,-1.037435150e+02,
+3.273076087e+08,-1.034014053e+02,
+3.273081522e+08,-1.029910660e+02,
+3.273086957e+08,-1.017003021e+02,
+3.273092391e+08,-1.016494446e+02,
+3.273097826e+08,-1.026333542e+02,
+3.273103261e+08,-1.034195633e+02,
+3.273108696e+08,-1.037834091e+02,
+3.273114130e+08,-1.031650314e+02,
