#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
12:14:44 04.12.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.544899750e+01,
+3.171739130e+06,-7.050955963e+01,
+5.343478261e+06,-8.336049652e+01,
+7.515217391e+06,-7.908604431e+01,
+9.686956522e+06,-7.112575531e+01,
+1.185869565e+07,-7.655386353e+01,
+1.403043478e+07,-7.230612946e+01,
+1.620217391e+07,-7.178903961e+01,
+1.837391304e+07,-7.036141968e+01,
+2.054565217e+07,-6.648606873e+01,
+2.271739130e+07,-7.642330170e+01,
+2.488913043e+07,-7.136140442e+01,
+2.706086957e+07,-6.934793854e+01,
+2.923260870e+07,-7.770306396e+01,
+3.140434783e+07,-7.720167542e+01,
+3.357608696e+07,-7.924504089e+01,
+3.574782609e+07,-8.109703827e+01,
+3.791956522e+07,-7.586060333e+01,
+4.009130435e+07,-7.646879578e+01,
+4.226304348e+07,-8.256636810e+01,
+4.443478261e+07,-7.933418274e+01,
+4.660652174e+07,-8.223988342e+01,
+4.877826087e+07,-8.645623016e+01,
+5.095000000e+07,-8.606285858e+01,
+5.312173913e+07,-8.292173004e+01,
+5.529347826e+07,-7.812673187e+01,
+5.746521739e+07,-8.130599213e+01,
+5.963695652e+07,-7.999154663e+01,
+6.180869565e+07,-8.018035889e+01,
+6.398043478e+07,-8.710969543e+01,
+6.615217391e+07,-8.868865967e+01,
+6.832391304e+07,-9.403796387e+01,
+7.049565217e+07,-9.858116913e+01,
+7.266739130e+07,-9.538884735e+01,
+7.483913043e+07,-9.864785767e+01,
+7.701086957e+07,-9.844805908e+01,
+7.918260870e+07,-9.599919128e+01,
+8.135434783e+07,-9.339406586e+01,
+8.352608696e+07,-8.095996857e+01,
+8.569782609e+07,-9.169603729e+01,
+8.786956522e+07,-9.026797485e+01,
+9.004130435e+07,-9.511262512e+01,
+9.221304348e+07,-7.024968719e+01,
+9.438478261e+07,-7.466831970e+01,
+9.655652174e+07,-7.336854553e+01,
+9.872826087e+07,-7.611986542e+01,
+1.009000000e+08,-9.132286835e+01,
+1.030717391e+08,-9.126299286e+01,
+1.052434783e+08,-9.236492920e+01,
+1.074152174e+08,-9.005516052e+01,
+1.095869565e+08,-9.083306885e+01,
+1.117586957e+08,-9.754277802e+01,
+1.139304348e+08,-9.766937256e+01,
+1.161021739e+08,-1.018706284e+02,
+1.182739130e+08,-9.816609955e+01,
+1.204456522e+08,-8.705899811e+01,
+1.226173913e+08,-9.448986816e+01,
+1.247891304e+08,-1.028842926e+02,
+1.269608696e+08,-1.037506943e+02,
+1.291326087e+08,-1.003612061e+02,
+1.313043478e+08,-1.038698273e+02,
+1.334760870e+08,-9.179940796e+01,
+1.356478261e+08,-1.004082794e+02,
+1.378195652e+08,-9.827927399e+01,
+1.399913043e+08,-9.972056580e+01,
+1.421630435e+08,-1.015757065e+02,
+1.443347826e+08,-9.771398163e+01,
+1.465065217e+08,-9.959304047e+01,
+1.486782609e+08,-9.453263092e+01,
