#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
09:14:43 04.12.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.457289886e+01,
+3.171739130e+06,-6.844407654e+01,
+5.343478261e+06,-7.679223633e+01,
+7.515217391e+06,-7.613159943e+01,
+9.686956522e+06,-7.273223877e+01,
+1.185869565e+07,-7.523226166e+01,
+1.403043478e+07,-6.577740479e+01,
+1.620217391e+07,-7.155657959e+01,
+1.837391304e+07,-6.662312317e+01,
+2.054565217e+07,-6.382192612e+01,
+2.271739130e+07,-7.451006317e+01,
+2.488913043e+07,-7.052644348e+01,
+2.706086957e+07,-6.828147888e+01,
+2.923260870e+07,-7.684983063e+01,
+3.140434783e+07,-7.743621826e+01,
+3.357608696e+07,-7.854582214e+01,
+3.574782609e+07,-7.838177490e+01,
+3.791956522e+07,-7.912416077e+01,
+4.009130435e+07,-7.776781464e+01,
+4.226304348e+07,-7.930840302e+01,
+4.443478261e+07,-8.001866150e+01,
+4.660652174e+07,-8.174822235e+01,
+4.877826087e+07,-8.699451447e+01,
+5.095000000e+07,-8.788655090e+01,
+5.312173913e+07,-7.603727722e+01,
+5.529347826e+07,-7.940432739e+01,
+5.746521739e+07,-7.849240112e+01,
+5.963695652e+07,-7.969470978e+01,
+6.180869565e+07,-8.252658081e+01,
+6.398043478e+07,-8.668560791e+01,
+6.615217391e+07,-9.174382019e+01,
+6.832391304e+07,-9.822709656e+01,
+7.049565217e+07,-9.768784332e+01,
+7.266739130e+07,-9.923595428e+01,
+7.483913043e+07,-1.000714722e+02,
+7.701086957e+07,-9.307073212e+01,
+7.918260870e+07,-9.287572479e+01,
+8.135434783e+07,-9.165909576e+01,
+8.352608696e+07,-8.064920807e+01,
+8.569782609e+07,-9.085364532e+01,
+8.786956522e+07,-8.873906708e+01,
+9.004130435e+07,-8.829373169e+01,
+9.221304348e+07,-6.831011963e+01,
+9.438478261e+07,-7.744900513e+01,
+9.655652174e+07,-6.910163116e+01,
+9.872826087e+07,-7.876242065e+01,
+1.009000000e+08,-9.359611511e+01,
+1.030717391e+08,-9.019079590e+01,
+1.052434783e+08,-9.301231384e+01,
+1.074152174e+08,-9.204496002e+01,
+1.095869565e+08,-9.197486877e+01,
+1.117586957e+08,-9.913358307e+01,
+1.139304348e+08,-9.765036011e+01,
+1.161021739e+08,-1.013408737e+02,
+1.182739130e+08,-9.803250885e+01,
+1.204456522e+08,-8.757998657e+01,
+1.226173913e+08,-9.540347290e+01,
+1.247891304e+08,-1.003577271e+02,
+1.269608696e+08,-1.052906570e+02,
+1.291326087e+08,-1.002116394e+02,
+1.313043478e+08,-1.032075500e+02,
+1.334760870e+08,-8.733063507e+01,
+1.356478261e+08,-1.004190979e+02,
+1.378195652e+08,-9.854400635e+01,
+1.399913043e+08,-9.837968445e+01,
+1.421630435e+08,-9.933213043e+01,
+1.443347826e+08,-9.922676086e+01,
+1.465065217e+08,-9.996238708e+01,
+1.486782609e+08,-9.582464600e+01,
