#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
16:16:46 04.20.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.858422852e+01,
+3.250086957e+08,-9.639425659e+01,
+3.250173913e+08,-9.690917969e+01,
+3.250260870e+08,-9.719340515e+01,
+3.250347826e+08,-9.723728943e+01,
+3.250434783e+08,-9.743904114e+01,
+3.250521739e+08,-9.632635498e+01,
+3.250608696e+08,-9.439260864e+01,
+3.250695652e+08,-9.735336304e+01,
+3.250782609e+08,-9.696244049e+01,
+3.250869565e+08,-9.732781982e+01,
+3.250956522e+08,-9.709068298e+01,
+3.251043478e+08,-9.672669983e+01,
+3.251130435e+08,-9.628689575e+01,
+3.251217391e+08,-9.438351440e+01,
+3.251304348e+08,-9.651525879e+01,
+3.251391304e+08,-9.734528351e+01,
+3.251478261e+08,-9.691481781e+01,
+3.251565217e+08,-9.692175293e+01,
+3.251652174e+08,-9.732939148e+01,
+3.251739130e+08,-9.614224243e+01,
+3.251826087e+08,-9.505284119e+01,
+3.251913043e+08,-9.669564819e+01,
+3.252000000e+08,-9.660153198e+01,
+3.252086957e+08,-9.498860168e+01,
+3.252173913e+08,-9.697259521e+01,
+3.252260870e+08,-9.660231018e+01,
+3.252347826e+08,-9.680508423e+01,
+3.252434783e+08,-9.441442871e+01,
+3.252521739e+08,-9.721363068e+01,
+3.252608696e+08,-9.705970764e+01,
+3.252695652e+08,-9.609526062e+01,
+3.252782609e+08,-9.722129059e+01,
+3.252869565e+08,-9.712545776e+01,
+3.252956522e+08,-9.665656281e+01,
+3.253043478e+08,-9.676599121e+01,
+3.253130435e+08,-9.695135498e+01,
+3.253217391e+08,-9.698077393e+01,
+3.253304348e+08,-9.655833435e+01,
+3.253391304e+08,-9.687830353e+01,
+3.253478261e+08,-9.709320831e+01,
+3.253565217e+08,-9.699561310e+01,
+3.253652174e+08,-9.592634583e+01,
+3.253739130e+08,-9.745074463e+01,
+3.253826087e+08,-9.685795593e+01,
+3.253913043e+08,-9.698449707e+01,
