#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
08:35:58 04.14.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.741306305e+01,
+3.171739130e+06,-7.921558380e+01,
+5.343478261e+06,-8.124733734e+01,
+7.515217391e+06,-7.663373566e+01,
+9.686956522e+06,-6.845491791e+01,
+1.185869565e+07,-6.779552460e+01,
+1.403043478e+07,-6.354209137e+01,
+1.620217391e+07,-7.347982025e+01,
+1.837391304e+07,-6.894216156e+01,
+2.054565217e+07,-6.798102570e+01,
+2.271739130e+07,-7.120439911e+01,
+2.488913043e+07,-7.143566132e+01,
+2.706086957e+07,-7.036725616e+01,
+2.923260870e+07,-7.851995087e+01,
+3.140434783e+07,-8.410014343e+01,
+3.357608696e+07,-8.283876038e+01,
+3.574782609e+07,-8.166308594e+01,
+3.791956522e+07,-7.970356750e+01,
+4.009130435e+07,-7.652983856e+01,
+4.226304348e+07,-7.915009308e+01,
+4.443478261e+07,-7.683298492e+01,
+4.660652174e+07,-7.995676422e+01,
+4.877826087e+07,-8.568085480e+01,
+5.095000000e+07,-8.007581329e+01,
+5.312173913e+07,-7.842011261e+01,
+5.529347826e+07,-7.723390961e+01,
+5.746521739e+07,-8.399168396e+01,
+5.963695652e+07,-7.851055908e+01,
+6.180869565e+07,-8.501411438e+01,
+6.398043478e+07,-9.077062225e+01,
+6.615217391e+07,-9.380137634e+01,
+6.832391304e+07,-9.386341095e+01,
+7.049565217e+07,-9.496886444e+01,
+7.266739130e+07,-8.735636139e+01,
+7.483913043e+07,-9.762039948e+01,
+7.701086957e+07,-9.425119781e+01,
+7.918260870e+07,-8.898783875e+01,
+8.135434783e+07,-9.351014709e+01,
+8.352608696e+07,-9.069948578e+01,
+8.569782609e+07,-9.488893890e+01,
+8.786956522e+07,-9.704636383e+01,
+9.004130435e+07,-9.853231049e+01,
+9.221304348e+07,-6.851756287e+01,
+9.438478261e+07,-6.892375183e+01,
+9.655652174e+07,-7.435541534e+01,
+9.872826087e+07,-7.448481750e+01,
+1.009000000e+08,-9.189651489e+01,
+1.030717391e+08,-9.043278503e+01,
+1.052434783e+08,-9.467133331e+01,
+1.074152174e+08,-9.464396667e+01,
+1.095869565e+08,-9.467693329e+01,
+1.117586957e+08,-9.638786316e+01,
+1.139304348e+08,-9.839966583e+01,
+1.161021739e+08,-1.016240158e+02,
+1.182739130e+08,-9.764253235e+01,
+1.204456522e+08,-9.040431976e+01,
+1.226173913e+08,-8.998332977e+01,
+1.247891304e+08,-9.943019104e+01,
+1.269608696e+08,-1.037032394e+02,
+1.291326087e+08,-9.917884064e+01,
+1.313043478e+08,-1.004232254e+02,
+1.334760870e+08,-8.654241180e+01,
+1.356478261e+08,-9.598113251e+01,
+1.378195652e+08,-9.180742645e+01,
+1.399913043e+08,-8.862126923e+01,
+1.421630435e+08,-9.524871063e+01,
+1.443347826e+08,-9.195376587e+01,
+1.465065217e+08,-9.781173706e+01,
+1.486782609e+08,-9.669627380e+01,
