#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
10:20:55 04.21.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.314144897e+01,
+3.250086957e+08,-9.482468414e+01,
+3.250173913e+08,-9.550016022e+01,
+3.250260870e+08,-9.595043945e+01,
+3.250347826e+08,-9.530413818e+01,
+3.250434783e+08,-9.511148834e+01,
+3.250521739e+08,-9.527890015e+01,
+3.250608696e+08,-9.449011230e+01,
+3.250695652e+08,-9.445871735e+01,
+3.250782609e+08,-9.663662720e+01,
+3.250869565e+08,-9.439995575e+01,
+3.250956522e+08,-9.499098969e+01,
+3.251043478e+08,-9.540070343e+01,
+3.251130435e+08,-9.534812927e+01,
+3.251217391e+08,-9.040715027e+01,
+3.251304348e+08,-9.405552673e+01,
+3.251391304e+08,-9.450025177e+01,
+3.251478261e+08,-9.514090729e+01,
+3.251565217e+08,-9.470490265e+01,
+3.251652174e+08,-9.556120300e+01,
+3.251739130e+08,-9.454293823e+01,
+3.251826087e+08,-9.408377075e+01,
+3.251913043e+08,-9.341905212e+01,
+3.252000000e+08,-9.385652161e+01,
+3.252086957e+08,-9.198935699e+01,
+3.252173913e+08,-9.515930176e+01,
+3.252260870e+08,-9.540513611e+01,
+3.252347826e+08,-9.569886780e+01,
+3.252434783e+08,-9.407075500e+01,
+3.252521739e+08,-9.546405029e+01,
+3.252608696e+08,-9.529359436e+01,
+3.252695652e+08,-9.354553223e+01,
+3.252782609e+08,-9.516686249e+01,
+3.252869565e+08,-9.606253052e+01,
+3.252956522e+08,-9.457729340e+01,
+3.253043478e+08,-9.550621796e+01,
+3.253130435e+08,-9.574636841e+01,
+3.253217391e+08,-9.524511719e+01,
+3.253304348e+08,-9.580522156e+01,
+3.253391304e+08,-9.316981506e+01,
+3.253478261e+08,-9.449428558e+01,
+3.253565217e+08,-9.690555573e+01,
+3.253652174e+08,-9.327665710e+01,
+3.253739130e+08,-9.561915588e+01,
+3.253826087e+08,-9.597786713e+01,
+3.253913043e+08,-9.605177307e+01,
