#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
08:29:42 04.12.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.573469543e+01,
+3.171739130e+06,-7.242369843e+01,
+5.343478261e+06,-8.656840515e+01,
+7.515217391e+06,-7.192798615e+01,
+9.686956522e+06,-6.786157990e+01,
+1.185869565e+07,-7.344932556e+01,
+1.403043478e+07,-6.277394104e+01,
+1.620217391e+07,-7.301184845e+01,
+1.837391304e+07,-6.867333984e+01,
+2.054565217e+07,-6.801361847e+01,
+2.271739130e+07,-7.231641388e+01,
+2.488913043e+07,-7.212530518e+01,
+2.706086957e+07,-7.079933929e+01,
+2.923260870e+07,-7.684218597e+01,
+3.140434783e+07,-7.857289886e+01,
+3.357608696e+07,-7.680632782e+01,
+3.574782609e+07,-8.117971039e+01,
+3.791956522e+07,-7.646025848e+01,
+4.009130435e+07,-7.827156830e+01,
+4.226304348e+07,-7.825731659e+01,
+4.443478261e+07,-7.886817932e+01,
+4.660652174e+07,-8.473547363e+01,
+4.877826087e+07,-9.080068970e+01,
+5.095000000e+07,-8.602195740e+01,
+5.312173913e+07,-8.090217590e+01,
+5.529347826e+07,-7.984145355e+01,
+5.746521739e+07,-7.817020416e+01,
+5.963695652e+07,-8.200740051e+01,
+6.180869565e+07,-8.011709595e+01,
+6.398043478e+07,-8.611132813e+01,
+6.615217391e+07,-9.136285400e+01,
+6.832391304e+07,-9.453068542e+01,
+7.049565217e+07,-9.538666534e+01,
+7.266739130e+07,-9.354711151e+01,
+7.483913043e+07,-9.888941193e+01,
+7.701086957e+07,-9.484300232e+01,
+7.918260870e+07,-9.402323914e+01,
+8.135434783e+07,-9.223344421e+01,
+8.352608696e+07,-8.201043701e+01,
+8.569782609e+07,-8.970581818e+01,
+8.786956522e+07,-9.132328796e+01,
+9.004130435e+07,-9.316479492e+01,
+9.221304348e+07,-6.971494293e+01,
+9.438478261e+07,-7.280638885e+01,
+9.655652174e+07,-7.303221893e+01,
+9.872826087e+07,-7.573648071e+01,
+1.009000000e+08,-9.423023987e+01,
+1.030717391e+08,-9.523092651e+01,
+1.052434783e+08,-9.223011017e+01,
+1.074152174e+08,-8.958995056e+01,
+1.095869565e+08,-9.154656982e+01,
+1.117586957e+08,-9.771663666e+01,
+1.139304348e+08,-9.679607391e+01,
+1.161021739e+08,-1.011841125e+02,
+1.182739130e+08,-9.760308838e+01,
+1.204456522e+08,-8.891473389e+01,
+1.226173913e+08,-9.441967010e+01,
+1.247891304e+08,-1.014491882e+02,
+1.269608696e+08,-1.056681519e+02,
+1.291326087e+08,-1.000080795e+02,
+1.313043478e+08,-1.046222687e+02,
+1.334760870e+08,-9.034772491e+01,
+1.356478261e+08,-9.867772675e+01,
+1.378195652e+08,-9.909239960e+01,
+1.399913043e+08,-1.012189941e+02,
+1.421630435e+08,-1.007968140e+02,
+1.443347826e+08,-9.806851959e+01,
+1.465065217e+08,-1.006222000e+02,
+1.486782609e+08,-9.412903595e+01,
