#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
05:37:20 04.01.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.285298920e+01,
+3.250086957e+08,-9.684905243e+01,
+3.250173913e+08,-9.652727509e+01,
+3.250260870e+08,-9.758602905e+01,
+3.250347826e+08,-9.693581390e+01,
+3.250434783e+08,-9.703992462e+01,
+3.250521739e+08,-9.721231842e+01,
+3.250608696e+08,-9.683844757e+01,
+3.250695652e+08,-9.577265930e+01,
+3.250782609e+08,-9.714482117e+01,
+3.250869565e+08,-9.685984802e+01,
+3.250956522e+08,-9.669141388e+01,
+3.251043478e+08,-9.584160614e+01,
+3.251130435e+08,-9.652331543e+01,
+3.251217391e+08,-8.940748596e+01,
+3.251304348e+08,-9.427073669e+01,
+3.251391304e+08,-9.679232025e+01,
+3.251478261e+08,-9.563564301e+01,
+3.251565217e+08,-9.689582825e+01,
+3.251652174e+08,-9.723115540e+01,
+3.251739130e+08,-9.690833282e+01,
+3.251826087e+08,-9.579576874e+01,
+3.251913043e+08,-9.515625000e+01,
+3.252000000e+08,-9.648138428e+01,
+3.252086957e+08,-9.753610229e+01,
+3.252173913e+08,-9.607006836e+01,
+3.252260870e+08,-9.592871094e+01,
+3.252347826e+08,-9.740497589e+01,
+3.252434783e+08,-9.692556763e+01,
+3.252521739e+08,-9.614589691e+01,
+3.252608696e+08,-9.385741425e+01,
+3.252695652e+08,-9.747532654e+01,
+3.252782609e+08,-9.703475189e+01,
+3.252869565e+08,-9.695738220e+01,
+3.252956522e+08,-9.716441345e+01,
+3.253043478e+08,-9.644928741e+01,
+3.253130435e+08,-9.584535980e+01,
+3.253217391e+08,-9.734566498e+01,
+3.253304348e+08,-9.774647522e+01,
+3.253391304e+08,-9.535111237e+01,
+3.253478261e+08,-9.641831207e+01,
+3.253565217e+08,-9.755913544e+01,
+3.253652174e+08,-9.806800842e+01,
+3.253739130e+08,-9.447969055e+01,
+3.253826087e+08,-9.761119080e+01,
+3.253913043e+08,-9.671493530e+01,
