#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
07:53:26 04.22.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.612472534e+01,
+3.250086957e+08,-9.703491974e+01,
+3.250173913e+08,-9.651543427e+01,
+3.250260870e+08,-9.645498657e+01,
+3.250347826e+08,-9.714590454e+01,
+3.250434783e+08,-9.717076874e+01,
+3.250521739e+08,-9.670574188e+01,
+3.250608696e+08,-9.685504913e+01,
+3.250695652e+08,-9.672694397e+01,
+3.250782609e+08,-9.645031738e+01,
+3.250869565e+08,-9.709349060e+01,
+3.250956522e+08,-9.649596405e+01,
+3.251043478e+08,-9.739256287e+01,
+3.251130435e+08,-9.635324860e+01,
+3.251217391e+08,-9.658984375e+01,
+3.251304348e+08,-9.523126984e+01,
+3.251391304e+08,-9.614926910e+01,
+3.251478261e+08,-9.718973541e+01,
+3.251565217e+08,-9.707913208e+01,
+3.251652174e+08,-9.485373688e+01,
+3.251739130e+08,-9.594908142e+01,
+3.251826087e+08,-9.631462097e+01,
+3.251913043e+08,-9.534688568e+01,
+3.252000000e+08,-9.591690063e+01,
+3.252086957e+08,-9.595504761e+01,
+3.252173913e+08,-9.549786377e+01,
+3.252260870e+08,-9.632819366e+01,
+3.252347826e+08,-9.614493561e+01,
+3.252434783e+08,-9.560243225e+01,
+3.252521739e+08,-9.572385406e+01,
+3.252608696e+08,-9.575268555e+01,
+3.252695652e+08,-9.644404602e+01,
+3.252782609e+08,-9.575814819e+01,
+3.252869565e+08,-9.677186584e+01,
+3.252956522e+08,-9.747027588e+01,
+3.253043478e+08,-9.593227386e+01,
+3.253130435e+08,-9.593421173e+01,
+3.253217391e+08,-9.637122345e+01,
+3.253304348e+08,-9.632538605e+01,
+3.253391304e+08,-9.632384491e+01,
+3.253478261e+08,-9.567249298e+01,
+3.253565217e+08,-9.575400543e+01,
+3.253652174e+08,-9.606375122e+01,
+3.253739130e+08,-9.591020203e+01,
+3.253826087e+08,-9.606070709e+01,
+3.253913043e+08,-9.572236633e+01,
