#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
07:35:57 04.14.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-8.050460052e+01,
+3.171739130e+06,-7.839129639e+01,
+5.343478261e+06,-7.200814056e+01,
+7.515217391e+06,-7.501413727e+01,
+9.686956522e+06,-7.706118774e+01,
+1.185869565e+07,-6.466313171e+01,
+1.403043478e+07,-7.187724304e+01,
+1.620217391e+07,-7.416042328e+01,
+1.837391304e+07,-6.895517731e+01,
+2.054565217e+07,-6.542652130e+01,
+2.271739130e+07,-7.426777649e+01,
+2.488913043e+07,-7.288120270e+01,
+2.706086957e+07,-7.189392853e+01,
+2.923260870e+07,-7.802666473e+01,
+3.140434783e+07,-7.959920502e+01,
+3.357608696e+07,-7.972592163e+01,
+3.574782609e+07,-8.089743042e+01,
+3.791956522e+07,-8.038440704e+01,
+4.009130435e+07,-7.511524200e+01,
+4.226304348e+07,-7.932581329e+01,
+4.443478261e+07,-7.961886597e+01,
+4.660652174e+07,-7.896009064e+01,
+4.877826087e+07,-8.652155304e+01,
+5.095000000e+07,-8.121730042e+01,
+5.312173913e+07,-7.437400055e+01,
+5.529347826e+07,-7.567001343e+01,
+5.746521739e+07,-8.001830292e+01,
+5.963695652e+07,-8.184578705e+01,
+6.180869565e+07,-8.493271637e+01,
+6.398043478e+07,-8.672316742e+01,
+6.615217391e+07,-9.064104462e+01,
+6.832391304e+07,-9.184793854e+01,
+7.049565217e+07,-9.658884430e+01,
+7.266739130e+07,-8.944496155e+01,
+7.483913043e+07,-9.695072937e+01,
+7.701086957e+07,-9.444954681e+01,
+7.918260870e+07,-8.852985382e+01,
+8.135434783e+07,-9.539370728e+01,
+8.352608696e+07,-8.798133087e+01,
+8.569782609e+07,-9.384239960e+01,
+8.786956522e+07,-9.669278717e+01,
+9.004130435e+07,-9.516827393e+01,
+9.221304348e+07,-5.874677277e+01,
+9.438478261e+07,-6.921069336e+01,
+9.655652174e+07,-7.241840363e+01,
+9.872826087e+07,-7.368102264e+01,
+1.009000000e+08,-9.079153442e+01,
+1.030717391e+08,-9.117401886e+01,
+1.052434783e+08,-9.482093048e+01,
+1.074152174e+08,-9.342890930e+01,
+1.095869565e+08,-9.633297729e+01,
+1.117586957e+08,-9.518870544e+01,
+1.139304348e+08,-9.786113739e+01,
+1.161021739e+08,-1.015908127e+02,
+1.182739130e+08,-9.731153107e+01,
+1.204456522e+08,-8.920291901e+01,
+1.226173913e+08,-9.082553864e+01,
+1.247891304e+08,-9.795294952e+01,
+1.269608696e+08,-1.021755142e+02,
+1.291326087e+08,-9.919293213e+01,
+1.313043478e+08,-1.010475235e+02,
+1.334760870e+08,-8.153189087e+01,
+1.356478261e+08,-9.699339294e+01,
+1.378195652e+08,-9.071739960e+01,
+1.399913043e+08,-8.919364166e+01,
+1.421630435e+08,-9.511348724e+01,
+1.443347826e+08,-9.181333160e+01,
+1.465065217e+08,-9.747052002e+01,
+1.486782609e+08,-9.787172699e+01,
