#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
14:34:41 04.07.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.027298965e+02,
+3.272755435e+08,-1.033927536e+02,
+3.272760870e+08,-1.019164047e+02,
+3.272766304e+08,-1.018089066e+02,
+3.272771739e+08,-1.026310883e+02,
+3.272777174e+08,-1.032032394e+02,
+3.272782609e+08,-1.025678253e+02,
+3.272788043e+08,-1.023936462e+02,
+3.272793478e+08,-1.040045547e+02,
+3.272798913e+08,-1.050947952e+02,
+3.272804348e+08,-1.028047409e+02,
+3.272809783e+08,-1.028842545e+02,
+3.272815217e+08,-1.036164856e+02,
+3.272820652e+08,-1.021884613e+02,
+3.272826087e+08,-1.025328293e+02,
+3.272831522e+08,-1.030221252e+02,
+3.272836957e+08,-1.023367996e+02,
+3.272842391e+08,-1.022389221e+02,
+3.272847826e+08,-1.022901154e+02,
+3.272853261e+08,-1.025993347e+02,
+3.272858696e+08,-1.025397415e+02,
+3.272864130e+08,-1.016564865e+02,
+3.272869565e+08,-1.033517380e+02,
+3.272875000e+08,-1.016733551e+02,
+3.272880435e+08,-1.023844147e+02,
+3.272885870e+08,-1.023825226e+02,
+3.272891304e+08,-1.037896729e+02,
+3.272896739e+08,-1.025133438e+02,
+3.272902174e+08,-1.023481750e+02,
+3.272907609e+08,-1.040179901e+02,
+3.272913043e+08,-1.027286224e+02,
+3.272918478e+08,-1.030927200e+02,
+3.272923913e+08,-9.926303101e+01,
+3.272929348e+08,-1.022403107e+02,
+3.272934783e+08,-1.031995087e+02,
+3.272940217e+08,-9.912770844e+01,
+3.272945652e+08,-1.039922867e+02,
+3.272951087e+08,-1.024883728e+02,
+3.272956522e+08,-1.041044464e+02,
+3.272961957e+08,-1.027169647e+02,
+3.272967391e+08,-1.010302811e+02,
+3.272972826e+08,-1.042233047e+02,
+3.272978261e+08,-1.034769135e+02,
+3.272983696e+08,-1.029102783e+02,
+3.272989130e+08,-1.019284286e+02,
+3.272994565e+08,-1.025869980e+02,
+3.273000000e+08,-9.750862885e+01,
+3.273005435e+08,-1.026400452e+02,
+3.273010870e+08,-1.038134613e+02,
+3.273016304e+08,-1.028832169e+02,
+3.273021739e+08,-1.033571854e+02,
+3.273027174e+08,-1.023556213e+02,
+3.273032609e+08,-1.028101273e+02,
+3.273038043e+08,-1.019265594e+02,
+3.273043478e+08,-1.028390579e+02,
+3.273048913e+08,-1.034697571e+02,
+3.273054348e+08,-1.027942810e+02,
+3.273059783e+08,-1.028863754e+02,
+3.273065217e+08,-1.018900070e+02,
+3.273070652e+08,-1.021726456e+02,
+3.273076087e+08,-1.016801071e+02,
+3.273081522e+08,-1.022543106e+02,
+3.273086957e+08,-1.026544113e+02,
+3.273092391e+08,-1.036620712e+02,
+3.273097826e+08,-1.027326202e+02,
+3.273103261e+08,-1.039902420e+02,
+3.273108696e+08,-1.036364975e+02,
+3.273114130e+08,-1.029172363e+02,
