#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
04:44:54 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.408962250e+01,
+3.171739130e+06,-7.227291107e+01,
+5.343478261e+06,-8.322762299e+01,
+7.515217391e+06,-7.945195007e+01,
+9.686956522e+06,-7.410477448e+01,
+1.185869565e+07,-7.543936157e+01,
+1.403043478e+07,-7.774446869e+01,
+1.620217391e+07,-7.767864227e+01,
+1.837391304e+07,-6.815652466e+01,
+2.054565217e+07,-6.365977859e+01,
+2.271739130e+07,-7.715792084e+01,
+2.488913043e+07,-7.925592804e+01,
+2.706086957e+07,-7.294302368e+01,
+2.923260870e+07,-7.818700409e+01,
+3.140434783e+07,-8.101445007e+01,
+3.357608696e+07,-7.922008514e+01,
+3.574782609e+07,-7.834673309e+01,
+3.791956522e+07,-8.039212799e+01,
+4.009130435e+07,-7.974759674e+01,
+4.226304348e+07,-8.149041748e+01,
+4.443478261e+07,-7.841198730e+01,
+4.660652174e+07,-8.421523285e+01,
+4.877826087e+07,-8.677428436e+01,
+5.095000000e+07,-8.721928406e+01,
+5.312173913e+07,-8.355310822e+01,
+5.529347826e+07,-8.433840179e+01,
+5.746521739e+07,-8.679203796e+01,
+5.963695652e+07,-8.266425323e+01,
+6.180869565e+07,-8.139366913e+01,
+6.398043478e+07,-8.768151093e+01,
+6.615217391e+07,-9.085866547e+01,
+6.832391304e+07,-9.287129974e+01,
+7.049565217e+07,-9.727770233e+01,
+7.266739130e+07,-9.698584747e+01,
+7.483913043e+07,-9.900125885e+01,
+7.701086957e+07,-9.320049286e+01,
+7.918260870e+07,-8.917787933e+01,
+8.135434783e+07,-9.468677521e+01,
+8.352608696e+07,-8.127520752e+01,
+8.569782609e+07,-9.043601990e+01,
+8.786956522e+07,-8.745606995e+01,
+9.004130435e+07,-9.042845154e+01,
+9.221304348e+07,-6.120692825e+01,
+9.438478261e+07,-7.743660736e+01,
+9.655652174e+07,-7.401851654e+01,
+9.872826087e+07,-8.017250824e+01,
+1.009000000e+08,-9.498555756e+01,
+1.030717391e+08,-9.300585938e+01,
+1.052434783e+08,-9.187023926e+01,
+1.074152174e+08,-8.990151978e+01,
+1.095869565e+08,-9.011956787e+01,
+1.117586957e+08,-9.844956970e+01,
+1.139304348e+08,-1.003437424e+02,
+1.161021739e+08,-9.683930969e+01,
+1.182739130e+08,-1.011386032e+02,
+1.204456522e+08,-8.785559082e+01,
+1.226173913e+08,-9.421663666e+01,
+1.247891304e+08,-9.873141479e+01,
+1.269608696e+08,-1.041446609e+02,
+1.291326087e+08,-1.016605835e+02,
+1.313043478e+08,-1.040085373e+02,
+1.334760870e+08,-8.940451050e+01,
+1.356478261e+08,-9.801213837e+01,
+1.378195652e+08,-1.014659042e+02,
+1.399913043e+08,-1.010656662e+02,
+1.421630435e+08,-9.998608398e+01,
+1.443347826e+08,-9.669969940e+01,
+1.465065217e+08,-1.005084076e+02,
+1.486782609e+08,-8.491297150e+01,
