#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
20:35:33 04.24.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-9.303398132e+01,
+3.250086957e+08,-9.769054413e+01,
+3.250173913e+08,-9.731496429e+01,
+3.250260870e+08,-9.795343018e+01,
+3.250347826e+08,-9.679546356e+01,
+3.250434783e+08,-9.834008789e+01,
+3.250521739e+08,-9.745150757e+01,
+3.250608696e+08,-9.669494629e+01,
+3.250695652e+08,-9.743188477e+01,
+3.250782609e+08,-9.756343079e+01,
+3.250869565e+08,-9.770838928e+01,
+3.250956522e+08,-9.778320313e+01,
+3.251043478e+08,-9.881053162e+01,
+3.251130435e+08,-9.864413452e+01,
+3.251217391e+08,-9.612815857e+01,
+3.251304348e+08,-9.878783417e+01,
+3.251391304e+08,-9.869126892e+01,
+3.251478261e+08,-9.819255066e+01,
+3.251565217e+08,-9.786444855e+01,
+3.251652174e+08,-9.826106262e+01,
+3.251739130e+08,-9.827842712e+01,
+3.251826087e+08,-9.694841003e+01,
+3.251913043e+08,-9.741165924e+01,
+3.252000000e+08,-9.761112213e+01,
+3.252086957e+08,-9.541559601e+01,
+3.252173913e+08,-9.794273376e+01,
+3.252260870e+08,-9.709383392e+01,
+3.252347826e+08,-9.772996521e+01,
+3.252434783e+08,-9.737367249e+01,
+3.252521739e+08,-9.750082397e+01,
+3.252608696e+08,-9.832990265e+01,
+3.252695652e+08,-9.848326874e+01,
+3.252782609e+08,-9.762159729e+01,
+3.252869565e+08,-9.793193054e+01,
+3.252956522e+08,-9.782259369e+01,
+3.253043478e+08,-9.808625031e+01,
+3.253130435e+08,-9.691167450e+01,
+3.253217391e+08,-9.719286346e+01,
+3.253304348e+08,-9.734394836e+01,
+3.253391304e+08,-9.756764221e+01,
+3.253478261e+08,-9.814287567e+01,
+3.253565217e+08,-9.701950073e+01,
+3.253652174e+08,-9.435797882e+01,
+3.253739130e+08,-9.674988556e+01,
+3.253826087e+08,-9.675904083e+01,
+3.253913043e+08,-9.751410675e+01,
