#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
04:35:38 04.25.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-9.268463898e+01,
+3.250086957e+08,-9.849774170e+01,
+3.250173913e+08,-9.676997375e+01,
+3.250260870e+08,-9.799384308e+01,
+3.250347826e+08,-9.709444427e+01,
+3.250434783e+08,-9.858938599e+01,
+3.250521739e+08,-9.765178680e+01,
+3.250608696e+08,-9.529543304e+01,
+3.250695652e+08,-9.640080261e+01,
+3.250782609e+08,-9.662802887e+01,
+3.250869565e+08,-9.731190491e+01,
+3.250956522e+08,-9.799779510e+01,
+3.251043478e+08,-9.779704285e+01,
+3.251130435e+08,-9.858431244e+01,
+3.251217391e+08,-9.743010712e+01,
+3.251304348e+08,-9.736670685e+01,
+3.251391304e+08,-9.764232635e+01,
+3.251478261e+08,-9.771474457e+01,
+3.251565217e+08,-9.663234711e+01,
+3.251652174e+08,-9.807529449e+01,
+3.251739130e+08,-9.727640533e+01,
+3.251826087e+08,-9.494550323e+01,
+3.251913043e+08,-9.749022675e+01,
+3.252000000e+08,-9.801274872e+01,
+3.252086957e+08,-9.641626740e+01,
+3.252173913e+08,-9.809346771e+01,
+3.252260870e+08,-9.723069763e+01,
+3.252347826e+08,-9.765318298e+01,
+3.252434783e+08,-9.788429260e+01,
+3.252521739e+08,-9.694256592e+01,
+3.252608696e+08,-9.878942108e+01,
+3.252695652e+08,-9.774430847e+01,
+3.252782609e+08,-9.832337952e+01,
+3.252869565e+08,-9.760709381e+01,
+3.252956522e+08,-9.777381897e+01,
+3.253043478e+08,-9.644691467e+01,
+3.253130435e+08,-9.712316895e+01,
+3.253217391e+08,-9.751937866e+01,
+3.253304348e+08,-9.642425537e+01,
+3.253391304e+08,-9.532274628e+01,
+3.253478261e+08,-9.778979492e+01,
+3.253565217e+08,-9.691241455e+01,
+3.253652174e+08,-9.452794647e+01,
+3.253739130e+08,-9.629201508e+01,
+3.253826087e+08,-9.713589478e+01,
+3.253913043e+08,-9.720127869e+01,
