#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
20:17:16 04.15.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.662765503e+01,
+3.171739130e+06,-8.037373352e+01,
+5.343478261e+06,-7.657928467e+01,
+7.515217391e+06,-7.182241821e+01,
+9.686956522e+06,-7.449427032e+01,
+1.185869565e+07,-6.838483429e+01,
+1.403043478e+07,-7.778578949e+01,
+1.620217391e+07,-7.908032990e+01,
+1.837391304e+07,-6.969967651e+01,
+2.054565217e+07,-6.573096466e+01,
+2.271739130e+07,-7.477375793e+01,
+2.488913043e+07,-8.102564240e+01,
+2.706086957e+07,-7.705088806e+01,
+2.923260870e+07,-8.270088959e+01,
+3.140434783e+07,-8.351490784e+01,
+3.357608696e+07,-7.942041016e+01,
+3.574782609e+07,-8.097640991e+01,
+3.791956522e+07,-7.745668030e+01,
+4.009130435e+07,-7.649118042e+01,
+4.226304348e+07,-7.918618011e+01,
+4.443478261e+07,-8.090524292e+01,
+4.660652174e+07,-8.394679260e+01,
+4.877826087e+07,-8.710904694e+01,
+5.095000000e+07,-8.843704224e+01,
+5.312173913e+07,-8.412635803e+01,
+5.529347826e+07,-8.090454865e+01,
+5.746521739e+07,-8.252957916e+01,
+5.963695652e+07,-8.204650879e+01,
+6.180869565e+07,-8.474305725e+01,
+6.398043478e+07,-8.814079285e+01,
+6.615217391e+07,-8.970329285e+01,
+6.832391304e+07,-9.283132172e+01,
+7.049565217e+07,-9.411439514e+01,
+7.266739130e+07,-8.927574158e+01,
+7.483913043e+07,-9.464410400e+01,
+7.701086957e+07,-9.235127258e+01,
+7.918260870e+07,-9.057315063e+01,
+8.135434783e+07,-8.588537598e+01,
+8.352608696e+07,-8.462055969e+01,
+8.569782609e+07,-8.772057343e+01,
+8.786956522e+07,-9.019494629e+01,
+9.004130435e+07,-9.294154358e+01,
+9.221304348e+07,-6.084980011e+01,
+9.438478261e+07,-7.499830627e+01,
+9.655652174e+07,-7.697492981e+01,
+9.872826087e+07,-8.387134552e+01,
+1.009000000e+08,-9.597752380e+01,
+1.030717391e+08,-9.567813873e+01,
+1.052434783e+08,-9.916671753e+01,
+1.074152174e+08,-9.398525238e+01,
+1.095869565e+08,-9.325863647e+01,
+1.117586957e+08,-9.228258514e+01,
+1.139304348e+08,-9.536087036e+01,
+1.161021739e+08,-9.819449615e+01,
+1.182739130e+08,-9.473611450e+01,
+1.204456522e+08,-9.271123505e+01,
+1.226173913e+08,-9.087042999e+01,
+1.247891304e+08,-9.704726410e+01,
+1.269608696e+08,-1.039570541e+02,
+1.291326087e+08,-1.019958344e+02,
+1.313043478e+08,-9.263838196e+01,
+1.334760870e+08,-8.819699097e+01,
+1.356478261e+08,-1.018856506e+02,
+1.378195652e+08,-9.756092834e+01,
+1.399913043e+08,-9.562130737e+01,
+1.421630435e+08,-9.238017273e+01,
+1.443347826e+08,-8.853173828e+01,
+1.465065217e+08,-9.958257294e+01,
+1.486782609e+08,-9.545714569e+01,
