#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
13:29:18 04.29.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.016304245e+02,
+3.272755435e+08,-1.020773392e+02,
+3.272760870e+08,-1.015621033e+02,
+3.272766304e+08,-1.013523102e+02,
+3.272771739e+08,-1.021186600e+02,
+3.272777174e+08,-1.005862961e+02,
+3.272782609e+08,-1.007709579e+02,
+3.272788043e+08,-1.027428513e+02,
+3.272793478e+08,-1.017556229e+02,
+3.272798913e+08,-1.012781754e+02,
+3.272804348e+08,-1.002561951e+02,
+3.272809783e+08,-1.024871063e+02,
+3.272815217e+08,-1.020752182e+02,
+3.272820652e+08,-1.010810318e+02,
+3.272826087e+08,-9.982217407e+01,
+3.272831522e+08,-1.009235458e+02,
+3.272836957e+08,-1.012835846e+02,
+3.272842391e+08,-1.014172211e+02,
+3.272847826e+08,-1.036690063e+02,
+3.272853261e+08,-1.010158081e+02,
+3.272858696e+08,-1.003594131e+02,
+3.272864130e+08,-1.023002548e+02,
+3.272869565e+08,-1.024360962e+02,
+3.272875000e+08,-1.002438507e+02,
+3.272880435e+08,-1.012745819e+02,
+3.272885870e+08,-1.020208511e+02,
+3.272891304e+08,-1.007433243e+02,
+3.272896739e+08,-1.013915405e+02,
+3.272902174e+08,-1.013229294e+02,
+3.272907609e+08,-1.011483688e+02,
+3.272913043e+08,-1.017813034e+02,
+3.272918478e+08,-9.895398712e+01,
+3.272923913e+08,-1.008571243e+02,
+3.272929348e+08,-9.992456818e+01,
+3.272934783e+08,-1.018179245e+02,
+3.272940217e+08,-9.657470703e+01,
+3.272945652e+08,-1.015114899e+02,
+3.272951087e+08,-1.019050293e+02,
+3.272956522e+08,-1.009578018e+02,
+3.272961957e+08,-1.002485962e+02,
+3.272967391e+08,-1.019704895e+02,
+3.272972826e+08,-1.023859787e+02,
+3.272978261e+08,-1.004765320e+02,
+3.272983696e+08,-1.015002136e+02,
+3.272989130e+08,-1.022683334e+02,
+3.272994565e+08,-1.013374405e+02,
+3.273000000e+08,-1.013505478e+02,
+3.273005435e+08,-1.016161575e+02,
+3.273010870e+08,-1.033758621e+02,
+3.273016304e+08,-1.001178055e+02,
+3.273021739e+08,-1.008130798e+02,
+3.273027174e+08,-1.004730988e+02,
+3.273032609e+08,-1.021650467e+02,
+3.273038043e+08,-1.009265213e+02,
+3.273043478e+08,-1.014547653e+02,
+3.273048913e+08,-1.006551666e+02,
+3.273054348e+08,-1.023702393e+02,
+3.273059783e+08,-1.017194824e+02,
+3.273065217e+08,-9.874637604e+01,
+3.273070652e+08,-1.012079315e+02,
+3.273076087e+08,-1.025191269e+02,
+3.273081522e+08,-1.005512772e+02,
+3.273086957e+08,-1.002459183e+02,
+3.273092391e+08,-1.023671112e+02,
+3.273097826e+08,-1.024834976e+02,
+3.273103261e+08,-1.030073013e+02,
+3.273108696e+08,-1.002835541e+02,
+3.273114130e+08,-1.000326385e+02,
