#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
08:30:27 04.05.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.055795746e+02,
+3.272755435e+08,-1.050172424e+02,
+3.272760870e+08,-1.032121429e+02,
+3.272766304e+08,-1.054255219e+02,
+3.272771739e+08,-1.061417084e+02,
+3.272777174e+08,-1.058979645e+02,
+3.272782609e+08,-1.049641571e+02,
+3.272788043e+08,-1.046221466e+02,
+3.272793478e+08,-1.038708344e+02,
+3.272798913e+08,-1.037035828e+02,
+3.272804348e+08,-1.047340546e+02,
+3.272809783e+08,-1.067049866e+02,
+3.272815217e+08,-1.044808655e+02,
+3.272820652e+08,-1.051613464e+02,
+3.272826087e+08,-1.055188599e+02,
+3.272831522e+08,-1.043730316e+02,
+3.272836957e+08,-1.050395508e+02,
+3.272842391e+08,-1.043760071e+02,
+3.272847826e+08,-1.049481964e+02,
+3.272853261e+08,-1.046027985e+02,
+3.272858696e+08,-1.060393982e+02,
+3.272864130e+08,-1.061481628e+02,
+3.272869565e+08,-1.038501434e+02,
+3.272875000e+08,-1.044339447e+02,
+3.272880435e+08,-1.038385162e+02,
+3.272885870e+08,-1.020652618e+02,
+3.272891304e+08,-1.042054443e+02,
+3.272896739e+08,-1.041912231e+02,
+3.272902174e+08,-1.039653320e+02,
+3.272907609e+08,-1.053661957e+02,
+3.272913043e+08,-1.052004852e+02,
+3.272918478e+08,-1.050496521e+02,
+3.272923913e+08,-1.033131256e+02,
+3.272929348e+08,-1.040124664e+02,
+3.272934783e+08,-1.057800140e+02,
+3.272940217e+08,-1.030435028e+02,
+3.272945652e+08,-1.023917236e+02,
+3.272951087e+08,-1.030677185e+02,
+3.272956522e+08,-1.048878021e+02,
+3.272961957e+08,-1.038947296e+02,
+3.272967391e+08,-1.055229034e+02,
+3.272972826e+08,-1.036901245e+02,
+3.272978261e+08,-1.034581909e+02,
+3.272983696e+08,-1.044122467e+02,
+3.272989130e+08,-1.041089020e+02,
+3.272994565e+08,-1.049980011e+02,
+3.273000000e+08,-1.053142853e+02,
+3.273005435e+08,-1.046576996e+02,
+3.273010870e+08,-1.047679443e+02,
+3.273016304e+08,-1.066148529e+02,
+3.273021739e+08,-1.049652100e+02,
+3.273027174e+08,-1.033471985e+02,
+3.273032609e+08,-1.030840607e+02,
+3.273038043e+08,-1.046124420e+02,
+3.273043478e+08,-1.039991608e+02,
+3.273048913e+08,-1.055705414e+02,
+3.273054348e+08,-1.033899994e+02,
+3.273059783e+08,-1.045057220e+02,
+3.273065217e+08,-1.056342773e+02,
+3.273070652e+08,-1.048264771e+02,
+3.273076087e+08,-1.039659882e+02,
+3.273081522e+08,-1.034249573e+02,
+3.273086957e+08,-1.034805756e+02,
+3.273092391e+08,-1.035591583e+02,
+3.273097826e+08,-1.039355927e+02,
+3.273103261e+08,-1.039131927e+02,
+3.273108696e+08,-1.057008972e+02,
+3.273114130e+08,-1.047563019e+02,
