#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
08:08:31 04.15.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-9.678178406e+01,
+3.171739130e+06,-1.042016220e+02,
+5.343478261e+06,-1.053593674e+02,
+7.515217391e+06,-1.041112289e+02,
+9.686956522e+06,-1.052752380e+02,
+1.185869565e+07,-1.078365326e+02,
+1.403043478e+07,-1.076696548e+02,
+1.620217391e+07,-1.077844925e+02,
+1.837391304e+07,-1.079761963e+02,
+2.054565217e+07,-1.069915848e+02,
+2.271739130e+07,-1.084308243e+02,
+2.488913043e+07,-1.080307770e+02,
+2.706086957e+07,-1.071067810e+02,
+2.923260870e+07,-1.084763412e+02,
+3.140434783e+07,-1.069885559e+02,
+3.357608696e+07,-1.082604294e+02,
+3.574782609e+07,-1.087291260e+02,
+3.791956522e+07,-1.074700012e+02,
+4.009130435e+07,-1.081755753e+02,
+4.226304348e+07,-1.066878967e+02,
+4.443478261e+07,-1.070358582e+02,
+4.660652174e+07,-1.078497238e+02,
+4.877826087e+07,-1.074360046e+02,
+5.095000000e+07,-1.076303940e+02,
+5.312173913e+07,-1.064676666e+02,
+5.529347826e+07,-1.078997345e+02,
+5.746521739e+07,-1.064993362e+02,
+5.963695652e+07,-1.070676193e+02,
+6.180869565e+07,-1.072040100e+02,
+6.398043478e+07,-1.057649002e+02,
+6.615217391e+07,-1.084580688e+02,
+6.832391304e+07,-1.076029816e+02,
+7.049565217e+07,-1.056234436e+02,
+7.266739130e+07,-1.076638031e+02,
+7.483913043e+07,-1.079217072e+02,
+7.701086957e+07,-1.069812317e+02,
+7.918260870e+07,-1.066455765e+02,
+8.135434783e+07,-1.067873535e+02,
+8.352608696e+07,-1.063232346e+02,
+8.569782609e+07,-1.078513718e+02,
+8.786956522e+07,-1.061098175e+02,
+9.004130435e+07,-1.071108551e+02,
+9.221304348e+07,-1.065827255e+02,
+9.438478261e+07,-1.067583618e+02,
+9.655652174e+07,-1.059545135e+02,
+9.872826087e+07,-1.080715179e+02,
+1.009000000e+08,-1.071235886e+02,
+1.030717391e+08,-1.054835052e+02,
+1.052434783e+08,-1.062182770e+02,
+1.074152174e+08,-1.068458557e+02,
+1.095869565e+08,-1.064610214e+02,
+1.117586957e+08,-1.072081833e+02,
+1.139304348e+08,-1.069607849e+02,
+1.161021739e+08,-1.060936356e+02,
+1.182739130e+08,-1.067908936e+02,
+1.204456522e+08,-1.075100098e+02,
+1.226173913e+08,-1.074091034e+02,
+1.247891304e+08,-1.072331924e+02,
+1.269608696e+08,-1.073816299e+02,
+1.291326087e+08,-1.061608658e+02,
+1.313043478e+08,-1.065790253e+02,
+1.334760870e+08,-1.064359970e+02,
+1.356478261e+08,-1.056057053e+02,
+1.378195652e+08,-1.060674133e+02,
+1.399913043e+08,-1.060156860e+02,
+1.421630435e+08,-1.068284607e+02,
+1.443347826e+08,-1.069174271e+02,
+1.465065217e+08,-1.066472015e+02,
+1.486782609e+08,-1.055982056e+02,
