#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
10:51:24 04.11.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.165069580e+01,
+3.171739130e+06,-7.194652557e+01,
+5.343478261e+06,-7.520726013e+01,
+7.515217391e+06,-7.651438141e+01,
+9.686956522e+06,-7.591500854e+01,
+1.185869565e+07,-7.558392334e+01,
+1.403043478e+07,-7.608555603e+01,
+1.620217391e+07,-6.961538696e+01,
+1.837391304e+07,-6.456940460e+01,
+2.054565217e+07,-6.460104370e+01,
+2.271739130e+07,-7.597185516e+01,
+2.488913043e+07,-7.069274902e+01,
+2.706086957e+07,-6.929464722e+01,
+2.923260870e+07,-7.558853149e+01,
+3.140434783e+07,-7.880524445e+01,
+3.357608696e+07,-7.670817566e+01,
+3.574782609e+07,-7.907725525e+01,
+3.791956522e+07,-7.757013702e+01,
+4.009130435e+07,-7.880550385e+01,
+4.226304348e+07,-7.907077026e+01,
+4.443478261e+07,-7.768144989e+01,
+4.660652174e+07,-8.251132965e+01,
+4.877826087e+07,-8.719882202e+01,
+5.095000000e+07,-8.766382599e+01,
+5.312173913e+07,-8.166205597e+01,
+5.529347826e+07,-7.785861969e+01,
+5.746521739e+07,-8.086230469e+01,
+5.963695652e+07,-8.260047913e+01,
+6.180869565e+07,-8.379673004e+01,
+6.398043478e+07,-8.582064056e+01,
+6.615217391e+07,-8.913156128e+01,
+6.832391304e+07,-9.366320801e+01,
+7.049565217e+07,-9.597941589e+01,
+7.266739130e+07,-9.802688599e+01,
+7.483913043e+07,-9.562699127e+01,
+7.701086957e+07,-9.537592316e+01,
+7.918260870e+07,-9.147920990e+01,
+8.135434783e+07,-9.159335327e+01,
+8.352608696e+07,-7.948416901e+01,
+8.569782609e+07,-9.130472565e+01,
+8.786956522e+07,-8.498353577e+01,
+9.004130435e+07,-9.194812775e+01,
+9.221304348e+07,-6.212930679e+01,
+9.438478261e+07,-7.867871857e+01,
+9.655652174e+07,-6.961289215e+01,
+9.872826087e+07,-8.156816864e+01,
+1.009000000e+08,-9.268663788e+01,
+1.030717391e+08,-9.483644104e+01,
+1.052434783e+08,-8.989546967e+01,
+1.074152174e+08,-8.951618195e+01,
+1.095869565e+08,-9.457381439e+01,
+1.117586957e+08,-9.701461029e+01,
+1.139304348e+08,-9.829206085e+01,
+1.161021739e+08,-1.018267365e+02,
+1.182739130e+08,-9.640384674e+01,
+1.204456522e+08,-9.072267151e+01,
+1.226173913e+08,-9.555765533e+01,
+1.247891304e+08,-9.818787384e+01,
+1.269608696e+08,-1.003222961e+02,
+1.291326087e+08,-9.967350006e+01,
+1.313043478e+08,-1.004827271e+02,
+1.334760870e+08,-9.334150696e+01,
+1.356478261e+08,-9.932497406e+01,
+1.378195652e+08,-9.791394043e+01,
+1.399913043e+08,-9.872041321e+01,
+1.421630435e+08,-1.013211288e+02,
+1.443347826e+08,-9.496804810e+01,
+1.465065217e+08,-8.370549774e+01,
+1.486782609e+08,-9.572313690e+01,
