#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
12:21:00 04.14.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.779199982e+01,
+3.171739130e+06,-8.019013214e+01,
+5.343478261e+06,-7.941339111e+01,
+7.515217391e+06,-7.845513153e+01,
+9.686956522e+06,-8.085289764e+01,
+1.185869565e+07,-7.644305420e+01,
+1.403043478e+07,-7.668405151e+01,
+1.620217391e+07,-7.611209106e+01,
+1.837391304e+07,-5.781624985e+01,
+2.054565217e+07,-6.866061401e+01,
+2.271739130e+07,-7.683109283e+01,
+2.488913043e+07,-7.062081909e+01,
+2.706086957e+07,-6.759577179e+01,
+2.923260870e+07,-7.712506104e+01,
+3.140434783e+07,-7.984999084e+01,
+3.357608696e+07,-8.017115021e+01,
+3.574782609e+07,-7.972621155e+01,
+3.791956522e+07,-7.953932190e+01,
+4.009130435e+07,-7.779801178e+01,
+4.226304348e+07,-8.153148651e+01,
+4.443478261e+07,-7.933650970e+01,
+4.660652174e+07,-8.222187042e+01,
+4.877826087e+07,-8.497230530e+01,
+5.095000000e+07,-8.549904633e+01,
+5.312173913e+07,-7.935084534e+01,
+5.529347826e+07,-7.643619537e+01,
+5.746521739e+07,-8.241053772e+01,
+5.963695652e+07,-7.631497192e+01,
+6.180869565e+07,-8.506104279e+01,
+6.398043478e+07,-8.792976379e+01,
+6.615217391e+07,-8.784353638e+01,
+6.832391304e+07,-9.445413208e+01,
+7.049565217e+07,-9.542775726e+01,
+7.266739130e+07,-8.805220032e+01,
+7.483913043e+07,-9.713665009e+01,
+7.701086957e+07,-9.538466644e+01,
+7.918260870e+07,-8.716126251e+01,
+8.135434783e+07,-9.527014160e+01,
+8.352608696e+07,-8.964080048e+01,
+8.569782609e+07,-9.456627655e+01,
+8.786956522e+07,-9.780451202e+01,
+9.004130435e+07,-1.017203903e+02,
+9.221304348e+07,-6.706578827e+01,
+9.438478261e+07,-6.567666626e+01,
+9.655652174e+07,-6.963837433e+01,
+9.872826087e+07,-7.018974304e+01,
+1.009000000e+08,-9.391502380e+01,
+1.030717391e+08,-9.180811310e+01,
+1.052434783e+08,-9.745244598e+01,
+1.074152174e+08,-9.375404358e+01,
+1.095869565e+08,-9.455924225e+01,
+1.117586957e+08,-9.709806061e+01,
+1.139304348e+08,-1.005523376e+02,
+1.161021739e+08,-1.001343231e+02,
+1.182739130e+08,-9.626888275e+01,
+1.204456522e+08,-9.141913605e+01,
+1.226173913e+08,-9.197167206e+01,
+1.247891304e+08,-9.603327942e+01,
+1.269608696e+08,-1.035231400e+02,
+1.291326087e+08,-9.709151459e+01,
+1.313043478e+08,-1.009519577e+02,
+1.334760870e+08,-8.259844208e+01,
+1.356478261e+08,-9.394516754e+01,
+1.378195652e+08,-9.191046906e+01,
+1.399913043e+08,-9.000005341e+01,
+1.421630435e+08,-9.626386261e+01,
+1.443347826e+08,-9.053170013e+01,
+1.465065217e+08,-9.784667969e+01,
+1.486782609e+08,-9.446862030e+01,
