#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
09:47:11 04.04.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-1.038574295e+02,
+3.272755435e+08,-1.024651031e+02,
+3.272760870e+08,-1.038906174e+02,
+3.272766304e+08,-1.035753784e+02,
+3.272771739e+08,-1.032539673e+02,
+3.272777174e+08,-1.051022491e+02,
+3.272782609e+08,-1.020555191e+02,
+3.272788043e+08,-1.045062180e+02,
+3.272793478e+08,-1.043250809e+02,
+3.272798913e+08,-1.042500839e+02,
+3.272804348e+08,-1.044609146e+02,
+3.272809783e+08,-1.024937515e+02,
+3.272815217e+08,-1.045710449e+02,
+3.272820652e+08,-1.042763214e+02,
+3.272826087e+08,-1.060264282e+02,
+3.272831522e+08,-1.042128143e+02,
+3.272836957e+08,-1.050703812e+02,
+3.272842391e+08,-1.041246490e+02,
+3.272847826e+08,-1.026232300e+02,
+3.272853261e+08,-1.043839722e+02,
+3.272858696e+08,-1.040257339e+02,
+3.272864130e+08,-1.029393005e+02,
+3.272869565e+08,-1.032298126e+02,
+3.272875000e+08,-1.042744827e+02,
+3.272880435e+08,-1.035610275e+02,
+3.272885870e+08,-1.037487335e+02,
+3.272891304e+08,-1.049019852e+02,
+3.272896739e+08,-1.043901367e+02,
+3.272902174e+08,-1.040791168e+02,
+3.272907609e+08,-1.035616760e+02,
+3.272913043e+08,-1.027721710e+02,
+3.272918478e+08,-1.024492493e+02,
+3.272923913e+08,-1.045797043e+02,
+3.272929348e+08,-1.040056381e+02,
+3.272934783e+08,-1.038427887e+02,
+3.272940217e+08,-1.035685577e+02,
+3.272945652e+08,-1.055194244e+02,
+3.272951087e+08,-1.022431107e+02,
+3.272956522e+08,-1.051410599e+02,
+3.272961957e+08,-1.026594772e+02,
+3.272967391e+08,-1.052974930e+02,
+3.272972826e+08,-1.043840942e+02,
+3.272978261e+08,-1.034985886e+02,
+3.272983696e+08,-1.043702240e+02,
+3.272989130e+08,-1.047649231e+02,
+3.272994565e+08,-1.028713913e+02,
+3.273000000e+08,-1.043628845e+02,
+3.273005435e+08,-1.039115372e+02,
+3.273010870e+08,-1.036160660e+02,
+3.273016304e+08,-1.017193680e+02,
+3.273021739e+08,-1.038090820e+02,
+3.273027174e+08,-1.040819092e+02,
+3.273032609e+08,-1.043967133e+02,
+3.273038043e+08,-1.024412079e+02,
+3.273043478e+08,-1.045909424e+02,
+3.273048913e+08,-1.051640167e+02,
+3.273054348e+08,-1.036443939e+02,
+3.273059783e+08,-1.027334442e+02,
+3.273065217e+08,-1.035450974e+02,
+3.273070652e+08,-1.049733963e+02,
+3.273076087e+08,-1.056083679e+02,
+3.273081522e+08,-1.050167923e+02,
+3.273086957e+08,-1.038183746e+02,
+3.273092391e+08,-1.035397720e+02,
+3.273097826e+08,-1.051377869e+02,
+3.273103261e+08,-1.053077469e+02,
+3.273108696e+08,-1.044665680e+02,
+3.273114130e+08,-1.044334488e+02,
